任务数量： 500
实际：mu=345.000000   sigma=66.000000

   1:  mu=402.000000   Gap=0.165217      sigma=0.000000    Gap=1.000000
   2:  mu=346.500000   Gap=0.004348      sigma=55.500000    Gap=0.159091
   3:  mu=368.666667   Gap=0.068599      sigma=55.101926    Gap=0.165122
   4:  mu=362.250000   Gap=0.050000      sigma=48.996811    Gap=0.257624
   5:  mu=341.800000   Gap=0.009275      sigma=59.944641    Gap=0.091748
   6:  mu=363.166667   Gap=0.052657      sigma=72.643918    Gap=0.100665
   7:  mu=372.142857   Gap=0.078675      sigma=70.757995    Gap=0.072091
   8:  mu=359.125000   Gap=0.040942      sigma=74.613064    Gap=0.130501
   9:  mu=367.444444   Gap=0.065056      sigma=74.177132    Gap=0.123896
  10:  mu=366.400000   Gap=0.062029      sigma=70.440329    Gap=0.067278
  11:  mu=351.181818   Gap=0.017918      sigma=82.623811    Gap=0.251876
  12:  mu=353.750000   Gap=0.025362      sigma=79.563523    Gap=0.205508
  13:  mu=346.230769   Gap=0.003567      sigma=80.758094    Gap=0.223607
  14:  mu=337.928571   Gap=0.020497      sigma=83.379052    Gap=0.263319
  15:  mu=333.266667   Gap=0.034010      sigma=82.418822    Gap=0.248770
  16:  mu=334.562500   Gap=0.030254      sigma=79.959340    Gap=0.211505
  17:  mu=334.647059   Gap=0.030009      sigma=77.572692    Gap=0.175344
  18:  mu=336.444444   Gap=0.024799      sigma=75.750484    Gap=0.147735
  19:  mu=335.315789   Gap=0.028070      sigma=73.885440    Gap=0.119476
  20:  mu=334.150000   Gap=0.031449      sigma=72.193680    Gap=0.093844
  21:  mu=333.142857   Gap=0.034369      sigma=70.597643    Gap=0.069661
  22:  mu=332.000000   Gap=0.037681      sigma=69.173037    Gap=0.048076
  23:  mu=329.347826   Gap=0.045369      sigma=68.786759    Gap=0.042224
  24:  mu=335.333333   Gap=0.028019      sigma=73.201586    Gap=0.109115
  25:  mu=335.000000   Gap=0.028986      sigma=71.741202    Gap=0.086988
  26:  mu=337.269231   Gap=0.022408      sigma=71.257150    Gap=0.079654
  27:  mu=334.185185   Gap=0.031347      sigma=71.671595    Gap=0.085933
  28:  mu=335.821429   Gap=0.026605      sigma=70.891796    Gap=0.074118
  29:  mu=333.827586   Gap=0.032384      sigma=70.453246    Gap=0.067473
  30:  mu=331.433333   Gap=0.039324      sigma=70.458822    Gap=0.067558
  31:  mu=331.096774   Gap=0.040299      sigma=69.337582    Gap=0.050569
  32:  mu=333.687500   Gap=0.032790      sigma=69.753332    Gap=0.056869
  33:  mu=333.030303   Gap=0.034695      sigma=68.788867    Gap=0.042256
  34:  mu=334.941176   Gap=0.029156      sigma=68.652981    Gap=0.040197
  35:  mu=337.228571   Gap=0.022526      sigma=68.967108    Gap=0.044956
  36:  mu=336.194444   Gap=0.025523      sigma=68.277139    Gap=0.034502
  37:  mu=335.378378   Gap=0.027889      sigma=67.525911    Gap=0.023120
  38:  mu=334.736842   Gap=0.029748      sigma=66.745662    Gap=0.011298
  39:  mu=334.692308   Gap=0.029877      sigma=65.884963    Gap=0.001743
  40:  mu=333.925000   Gap=0.032101      sigma=65.232426    Gap=0.011630
  41:  mu=332.756098   Gap=0.035490      sigma=64.854727    Gap=0.017353
  42:  mu=331.761905   Gap=0.038371      sigma=64.393437    Gap=0.024342
  43:  mu=333.674419   Gap=0.032828      sigma=64.836008    Gap=0.017636
  44:  mu=334.590909   Gap=0.030171      sigma=64.376138    Gap=0.024604
  45:  mu=337.400000   Gap=0.022029      sigma=66.327939    Gap=0.004969
  46:  mu=336.456522   Gap=0.024764      sigma=65.907612    Gap=0.001400
  47:  mu=335.680851   Gap=0.027012      sigma=65.414588    Gap=0.008870
  48:  mu=335.541667   Gap=0.027415      sigma=64.736633    Gap=0.019142
  49:  mu=338.020408   Gap=0.020231      sigma=66.334185    Gap=0.005063
  50:  mu=341.800000   Gap=0.009275      sigma=70.796893    Gap=0.072680
  51:  mu=342.823529   Gap=0.006309      sigma=70.471996    Gap=0.067758
  52:  mu=340.019231   Gap=0.014437      sigma=72.607610    Gap=0.100115
  53:  mu=340.339623   Gap=0.013508      sigma=71.956471    Gap=0.090250
  54:  mu=340.092593   Gap=0.014224      sigma=71.309775    Gap=0.080451
  55:  mu=339.109091   Gap=0.017075      sigma=71.027184    Gap=0.076169
  56:  mu=339.535714   Gap=0.015839      sigma=70.461226    Gap=0.067594
  57:  mu=338.105263   Gap=0.019985      sigma=70.655995    Gap=0.070545
  58:  mu=339.517241   Gap=0.015892      sigma=70.850800    Gap=0.073497
  59:  mu=338.932203   Gap=0.017588      sigma=70.388959    Gap=0.066499
  60:  mu=338.200000   Gap=0.019710      sigma=70.026138    Gap=0.061002
  61:  mu=335.688525   Gap=0.026990      sigma=72.122969    Gap=0.092772
  62:  mu=333.032258   Gap=0.034689      sigma=74.486407    Gap=0.128582
  63:  mu=332.984127   Gap=0.034829      sigma=73.893852    Gap=0.119604
  64:  mu=333.421875   Gap=0.033560      sigma=73.396569    Gap=0.112069
  65:  mu=333.261538   Gap=0.034025      sigma=72.841087    Gap=0.103653
  66:  mu=337.060606   Gap=0.023013      sigma=78.508420    Gap=0.189522
  67:  mu=338.164179   Gap=0.019814      sigma=78.434419    Gap=0.188400
  68:  mu=338.014706   Gap=0.020247      sigma=77.865172    Gap=0.179775
