任务数量： 500
实际：mu=153.000000   sigma=18.000000

   1:  mu=153.000000   Gap=0.000000      sigma=0.000000    Gap=1.000000
   2:  mu=158.000000   Gap=0.032680      sigma=5.000000    Gap=0.722222
   3:  mu=148.333333   Gap=0.030501      sigma=14.267290    Gap=0.207373
   4:  mu=144.250000   Gap=0.057190      sigma=14.236836    Gap=0.209065
   5:  mu=145.800000   Gap=0.047059      sigma=13.105724    Gap=0.271904
   6:  mu=147.333333   Gap=0.037037      sigma=12.445436    Gap=0.308587
   7:  mu=147.428571   Gap=0.036415      sigma=11.524597    Gap=0.359745
   8:  mu=148.500000   Gap=0.029412      sigma=11.146748    Gap=0.380736
   9:  mu=147.444444   Gap=0.036311      sigma=10.925110    Gap=0.393049
  10:  mu=148.800000   Gap=0.027451      sigma=11.133733    Gap=0.381459
  11:  mu=149.272727   Gap=0.024361      sigma=10.720337    Gap=0.404426
  12:  mu=148.083333   Gap=0.032135      sigma=10.995896    Gap=0.389117
  13:  mu=149.461538   Gap=0.023127      sigma=11.593203    Gap=0.355933
  14:  mu=148.500000   Gap=0.029412      sigma=11.697069    Gap=0.350163
  15:  mu=147.666667   Gap=0.034858      sigma=11.722722    Gap=0.348738
  16:  mu=147.250000   Gap=0.037582      sigma=11.464619    Gap=0.363077
  17:  mu=148.411765   Gap=0.029988      sigma=12.054088    Gap=0.330328
  18:  mu=148.277778   Gap=0.030864      sigma=11.727487    Gap=0.348473
  19:  mu=149.684211   Gap=0.021672      sigma=12.880228    Gap=0.284432
  20:  mu=149.550000   Gap=0.022549      sigma=12.567717    Gap=0.301794
  21:  mu=149.190476   Gap=0.024899      sigma=12.369775    Gap=0.312790
  22:  mu=146.772727   Gap=0.040701      sigma=16.395487    Gap=0.089140
  23:  mu=146.521739   Gap=0.042342      sigma=16.078259    Gap=0.106763
  24:  mu=147.041667   Gap=0.038943      sigma=15.936016    Gap=0.114666
  25:  mu=148.160000   Gap=0.031634      sigma=16.547338    Gap=0.080703
  26:  mu=148.307692   Gap=0.030669      sigma=16.242795    Gap=0.097622
  27:  mu=148.555556   Gap=0.029049      sigma=15.989194    Gap=0.111711
  28:  mu=149.500000   Gap=0.022876      sigma=16.450141    Gap=0.086103
  29:  mu=150.655172   Gap=0.015326      sigma=17.281195    Gap=0.039934
  30:  mu=150.433333   Gap=0.016776      sigma=17.032681    Gap=0.053740
  31:  mu=150.806452   Gap=0.014337      sigma=16.879878    Gap=0.062229
  32:  mu=151.437500   Gap=0.010212      sigma=16.981493    Gap=0.056584
  33:  mu=151.606061   Gap=0.009111      sigma=16.749382    Gap=0.069479
  34:  mu=151.088235   Gap=0.012495      sigma=16.767208    Gap=0.068488
  35:  mu=151.314286   Gap=0.011018      sigma=16.578422    Gap=0.078977
  36:  mu=150.777778   Gap=0.014524      sigma=16.651845    Gap=0.074897
  37:  mu=150.405405   Gap=0.016958      sigma=16.576537    Gap=0.079081
  38:  mu=150.736842   Gap=0.014792      sigma=16.480745    Gap=0.084403
  39:  mu=151.435897   Gap=0.010223      sigma=16.829149    Gap=0.065047
  40:  mu=151.500000   Gap=0.009804      sigma=16.622274    Gap=0.076540
  41:  mu=151.268293   Gap=0.011318      sigma=16.483583    Gap=0.084245
  42:  mu=151.428571   Gap=0.010271      sigma=16.318472    Gap=0.093418
  43:  mu=151.186047   Gap=0.011856      sigma=16.204013    Gap=0.099777
  44:  mu=151.181818   Gap=0.011884      sigma=16.018842    Gap=0.110064
  45:  mu=151.222222   Gap=0.011619      sigma=15.842122    Gap=0.119882
  46:  mu=152.500000   Gap=0.003268      sigma=17.860267    Gap=0.007763
  47:  mu=152.659574   Gap=0.002225      sigma=17.702358    Gap=0.016536
  48:  mu=152.041667   Gap=0.006264      sigma=18.021929    Gap=0.001218
  49:  mu=152.591837   Gap=0.002668      sigma=18.239807    Gap=0.013323
  50:  mu=152.520000   Gap=0.003137      sigma=18.063488    Gap=0.003527
  51:  mu=151.647059   Gap=0.008843      sigma=18.920705    Gap=0.051150
  52:  mu=152.173077   Gap=0.005405      sigma=19.110731    Gap=0.061707
  53:  mu=152.566038   Gap=0.002836      sigma=19.140503    Gap=0.063361
  54:  mu=152.666667   Gap=0.002179      sigma=18.976594    Gap=0.054255
  55:  mu=152.109091   Gap=0.005823      sigma=19.244525    Gap=0.069140
  56:  mu=152.321429   Gap=0.004435      sigma=19.136826    Gap=0.063157
  57:  mu=152.421053   Gap=0.003784      sigma=18.982861    Gap=0.054603
  58:  mu=152.603448   Gap=0.002592      sigma=18.868821    Gap=0.048268
  59:  mu=152.932203   Gap=0.000443      sigma=18.875026    Gap=0.048613
