任务数量： 500
实际：mu=261.000000   sigma=27.000000

   1:  mu=271.000000   Gap=0.038314      sigma=0.000000    Gap=1.000000
   2:  mu=308.000000   Gap=0.180077      sigma=37.000000    Gap=0.370370
   3:  mu=292.666667   Gap=0.121328      sigma=37.187214    Gap=0.377304
   4:  mu=289.750000   Gap=0.110153      sigma=32.598888    Gap=0.207366
   5:  mu=282.800000   Gap=0.083525      sigma=32.301084    Gap=0.196336
   6:  mu=278.500000   Gap=0.067050      sigma=31.014781    Gap=0.148696
   7:  mu=275.428571   Gap=0.055282      sigma=29.683363    Gap=0.099384
   8:  mu=271.625000   Gap=0.040709      sigma=29.533614    Gap=0.093838
   9:  mu=268.666667   Gap=0.029374      sigma=29.074617    Gap=0.076838
  10:  mu=265.100000   Gap=0.015709      sigma=29.585300    Gap=0.095752
  11:  mu=267.727273   Gap=0.025775      sigma=29.406527    Gap=0.089131
  12:  mu=266.250000   Gap=0.020115      sigma=28.577745    Gap=0.058435
  13:  mu=268.307692   Gap=0.027999      sigma=28.366786    Gap=0.050622
  14:  mu=266.571429   Gap=0.021346      sigma=28.042606    Gap=0.038615
  15:  mu=268.266667   Gap=0.027842      sigma=27.824370    Gap=0.030532
  16:  mu=267.187500   Gap=0.023707      sigma=27.263113    Gap=0.009745
  17:  mu=268.823529   Gap=0.029975      sigma=27.246663    Gap=0.009136
  18:  mu=266.333333   Gap=0.020434      sigma=28.399922    Gap=0.051849
  19:  mu=264.368421   Gap=0.012906      sigma=28.872151    Gap=0.069339
  20:  mu=264.200000   Gap=0.012261      sigma=28.150666    Gap=0.042617
  21:  mu=265.000000   Gap=0.015326      sigma=27.704220    Gap=0.026082
  22:  mu=265.818182   Gap=0.018460      sigma=27.325706    Gap=0.012063
  23:  mu=265.260870   Gap=0.016325      sigma=26.852605    Gap=0.005459
  24:  mu=266.666667   Gap=0.021711      sigma=27.138022    Gap=0.005112
  25:  mu=265.120000   Gap=0.015785      sigma=27.648248    Gap=0.024009
  26:  mu=264.615385   Gap=0.013852      sigma=27.228488    Gap=0.008463
  27:  mu=264.407407   Gap=0.013055      sigma=26.740536    Gap=0.009610
  28:  mu=263.035714   Gap=0.007800      sigma=27.208825    Gap=0.007734
  29:  mu=260.793103   Gap=0.000793      sigma=29.250852    Gap=0.083365
  30:  mu=260.666667   Gap=0.001277      sigma=28.767265    Gap=0.065454
  31:  mu=259.225806   Gap=0.006798      sigma=29.379288    Gap=0.088122
  32:  mu=258.812500   Gap=0.008381      sigma=29.008013    Gap=0.074371
  33:  mu=258.969697   Gap=0.007779      sigma=28.578955    Gap=0.058480
  34:  mu=260.588235   Gap=0.001578      sigma=29.651027    Gap=0.098186
  35:  mu=258.571429   Gap=0.009305      sigma=31.501733    Gap=0.166731
  36:  mu=258.166667   Gap=0.010856      sigma=31.153295    Gap=0.153826
  37:  mu=258.405405   Gap=0.009941      sigma=30.762789    Gap=0.139363
  38:  mu=257.789474   Gap=0.012301      sigma=30.585650    Gap=0.132802
  39:  mu=257.846154   Gap=0.012084      sigma=30.193002    Gap=0.118259
  40:  mu=258.100000   Gap=0.011111      sigma=29.855318    Gap=0.105753
  41:  mu=258.414634   Gap=0.009906      sigma=29.556045    Gap=0.094668
  42:  mu=258.880952   Gap=0.008119      sigma=29.354323    Gap=0.087197
  43:  mu=258.790698   Gap=0.008465      sigma=29.016882    Gap=0.074699
  44:  mu=258.750000   Gap=0.008621      sigma=28.686491    Gap=0.062463
  45:  mu=259.022222   Gap=0.007578      sigma=28.423378    Gap=0.052718
