任务数量： 500
实际：mu=283.000000   sigma=26.000000

   1:  mu=279.000000   Gap=0.014134      sigma=0.000000    Gap=1.000000
   2:  mu=280.000000   Gap=0.010601      sigma=1.000000    Gap=0.961538
   3:  mu=296.333333   Gap=0.047114      sigma=23.113248    Gap=0.111029
   4:  mu=305.250000   Gap=0.078622      sigma=25.282158    Gap=0.027609
   5:  mu=310.600000   Gap=0.097527      sigma=25.016794    Gap=0.037816
   6:  mu=304.166667   Gap=0.074794      sigma=26.990225    Gap=0.038086
   7:  mu=296.571429   Gap=0.047956      sigma=31.153340    Gap=0.198205
   8:  mu=295.250000   Gap=0.043286      sigma=29.350256    Gap=0.128856
   9:  mu=295.222222   Gap=0.043188      sigma=27.671798    Gap=0.064300
  10:  mu=294.200000   Gap=0.039576      sigma=26.430286    Gap=0.016549
  11:  mu=295.818182   Gap=0.045294      sigma=25.714581    Gap=0.010978
  12:  mu=296.583333   Gap=0.047998      sigma=24.750281    Gap=0.048066
  13:  mu=290.230769   Gap=0.025550      sigma=32.399321    Gap=0.246128
  14:  mu=289.357143   Gap=0.022463      sigma=31.379263    Gap=0.206895
  15:  mu=285.266667   Gap=0.008009      sigma=33.959715    Gap=0.306143
  16:  mu=283.250000   Gap=0.000883      sigma=33.796265    Gap=0.299856
  17:  mu=284.764706   Gap=0.006236      sigma=33.342306    Gap=0.282396
  18:  mu=285.944444   Gap=0.010404      sigma=32.765958    Gap=0.260229
  19:  mu=286.052632   Gap=0.010787      sigma=31.895345    Gap=0.226744
  20:  mu=284.300000   Gap=0.004594      sigma=32.012654    Gap=0.231256
  21:  mu=283.952381   Gap=0.003365      sigma=31.279807    Gap=0.203069
  22:  mu=284.045455   Gap=0.003694      sigma=30.563611    Gap=0.175523
  23:  mu=284.260870   Gap=0.004455      sigma=29.908872    Gap=0.150341
  24:  mu=284.625000   Gap=0.005742      sigma=29.331173    Gap=0.128122
  25:  mu=282.360000   Gap=0.002261      sigma=30.806337    Gap=0.184859
  26:  mu=283.038462   Gap=0.000136      sigma=30.397977    Gap=0.169153
  27:  mu=283.222222   Gap=0.000785      sigma=29.844453    Gap=0.147864
  28:  mu=283.857143   Gap=0.003029      sigma=29.491784    Gap=0.134299
  29:  mu=282.689655   Gap=0.001097      sigma=29.630021    Gap=0.139616
  30:  mu=283.900000   Gap=0.003180      sigma=29.852247    Gap=0.148163
  31:  mu=285.290323   Gap=0.008093      sigma=30.338088    Gap=0.166850
  32:  mu=286.156250   Gap=0.011153      sigma=30.247014    Gap=0.163347
  33:  mu=284.969697   Gap=0.006960      sigma=30.532134    Gap=0.174313
  34:  mu=284.529412   Gap=0.005404      sigma=30.185929    Gap=0.160997
  35:  mu=283.885714   Gap=0.003130      sigma=29.987399    Gap=0.153361
  36:  mu=283.527778   Gap=0.001865      sigma=29.643705    Gap=0.140142
  37:  mu=283.810811   Gap=0.002865      sigma=29.289642    Gap=0.126525
  38:  mu=282.394737   Gap=0.002139      sigma=30.157952    Gap=0.159921
  39:  mu=282.358974   Gap=0.002265      sigma=29.769617    Gap=0.144985
  40:  mu=281.350000   Gap=0.005830      sigma=30.062892    Gap=0.156265
  41:  mu=281.121951   Gap=0.006636      sigma=29.729016    Gap=0.143424
  42:  mu=280.809524   Gap=0.007740      sigma=29.441013    Gap=0.132347
  43:  mu=281.139535   Gap=0.006574      sigma=29.175158    Gap=0.122121
  44:  mu=280.931818   Gap=0.007308      sigma=28.873862    Gap=0.110533
  45:  mu=281.377778   Gap=0.005732      sigma=28.704076    Gap=0.104003
  46:  mu=281.130435   Gap=0.006606      sigma=28.438804    Gap=0.093800
  47:  mu=280.510638   Gap=0.008796      sigma=28.446944    Gap=0.094113
  48:  mu=280.000000   Gap=0.010601      sigma=28.365913    Gap=0.090997
  49:  mu=280.000000   Gap=0.010601      sigma=28.074973    Gap=0.079807
  50:  mu=280.340000   Gap=0.009399      sigma=27.894523    Gap=0.072866
