任务数量： 500
实际：mu=98.000000   sigma=11.000000

   1:  mu=102.000000   Gap=0.040816      sigma=0.000000    Gap=1.000000
   2:  mu=103.000000   Gap=0.051020      sigma=1.000000    Gap=0.909091
   3:  mu=105.666667   Gap=0.078231      sigma=3.858612    Gap=0.649217
   4:  mu=106.500000   Gap=0.086735      sigma=3.640055    Gap=0.669086
   5:  mu=103.200000   Gap=0.053061      sigma=7.359348    Gap=0.330968
   6:  mu=102.500000   Gap=0.045918      sigma=6.898067    Gap=0.372903
   7:  mu=100.571429   Gap=0.026239      sigma=7.943679    Gap=0.277847
   8:  mu=100.500000   Gap=0.025510      sigma=7.433034    Gap=0.324270
   9:  mu=99.111111   Gap=0.011338      sigma=8.033879    Gap=0.269647
  10:  mu=97.900000   Gap=0.001020      sigma=8.443341    Gap=0.232424
  11:  mu=99.363636   Gap=0.013915      sigma=9.286087    Gap=0.155810
  12:  mu=100.083333   Gap=0.021259      sigma=9.205599    Gap=0.163127
  13:  mu=99.384615   Gap=0.014129      sigma=9.169670    Gap=0.166394
  14:  mu=98.500000   Gap=0.005102      sigma=9.394147    Gap=0.145987
  15:  mu=99.066667   Gap=0.010884      sigma=9.319990    Gap=0.152728
  16:  mu=97.687500   Gap=0.003189      sigma=10.486412    Gap=0.046690
  17:  mu=97.941176   Gap=0.000600      sigma=10.223793    Gap=0.070564
  18:  mu=98.055556   Gap=0.000567      sigma=9.946927    Gap=0.095734
  19:  mu=96.894737   Gap=0.011278      sigma=10.862270    Gap=0.012521
  20:  mu=96.500000   Gap=0.015306      sigma=10.726136    Gap=0.024897
  21:  mu=97.000000   Gap=0.010204      sigma=10.703804    Gap=0.026927
  22:  mu=97.227273   Gap=0.007885      sigma=10.509441    Gap=0.044596
  23:  mu=97.565217   Gap=0.004437      sigma=10.399942    Gap=0.054551
  24:  mu=97.791667   Gap=0.002126      sigma=10.238730    Gap=0.069206
  25:  mu=98.000000   Gap=0.000000      sigma=10.083650    Gap=0.083305
  26:  mu=97.653846   Gap=0.003532      sigma=10.038167    Gap=0.087439
  27:  mu=98.111111   Gap=0.001134      sigma=10.122704    Gap=0.079754
  28:  mu=98.428571   Gap=0.004373      sigma=10.076240    Gap=0.083978
  29:  mu=98.482759   Gap=0.004926      sigma=9.905139    Gap=0.099533
  30:  mu=98.300000   Gap=0.003061      sigma=9.788258    Gap=0.110158
  31:  mu=98.580645   Gap=0.005925      sigma=9.751011    Gap=0.113544
  32:  mu=99.125000   Gap=0.011480      sigma=10.064635    Gap=0.085033
  33:  mu=99.909091   Gap=0.019481      sigma=10.858215    Gap=0.012890
  34:  mu=100.029412   Gap=0.020708      sigma=10.719650    Gap=0.025486
  35:  mu=100.314286   Gap=0.023615      sigma=10.695183    Gap=0.027711
  36:  mu=100.750000   Gap=0.028061      sigma=10.856066    Gap=0.013085
  37:  mu=100.432432   Gap=0.024821      sigma=10.876557    Gap=0.011222
  38:  mu=99.552632   Gap=0.015843      sigma=11.992755    Gap=0.090250
  39:  mu=99.051282   Gap=0.010727      sigma=12.234773    Gap=0.112252
  40:  mu=99.100000   Gap=0.011224      sigma=12.084701    Gap=0.098609
  41:  mu=98.268293   Gap=0.002738      sigma=13.044061    Gap=0.185824
  42:  mu=98.642857   Gap=0.006560      sigma=13.109105    Gap=0.191737
  43:  mu=98.581395   Gap=0.005933      sigma=12.961899    Gap=0.178354
  44:  mu=98.386364   Gap=0.003942      sigma=12.877422    Gap=0.170675
  45:  mu=97.866667   Gap=0.001361      sigma=13.191917    Gap=0.199265
  46:  mu=98.195652   Gap=0.001996      sigma=13.233061    Gap=0.203006
  47:  mu=98.489362   Gap=0.004993      sigma=13.242215    Gap=0.203838
  48:  mu=98.395833   Gap=0.004039      sigma=13.119228    Gap=0.192657
  49:  mu=98.591837   Gap=0.006039      sigma=13.055483    Gap=0.186862
  50:  mu=98.720000   Gap=0.007347      sigma=12.955370    Gap=0.177761
  51:  mu=98.666667   Gap=0.006803      sigma=12.833270    Gap=0.166661
  52:  mu=98.961538   Gap=0.009812      sigma=12.882549    Gap=0.171141
  53:  mu=98.867925   Gap=0.008856      sigma=12.778280    Gap=0.161662
  54:  mu=99.000000   Gap=0.010204      sigma=12.695873    Gap=0.154170
  55:  mu=98.945455   Gap=0.009647      sigma=12.586310    Gap=0.144210
  56:  mu=98.839286   Gap=0.008564      sigma=12.498252    Gap=0.136205
  57:  mu=98.543860   Gap=0.005550      sigma=12.583852    Gap=0.143987
  58:  mu=98.086207   Gap=0.000880      sigma=12.944556    Gap=0.176778
  59:  mu=98.084746   Gap=0.000865      sigma=12.834393    Gap=0.166763
  60:  mu=98.066667   Gap=0.000680      sigma=12.727747    Gap=0.157068
  61:  mu=97.803279   Gap=0.002007      sigma=12.786801    Gap=0.162436
  62:  mu=97.596774   Gap=0.004115      sigma=12.785400    Gap=0.162309
  63:  mu=97.873016   Gap=0.001296      sigma=12.868680    Gap=0.169880
  64:  mu=98.281250   Gap=0.002870      sigma=13.172496    Gap=0.197500
  65:  mu=98.123077   Gap=0.001256      sigma=13.131885    Gap=0.193808
  66:  mu=98.166667   Gap=0.001701      sigma=13.036758    Gap=0.185160
  67:  mu=98.447761   Gap=0.004569      sigma=13.139076    Gap=0.194461
  68:  mu=98.470588   Gap=0.004802      sigma=13.043446    Gap=0.185768
  69:  mu=98.492754   Gap=0.005028      sigma=12.949873    Gap=0.177261
  70:  mu=98.500000   Gap=0.005102      sigma=12.857183    Gap=0.168835
  71:  mu=98.619718   Gap=0.006324      sigma=12.805551    Gap=0.164141
  72:  mu=98.666667   Gap=0.006803      sigma=12.722465    Gap=0.156588
  73:  mu=98.575342   Gap=0.005871      sigma=12.658765    Gap=0.150797
  74:  mu=98.891892   Gap=0.009101      sigma=12.860549    Gap=0.169141
  75:  mu=98.960000   Gap=0.009796      sigma=12.787953    Gap=0.162541
