任务数量： 500
实际：mu=260.000000   sigma=25.000000

   1:  mu=266.000000   Gap=0.023077      sigma=0.000000    Gap=1.000000
   2:  mu=248.500000   Gap=0.044231      sigma=17.500000    Gap=0.300000
   3:  mu=261.666667   Gap=0.006410      sigma=23.471022    Gap=0.061159
   4:  mu=260.750000   Gap=0.002885      sigma=20.388416    Gap=0.184463
   5:  mu=257.400000   Gap=0.010000      sigma=19.427815    Gap=0.222887
   6:  mu=252.833333   Gap=0.027564      sigma=20.464739    Gap=0.181410
   7:  mu=257.428571   Gap=0.009890      sigma=22.038001    Gap=0.118480
   8:  mu=254.875000   Gap=0.019712      sigma=21.693533    Gap=0.132259
   9:  mu=248.333333   Gap=0.044872      sigma=27.580186    Gap=0.103207
  10:  mu=249.800000   Gap=0.039231      sigma=26.532245    Gap=0.061290
  11:  mu=253.000000   Gap=0.026923      sigma=27.246351    Gap=0.089854
  12:  mu=254.583333   Gap=0.020833      sigma=26.609705    Gap=0.064388
  13:  mu=258.615385   Gap=0.005325      sigma=29.132426    Gap=0.165297
  14:  mu=256.500000   Gap=0.013462      sigma=29.090376    Gap=0.163615
  15:  mu=258.066667   Gap=0.007436      sigma=28.708806    Gap=0.148352
  16:  mu=256.937500   Gap=0.011779      sigma=28.139094    Gap=0.125564
  17:  mu=259.470588   Gap=0.002036      sigma=29.118657    Gap=0.164746
  18:  mu=259.666667   Gap=0.001282      sigma=28.309794    Gap=0.132392
  19:  mu=261.210526   Gap=0.004656      sigma=28.322539    Gap=0.132902
  20:  mu=261.700000   Gap=0.006538      sigma=27.687723    Gap=0.107509
  21:  mu=260.142857   Gap=0.000549      sigma=27.903380    Gap=0.116135
  22:  mu=258.954545   Gap=0.004021      sigma=27.800388    Gap=0.112016
  23:  mu=257.608696   Gap=0.009197      sigma=27.912502    Gap=0.116500
  24:  mu=257.791667   Gap=0.008494      sigma=27.338890    Gap=0.093556
  25:  mu=258.280000   Gap=0.006615      sigma=26.893152    Gap=0.075726
  26:  mu=258.961538   Gap=0.003994      sigma=26.590167    Gap=0.063607
  27:  mu=259.481481   Gap=0.001994      sigma=26.227453    Gap=0.049098
  28:  mu=259.000000   Gap=0.003846      sigma=25.876078    Gap=0.035043
  29:  mu=260.000000   Gap=0.000000      sigma=25.970806    Gap=0.038832
  30:  mu=259.366667   Gap=0.002436      sigma=25.761060    Gap=0.030442
  31:  mu=258.516129   Gap=0.005707      sigma=25.766784    Gap=0.030671
  32:  mu=258.843750   Gap=0.004447      sigma=25.426499    Gap=0.017060
  33:  mu=258.666667   Gap=0.005128      sigma=25.058316    Gap=0.002333
  34:  mu=259.117647   Gap=0.003394      sigma=24.822623    Gap=0.007095
  35:  mu=259.571429   Gap=0.001648      sigma=24.608112    Gap=0.015676
  36:  mu=259.222222   Gap=0.002991      sigma=24.351718    Gap=0.025931
  37:  mu=258.972973   Gap=0.003950      sigma=24.066896    Gap=0.037324
  38:  mu=260.289474   Gap=0.001113      sigma=25.061932    Gap=0.002477
  39:  mu=260.717949   Gap=0.002761      sigma=24.879142    Gap=0.004834
  40:  mu=261.075000   Gap=0.004135      sigma=24.667172    Gap=0.013313
  41:  mu=261.756098   Gap=0.006754      sigma=24.742361    Gap=0.010306
  42:  mu=261.738095   Gap=0.006685      sigma=24.446306    Gap=0.022148
  43:  mu=260.558140   Gap=0.002147      sigma=25.341667    Gap=0.013667
  44:  mu=260.750000   Gap=0.002885      sigma=25.083610    Gap=0.003344
  45:  mu=260.444444   Gap=0.001709      sigma=24.886012    Gap=0.004560
  46:  mu=260.586957   Gap=0.002258      sigma=24.632584    Gap=0.014697
  47:  mu=260.808511   Gap=0.003110      sigma=24.415410    Gap=0.023384
  48:  mu=260.437500   Gap=0.001683      sigma=24.293266    Gap=0.028269
  49:  mu=260.857143   Gap=0.003297      sigma=24.219237    Gap=0.031231
  50:  mu=260.440000   Gap=0.001692      sigma=24.152979    Gap=0.033881
  51:  mu=260.686275   Gap=0.002640      sigma=23.978332    Gap=0.040867
  52:  mu=261.038462   Gap=0.003994      sigma=23.879474    Gap=0.044821
  53:  mu=260.962264   Gap=0.003701      sigma=23.659505    Gap=0.053620
  54:  mu=260.851852   Gap=0.003276      sigma=23.453190    Gap=0.061872
  55:  mu=261.490909   Gap=0.005734      sigma=23.708742    Gap=0.051650
  56:  mu=261.285714   Gap=0.004945      sigma=23.545332    Gap=0.058187
  57:  mu=260.666667   Gap=0.002564      sigma=23.793212    Gap=0.048272
  58:  mu=260.172414   Gap=0.000663      sigma=23.880549    Gap=0.044778
  59:  mu=259.915254   Gap=0.000326      sigma=23.758166    Gap=0.049673
  60:  mu=260.116667   Gap=0.000449      sigma=23.610091    Gap=0.055596
  61:  mu=260.344262   Gap=0.001324      sigma=23.482037    Gap=0.060719
  62:  mu=260.370968   Gap=0.001427      sigma=23.292830    Gap=0.068287
  63:  mu=260.158730   Gap=0.000611      sigma=23.167579    Gap=0.073297
  64:  mu=260.437500   Gap=0.001683      sigma=23.092122    Gap=0.076315
  65:  mu=260.461538   Gap=0.001775      sigma=22.914609    Gap=0.083416
  66:  mu=260.545455   Gap=0.002098      sigma=22.750412    Gap=0.089984
  67:  mu=261.044776   Gap=0.004018      sigma=22.941478    Gap=0.082341
  68:  mu=261.058824   Gap=0.004072      sigma=22.772457    Gap=0.089102
  69:  mu=261.492754   Gap=0.005741      sigma=22.888275    Gap=0.084469
  70:  mu=261.242857   Gap=0.004780      sigma=22.818812    Gap=0.087248
  71:  mu=261.056338   Gap=0.004063      sigma=22.711223    Gap=0.091551
  72:  mu=260.527778   Gap=0.002030      sigma=22.988507    Gap=0.080460
  73:  mu=261.013699   Gap=0.003899      sigma=23.199842    Gap=0.072006
  74:  mu=261.027027   Gap=0.003950      sigma=23.042835    Gap=0.078287
