任务数量： 500
实际：mu=151.000000   sigma=19.000000

   1:  mu=157.000000   Gap=0.039735      sigma=0.000000    Gap=1.000000
   2:  mu=143.500000   Gap=0.049669      sigma=13.500000    Gap=0.289474
   3:  mu=150.666667   Gap=0.002208      sigma=14.974052    Gap=0.211892
   4:  mu=161.250000   Gap=0.067881      sigma=22.454120    Gap=0.181796
   5:  mu=156.400000   Gap=0.035762      sigma=22.303363    Gap=0.173861
   6:  mu=156.166667   Gap=0.034216      sigma=20.366776    Gap=0.071936
   7:  mu=155.857143   Gap=0.032167      sigma=18.871207    Gap=0.006779
   8:  mu=151.875000   Gap=0.005795      sigma=20.557465    Gap=0.081972
   9:  mu=152.777778   Gap=0.011773      sigma=19.549241    Gap=0.028907
  10:  mu=152.300000   Gap=0.008609      sigma=18.601344    Gap=0.020982
  11:  mu=152.181818   Gap=0.007827      sigma=17.739623    Gap=0.066336
  12:  mu=152.333333   Gap=0.008830      sigma=16.991828    Gap=0.105693
  13:  mu=151.769231   Gap=0.005094      sigma=16.441757    Gap=0.134644
  14:  mu=153.928571   Gap=0.019395      sigma=17.653265    Gap=0.070881
  15:  mu=152.266667   Gap=0.008389      sigma=18.152931    Gap=0.044583
  16:  mu=151.187500   Gap=0.001242      sigma=18.066609    Gap=0.049126
  17:  mu=152.294118   Gap=0.008570      sigma=18.077496    Gap=0.048553
  18:  mu=154.055556   Gap=0.020235      sigma=19.010150    Gap=0.000534
  19:  mu=155.157895   Gap=0.027536      sigma=19.085026    Gap=0.004475
  20:  mu=155.150000   Gap=0.027483      sigma=18.601814    Gap=0.020957
  21:  mu=154.523810   Gap=0.023336      sigma=18.368241    Gap=0.033250
  22:  mu=154.818182   Gap=0.025286      sigma=17.996556    Gap=0.052813
  23:  mu=154.347826   Gap=0.022171      sigma=17.738704    Gap=0.066384
  24:  mu=154.375000   Gap=0.022351      sigma=17.365705    Gap=0.086016
  25:  mu=153.720000   Gap=0.018013      sigma=17.314780    Gap=0.088696
  26:  mu=153.192308   Gap=0.014519      sigma=17.182324    Gap=0.095667
  27:  mu=153.962963   Gap=0.019622      sigma=17.312983    Gap=0.088790
  28:  mu=154.500000   Gap=0.023179      sigma=17.228506    Gap=0.093237
  29:  mu=154.586207   Gap=0.023750      sigma=16.935002    Gap=0.108684
  30:  mu=152.866667   Gap=0.012362      sigma=19.052092    Gap=0.002742
  31:  mu=152.870968   Gap=0.012391      sigma=18.742296    Gap=0.013563
  32:  mu=153.062500   Gap=0.013659      sigma=18.477922    Gap=0.027478
  33:  mu=153.757576   Gap=0.018262      sigma=18.615781    Gap=0.020222
  34:  mu=154.147059   Gap=0.020841      sigma=18.475950    Gap=0.027582
  35:  mu=152.914286   Gap=0.012677      sigma=19.577496    Gap=0.030395
  36:  mu=153.944444   Gap=0.019500      sigma=20.242892    Gap=0.065415
  37:  mu=153.945946   Gap=0.019510      sigma=19.967468    Gap=0.050919
  38:  mu=154.342105   Gap=0.022133      sigma=19.849800    Gap=0.044726
  39:  mu=154.358974   Gap=0.022245      sigma=19.593938    Gap=0.031260
  40:  mu=154.400000   Gap=0.022517      sigma=19.349160    Gap=0.018377
  41:  mu=155.268293   Gap=0.028267      sigma=19.885065    Gap=0.046582
  42:  mu=154.976190   Gap=0.026332      sigma=19.735740    Gap=0.038723
  43:  mu=155.790698   Gap=0.031726      sigma=20.206559    Gap=0.063503
  44:  mu=154.886364   Gap=0.025738      sigma=20.837265    Gap=0.096698
  45:  mu=154.622222   Gap=0.023988      sigma=20.678802    Gap=0.088358
  46:  mu=155.282609   Gap=0.028362      sigma=20.927061    Gap=0.101424
  47:  mu=155.191489   Gap=0.027758      sigma=20.712457    Gap=0.090129
  48:  mu=155.500000   Gap=0.029801      sigma=20.604409    Gap=0.084443
  49:  mu=154.979592   Gap=0.026355      sigma=20.709349    Gap=0.089966
  50:  mu=154.280000   Gap=0.021722      sigma=21.077989    Gap=0.109368
  51:  mu=153.725490   Gap=0.018050      sigma=21.235448    Gap=0.117655
  52:  mu=154.038462   Gap=0.020122      sigma=21.148706    Gap=0.113090
  53:  mu=154.056604   Gap=0.020242      sigma=20.948648    Gap=0.102560
  54:  mu=154.185185   Gap=0.021094      sigma=20.774873    Gap=0.093414
  55:  mu=154.109091   Gap=0.020590      sigma=20.592737    Gap=0.083828
  56:  mu=153.482143   Gap=0.016438      sigma=20.931002    Gap=0.101632
  57:  mu=153.438596   Gap=0.016150      sigma=20.749143    Gap=0.092060
  58:  mu=152.982759   Gap=0.013131      sigma=20.855406    Gap=0.097653
  59:  mu=152.694915   Gap=0.011225      sigma=20.793785    Gap=0.094410
  60:  mu=152.583333   Gap=0.010486      sigma=20.637580    Gap=0.086188
  61:  mu=152.524590   Gap=0.010097      sigma=20.472778    Gap=0.077515
  62:  mu=152.693548   Gap=0.011216      sigma=20.349835    Gap=0.071044
  63:  mu=153.047619   Gap=0.013560      sigma=20.379283    Gap=0.072594
  64:  mu=153.171875   Gap=0.014383      sigma=20.243483    Gap=0.065446
  65:  mu=153.215385   Gap=0.014671      sigma=20.090175    Gap=0.057378
  66:  mu=152.621212   Gap=0.010737      sigma=20.504815    Gap=0.079201
  67:  mu=152.253731   Gap=0.008303      sigma=20.569027    Gap=0.082580
  68:  mu=151.867647   Gap=0.005746      sigma=20.660352    Gap=0.087387
  69:  mu=152.000000   Gap=0.006623      sigma=20.539111    Gap=0.081006
  70:  mu=152.028571   Gap=0.006812      sigma=20.393256    Gap=0.073329
  71:  mu=151.859155   Gap=0.005690      sigma=20.298682    Gap=0.068352
  72:  mu=151.944444   Gap=0.006255      sigma=20.170033    Gap=0.061581
  73:  mu=151.698630   Gap=0.004627      sigma=20.139707    Gap=0.059985
  74:  mu=151.567568   Gap=0.003759      sigma=20.034485    Gap=0.054447
  75:  mu=151.973333   Gap=0.006446      sigma=20.204272    Gap=0.063383
  76:  mu=152.000000   Gap=0.006623      sigma=20.072238    Gap=0.056434
  77:  mu=152.246753   Gap=0.008257      sigma=20.057162    Gap=0.055640
  78:  mu=151.910256   Gap=0.006028      sigma=20.145742    Gap=0.060302
  79:  mu=152.341772   Gap=0.008886      sigma=20.377380    Gap=0.072494
  80:  mu=152.300000   Gap=0.008609      sigma=20.253024    Gap=0.065949
  81:  mu=152.222222   Gap=0.008094      sigma=20.139636    Gap=0.059981
  82:  mu=152.341463   Gap=0.008884      sigma=20.045205    Gap=0.055011
  83:  mu=152.614458   Gap=0.010692      sigma=20.076859    Gap=0.056677
  84:  mu=153.059524   Gap=0.013639      sigma=20.364740    Gap=0.071828
  85:  mu=153.011765   Gap=0.013323      sigma=20.249325    Gap=0.065754
  86:  mu=153.255814   Gap=0.014939      sigma=20.256602    Gap=0.066137
  87:  mu=153.448276   Gap=0.016214      sigma=20.218780    Gap=0.064146
  88:  mu=153.227273   Gap=0.014750      sigma=20.208980    Gap=0.063631
  89:  mu=153.314607   Gap=0.015329      sigma=20.111820    Gap=0.058517
  90:  mu=153.355556   Gap=0.015600      sigma=20.003506    Gap=0.052816
  91:  mu=153.252747   Gap=0.014919      sigma=19.917188    Gap=0.048273
  92:  mu=153.434783   Gap=0.016124      sigma=19.884615    Gap=0.046559
  93:  mu=153.645161   Gap=0.017518      sigma=19.880095    Gap=0.046321
  94:  mu=153.510638   Gap=0.016627      sigma=19.816576    Gap=0.042978
  95:  mu=153.263158   Gap=0.014988      sigma=19.857498    Gap=0.045131
  96:  mu=153.250000   Gap=0.014901      sigma=19.754219    Gap=0.039696
  97:  mu=153.309278   Gap=0.015293      sigma=19.660710    Gap=0.034774
  98:  mu=153.561224   Gap=0.016962      sigma=19.716908    Gap=0.037732
  99:  mu=153.505051   Gap=0.016590      sigma=19.624955    Gap=0.032892
 100:  mu=153.350000   Gap=0.015563      sigma=19.587432    Gap=0.030917
 101:  mu=153.386139   Gap=0.015802      sigma=19.493574    Gap=0.025978
 102:  mu=153.578431   Gap=0.017076      sigma=19.493808    Gap=0.025990
 103:  mu=153.349515   Gap=0.015560      sigma=19.536229    Gap=0.028223
 104:  mu=153.125000   Gap=0.014073      sigma=19.575145    Gap=0.030271
 105:  mu=153.352381   Gap=0.015579      sigma=19.619223    Gap=0.032591
 106:  mu=153.405660   Gap=0.015932      sigma=19.534091    Gap=0.028110
 107:  mu=153.130841   Gap=0.014112      sigma=19.647398    Gap=0.034074
 108:  mu=152.842593   Gap=0.012203      sigma=19.782223    Gap=0.041170
 109:  mu=152.770642   Gap=0.011726      sigma=19.705461    Gap=0.037130
 110:  mu=152.872727   Gap=0.012402      sigma=19.644619    Gap=0.033927
 111:  mu=152.828829   Gap=0.012111      sigma=19.561349    Gap=0.029545
 112:  mu=153.062500   Gap=0.013659      sigma=19.628824    Gap=0.033096
 113:  mu=152.725664   Gap=0.011428      sigma=19.864251    Gap=0.045487
 114:  mu=152.535088   Gap=0.010166      sigma=19.880423    Gap=0.046338
 115:  mu=152.547826   Gap=0.010251      sigma=19.794265    Gap=0.041803
 116:  mu=152.431034   Gap=0.009477      sigma=19.748515    Gap=0.039396
 117:  mu=152.487179   Gap=0.009849      sigma=19.673235    Gap=0.035433
 118:  mu=152.652542   Gap=0.010944      sigma=19.671186    Gap=0.035326
 119:  mu=152.714286   Gap=0.011353      sigma=19.599838    Gap=0.031570
 120:  mu=152.625000   Gap=0.010762      sigma=19.542289    Gap=0.028542
 121:  mu=152.553719   Gap=0.010290      sigma=19.477026    Gap=0.025107
 122:  mu=152.549180   Gap=0.010259      sigma=19.397102    Gap=0.020900
 123:  mu=152.390244   Gap=0.009207      sigma=19.397692    Gap=0.020931
 124:  mu=152.314516   Gap=0.008705      sigma=19.337565    Gap=0.017767
 125:  mu=152.424000   Gap=0.009430      sigma=19.298607    Gap=0.015716
 126:  mu=152.301587   Gap=0.008620      sigma=19.270534    Gap=0.014239
 127:  mu=152.086614   Gap=0.007196      sigma=19.345603    Gap=0.018190
 128:  mu=152.257812   Gap=0.008330      sigma=19.366226    Gap=0.019275
 129:  mu=152.403101   Gap=0.009292      sigma=19.360921    Gap=0.018996
 130:  mu=152.284615   Gap=0.008507      sigma=19.333206    Gap=0.017537
 131:  mu=152.312977   Gap=0.008695      sigma=19.261988    Gap=0.013789
 132:  mu=152.136364   Gap=0.007526      sigma=19.295066    Gap=0.015530
 133:  mu=151.992481   Gap=0.006573      sigma=19.293341    Gap=0.015439
 134:  mu=151.791045   Gap=0.005239      sigma=19.361091    Gap=0.019005
 135:  mu=151.807407   Gap=0.005347      sigma=19.290180    Gap=0.015273
 136:  mu=151.742647   Gap=0.004918      sigma=19.233854    Gap=0.012308
 137:  mu=151.795620   Gap=0.005269      sigma=19.173483    Gap=0.009131
 138:  mu=151.659420   Gap=0.004367      sigma=19.170288    Gap=0.008963
 139:  mu=151.762590   Gap=0.005050      sigma=19.139617    Gap=0.007348
 140:  mu=151.864286   Gap=0.005724      sigma=19.108790    Gap=0.005726
 141:  mu=151.808511   Gap=0.005354      sigma=19.052341    Gap=0.002755
 142:  mu=151.732394   Gap=0.004850      sigma=19.006639    Gap=0.000349
 143:  mu=151.559441   Gap=0.003705      sigma=19.051870    Gap=0.002730
 144:  mu=151.652778   Gap=0.004323      sigma=19.018383    Gap=0.000968
 145:  mu=151.868966   Gap=0.005755      sigma=19.129416    Gap=0.006811
 146:  mu=151.952055   Gap=0.006305      sigma=19.090029    Gap=0.004738
 147:  mu=151.972789   Gap=0.006442      sigma=19.026636    Gap=0.001402
 148:  mu=152.000000   Gap=0.006623      sigma=18.965117    Gap=0.001836
 149:  mu=152.000000   Gap=0.006623      sigma=18.901369    Gap=0.005191
 150:  mu=152.133333   Gap=0.007506      sigma=18.908434    Gap=0.004819
 151:  mu=152.092715   Gap=0.007237      sigma=18.852284    Gap=0.007775
 152:  mu=152.039474   Gap=0.006884      sigma=18.801554    Gap=0.010445
 153:  mu=152.254902   Gap=0.008311      sigma=18.927288    Gap=0.003827
 154:  mu=152.181818   Gap=0.007827      sigma=18.887381    Gap=0.005927
 155:  mu=152.645161   Gap=0.010895      sigma=19.684853    Gap=0.036045
 156:  mu=152.391026   Gap=0.009212      sigma=19.875114    Gap=0.046059
 157:  mu=152.477707   Gap=0.009786      sigma=19.841277    Gap=0.044278
 158:  mu=152.430380   Gap=0.009473      sigma=19.787276    Gap=0.041436
 159:  mu=152.182390   Gap=0.007830      sigma=19.969743    Gap=0.051039
 160:  mu=152.106250   Gap=0.007326      sigma=19.930378    Gap=0.048967
 161:  mu=151.925466   Gap=0.006129      sigma=19.999551    Gap=0.052608
 162:  mu=151.876543   Gap=0.005805      sigma=19.947389    Gap=0.049863
 163:  mu=151.754601   Gap=0.004997      sigma=19.946583    Gap=0.049820
 164:  mu=151.817073   Gap=0.005411      sigma=19.901666    Gap=0.047456
 165:  mu=151.909091   Gap=0.006020      sigma=19.876229    Gap=0.046117
 166:  mu=151.891566   Gap=0.005904      sigma=19.817549    Gap=0.043029
 167:  mu=152.035928   Gap=0.006860      sigma=19.845479    Gap=0.044499
 168:  mu=151.779762   Gap=0.005164      sigma=20.061342    Gap=0.055860
 169:  mu=151.733728   Gap=0.004859      sigma=20.010799    Gap=0.053200
 170:  mu=151.741176   Gap=0.004908      sigma=19.952091    Gap=0.050110
 171:  mu=151.678363   Gap=0.004492      sigma=19.910518    Gap=0.047922
 172:  mu=151.936047   Gap=0.006199      sigma=20.136496    Gap=0.059816
 173:  mu=151.763006   Gap=0.005053      sigma=20.206060    Gap=0.063477
 174:  mu=151.770115   Gap=0.005100      sigma=20.148130    Gap=0.060428
 175:  mu=151.725714   Gap=0.004806      sigma=20.099017    Gap=0.057843
 176:  mu=151.613636   Gap=0.004064      sigma=20.096603    Gap=0.057716
 177:  mu=151.502825   Gap=0.003330      sigma=20.093601    Gap=0.057558
 178:  mu=151.500000   Gap=0.003311      sigma=20.037114    Gap=0.054585
 179:  mu=151.368715   Gap=0.002442      sigma=20.057691    Gap=0.055668
 180:  mu=151.383333   Gap=0.002539      sigma=20.002854    Gap=0.052782
 181:  mu=151.259669   Gap=0.001720      sigma=20.016402    Gap=0.053495
 182:  mu=151.428571   Gap=0.002838      sigma=20.090259    Gap=0.057382
 183:  mu=151.612022   Gap=0.004053      sigma=20.187570    Gap=0.062504
 184:  mu=151.701087   Gap=0.004643      sigma=20.168658    Gap=0.061508
 185:  mu=151.600000   Gap=0.003974      sigma=20.160759    Gap=0.061093
 186:  mu=151.451613   Gap=0.002991      sigma=20.207534    Gap=0.063554
 187:  mu=151.368984   Gap=0.002444      sigma=20.184913    Gap=0.062364
 188:  mu=151.446809   Gap=0.002959      sigma=20.159269    Gap=0.061014
 189:  mu=151.264550   Gap=0.001752      sigma=20.260574    Gap=0.066346
 190:  mu=151.168421   Gap=0.001115      sigma=20.250355    Gap=0.065808
 191:  mu=151.078534   Gap=0.000520      sigma=20.235242    Gap=0.065013
 192:  mu=150.916667   Gap=0.000552      sigma=20.306078    Gap=0.068741
 193:  mu=151.103627   Gap=0.000686      sigma=20.418412    Gap=0.074653
 194:  mu=151.036082   Gap=0.000239      sigma=20.387325    Gap=0.073017
 195:  mu=150.953846   Gap=0.000306      sigma=20.367217    Gap=0.071959
 196:  mu=150.913265   Gap=0.000574      sigma=20.323095    Gap=0.069637
 197:  mu=150.736041   Gap=0.001748      sigma=20.422725    Gap=0.074880
 198:  mu=150.803030   Gap=0.001304      sigma=20.392774    Gap=0.073304
 199:  mu=150.628141   Gap=0.002463      sigma=20.489792    Gap=0.078410
 200:  mu=150.600000   Gap=0.002649      sigma=20.442358    Gap=0.075914
 201:  mu=150.592040   Gap=0.002702      sigma=20.391754    Gap=0.073250
 202:  mu=150.415842   Gap=0.003869      sigma=20.494031    Gap=0.078633
 203:  mu=150.384236   Gap=0.004078      sigma=20.448425    Gap=0.076233
 204:  mu=150.470588   Gap=0.003506      sigma=20.435314    Gap=0.075543
 205:  mu=150.507317   Gap=0.003263      sigma=20.392160    Gap=0.073272
 206:  mu=150.548544   Gap=0.002990      sigma=20.351166    Gap=0.071114
 207:  mu=150.545894   Gap=0.003007      sigma=20.301985    Gap=0.068526
 208:  mu=150.673077   Gap=0.002165      sigma=20.335618    Gap=0.070296
 209:  mu=150.746411   Gap=0.001679      sigma=20.314461    Gap=0.069182
 210:  mu=150.566667   Gap=0.002870      sigma=20.431951    Gap=0.075366
 211:  mu=150.535545   Gap=0.003076      sigma=20.388465    Gap=0.073077
 212:  mu=150.542453   Gap=0.003030      sigma=20.340569    Gap=0.070556
 213:  mu=150.643192   Gap=0.002363      sigma=20.345707    Gap=0.070827
 214:  mu=150.705607   Gap=0.001950      sigma=20.318544    Gap=0.069397
 215:  mu=150.934884   Gap=0.000431      sigma=20.546837    Gap=0.081412
 216:  mu=150.768519   Gap=0.001533      sigma=20.643852    Gap=0.086519
 217:  mu=150.935484   Gap=0.000427      sigma=20.741896    Gap=0.091679
 218:  mu=150.844037   Gap=0.001033      sigma=20.738067    Gap=0.091477
 219:  mu=150.803653   Gap=0.001300      sigma=20.699255    Gap=0.089434
 220:  mu=150.900000   Gap=0.000662      sigma=20.701317    Gap=0.089543
 221:  mu=150.941176   Gap=0.000390      sigma=20.663457    Gap=0.087550
 222:  mu=150.914414   Gap=0.000567      sigma=20.620703    Gap=0.085300
 223:  mu=150.820628   Gap=0.001188      sigma=20.621816    Gap=0.085359
 224:  mu=150.919643   Gap=0.000532      sigma=20.628793    Gap=0.085726
 225:  mu=151.026667   Gap=0.000177      sigma=20.645133    Gap=0.086586
 226:  mu=151.110619   Gap=0.000733      sigma=20.637863    Gap=0.086203
 227:  mu=151.000000   Gap=0.000000      sigma=20.659394    Gap=0.087337
 228:  mu=150.868421   Gap=0.000871      sigma=20.709144    Gap=0.089955
 229:  mu=150.930131   Gap=0.000463      sigma=20.684876    Gap=0.088678
 230:  mu=150.913043   Gap=0.000576      sigma=20.641480    Gap=0.086394
