任务数量： 500
实际：mu=100.000000   sigma=10.000000

   1:  mu=126.000000   Gap=0.260000      sigma=0.000000    Gap=1.000000
   2:  mu=114.000000   Gap=0.140000      sigma=12.000000    Gap=0.200000
   3:  mu=113.666667   Gap=0.136667      sigma=9.809293    Gap=0.019071
   4:  mu=112.250000   Gap=0.122500      sigma=8.842370    Gap=0.115763
   5:  mu=110.800000   Gap=0.108000      sigma=8.423776    Gap=0.157622
   6:  mu=110.000000   Gap=0.100000      sigma=7.895146    Gap=0.210485
   7:  mu=108.285714   Gap=0.082857      sigma=8.429782    Gap=0.157022
   8:  mu=106.000000   Gap=0.060000      sigma=9.937303    Gap=0.006270
   9:  mu=104.777778   Gap=0.047778      sigma=9.986411    Gap=0.001359
  10:  mu=105.200000   Gap=0.052000      sigma=9.558243    Gap=0.044176
  11:  mu=105.181818   Gap=0.051818      sigma=9.113608    Gap=0.088639
  12:  mu=104.750000   Gap=0.047500      sigma=8.842370    Gap=0.115763
  13:  mu=102.846154   Gap=0.028462      sigma=10.754936    Gap=0.075494
  14:  mu=101.857143   Gap=0.018571      sigma=10.960039    Gap=0.096004
  15:  mu=102.600000   Gap=0.026000      sigma=10.947146    Gap=0.094715
  16:  mu=101.875000   Gap=0.018750      sigma=10.965144    Gap=0.096514
  17:  mu=101.000000   Gap=0.010000      sigma=11.198739    Gap=0.119874
  18:  mu=102.000000   Gap=0.020000      sigma=11.638060    Gap=0.163806
  19:  mu=102.473684   Gap=0.024737      sigma=11.504546    Gap=0.150455
  20:  mu=102.150000   Gap=0.021500      sigma=11.301659    Gap=0.130166
  21:  mu=102.523810   Gap=0.025238      sigma=11.155264    Gap=0.115526
  22:  mu=101.000000   Gap=0.010000      sigma=12.943935    Gap=0.294394
  23:  mu=101.086957   Gap=0.010870      sigma=12.665987    Gap=0.266599
  24:  mu=101.041667   Gap=0.010417      sigma=12.401207    Gap=0.240121
  25:  mu=101.320000   Gap=0.013200      sigma=12.226921    Gap=0.222692
  26:  mu=101.384615   Gap=0.013846      sigma=11.993835    Gap=0.199383
  27:  mu=101.074074   Gap=0.010741      sigma=11.875671    Gap=0.187567
  28:  mu=101.321429   Gap=0.013214      sigma=11.732292    Gap=0.173229
  29:  mu=101.413793   Gap=0.014138      sigma=11.538593    Gap=0.153859
  30:  mu=101.233333   Gap=0.012333      sigma=11.386200    Gap=0.138620
  31:  mu=101.096774   Gap=0.010968      sigma=11.225992    Gap=0.122599
  32:  mu=101.375000   Gap=0.013750      sigma=11.157257    Gap=0.115726
  33:  mu=101.333333   Gap=0.013333      sigma=10.989435    Gap=0.098943
  34:  mu=100.882353   Gap=0.008824      sigma=11.132266    Gap=0.113227
  35:  mu=100.428571   Gap=0.004286      sigma=11.286618    Gap=0.128662
  36:  mu=100.305556   Gap=0.003056      sigma=11.152527    Gap=0.115253
  37:  mu=100.459459   Gap=0.004595      sigma=11.039474    Gap=0.103947
  38:  mu=101.000000   Gap=0.010000      sigma=11.378650    Gap=0.137865
  39:  mu=100.794872   Gap=0.007949      sigma=11.302778    Gap=0.130278
  40:  mu=100.825000   Gap=0.008250      sigma=11.162185    Gap=0.116219
  41:  mu=100.878049   Gap=0.008780      sigma=11.030324    Gap=0.103032
  42:  mu=100.833333   Gap=0.008333      sigma=10.901980    Gap=0.090198
  43:  mu=100.651163   Gap=0.006512      sigma=10.838956    Gap=0.083896
  44:  mu=100.590909   Gap=0.005909      sigma=10.722360    Gap=0.072236
  45:  mu=100.733333   Gap=0.007333      sigma=10.644560    Gap=0.064456
  46:  mu=100.521739   Gap=0.005217      sigma=10.623475    Gap=0.062348
  47:  mu=100.595745   Gap=0.005957      sigma=10.521831    Gap=0.052183
  48:  mu=100.687500   Gap=0.006875      sigma=10.430636    Gap=0.043064
  49:  mu=100.734694   Gap=0.007347      sigma=10.328829    Gap=0.032883
  50:  mu=100.860000   Gap=0.008600      sigma=10.262573    Gap=0.026257
  51:  mu=100.980392   Gap=0.009804      sigma=10.197059    Gap=0.019706
  52:  mu=100.884615   Gap=0.008846      sigma=10.121671    Gap=0.012167
  53:  mu=100.830189   Gap=0.008302      sigma=10.033408    Gap=0.003341
  54:  mu=100.833333   Gap=0.008333      sigma=9.940098    Gap=0.005990
  55:  mu=100.745455   Gap=0.007455      sigma=9.870467    Gap=0.012953
  56:  mu=100.714286   Gap=0.007143      sigma=9.784671    Gap=0.021533
  57:  mu=100.771930   Gap=0.007719      sigma=9.708050    Gap=0.029195
  58:  mu=100.793103   Gap=0.007931      sigma=9.625323    Gap=0.037468
  59:  mu=101.084746   Gap=0.010847      sigma=9.798457    Gap=0.020154
  60:  mu=101.066667   Gap=0.010667      sigma=9.717453    Gap=0.028255
  61:  mu=101.114754   Gap=0.011148      sigma=9.644668    Gap=0.035533
  62:  mu=100.967742   Gap=0.009677      sigma=9.635231    Gap=0.036477
  63:  mu=100.730159   Gap=0.007302      sigma=9.739799    Gap=0.026020
  64:  mu=100.718750   Gap=0.007188      sigma=9.663832    Gap=0.033617
  65:  mu=100.676923   Gap=0.006769      sigma=9.595043    Gap=0.040496
  66:  mu=100.848485   Gap=0.008485      sigma=9.622011    Gap=0.037799
  67:  mu=100.880597   Gap=0.008806      sigma=9.553498    Gap=0.044650
  68:  mu=100.735294   Gap=0.007353      sigma=9.557285    Gap=0.044272
  69:  mu=100.884058   Gap=0.008841      sigma=9.566754    Gap=0.043325
  70:  mu=100.985714   Gap=0.009857      sigma=9.535637    Gap=0.046436
  71:  mu=100.929577   Gap=0.009296      sigma=9.479888    Gap=0.052011
  72:  mu=101.194444   Gap=0.011944      sigma=9.674765    Gap=0.032523
  73:  mu=101.260274   Gap=0.012603      sigma=9.624494    Gap=0.037551
  74:  mu=101.283784   Gap=0.012838      sigma=9.561353    Gap=0.043865
  75:  mu=101.120000   Gap=0.011200      sigma=9.601333    Gap=0.039867
  76:  mu=101.065789   Gap=0.010658      sigma=9.549505    Gap=0.045050
  77:  mu=101.025974   Gap=0.010260      sigma=9.493640    Gap=0.050636
