任务数量： 500
实际：mu=74.000000   sigma=11.000000

   1:  mu=78.000000   Gap=0.054054      sigma=0.000000    Gap=1.000000
   2:  mu=85.500000   Gap=0.155405      sigma=7.500000    Gap=0.318182
   3:  mu=88.666667   Gap=0.198198      sigma=7.586538    Gap=0.310315
   4:  mu=83.750000   Gap=0.131757      sigma=10.755812    Gap=0.022199
   5:  mu=84.400000   Gap=0.140541      sigma=9.707729    Gap=0.117479
   6:  mu=82.500000   Gap=0.114865      sigma=9.827682    Gap=0.106574
   7:  mu=80.714286   Gap=0.090734      sigma=10.095463    Gap=0.082231
   8:  mu=80.250000   Gap=0.084459      sigma=9.522998    Gap=0.134273
   9:  mu=80.111111   Gap=0.082583      sigma=8.986959    Gap=0.183004
  10:  mu=80.700000   Gap=0.090541      sigma=8.706894    Gap=0.208464
  11:  mu=81.545455   Gap=0.101966      sigma=8.721589    Gap=0.207128
  12:  mu=80.666667   Gap=0.090090      sigma=8.844333    Gap=0.195970
  13:  mu=78.846154   Gap=0.065489      sigma=10.581887    Gap=0.038010
  14:  mu=78.571429   Gap=0.061776      sigma=10.244959    Gap=0.068640
  15:  mu=79.666667   Gap=0.076577      sigma=10.712402    Gap=0.026145
  16:  mu=78.937500   Gap=0.066723      sigma=10.749818    Gap=0.022744
  17:  mu=78.470588   Gap=0.060413      sigma=10.594769    Gap=0.036839
  18:  mu=78.444444   Gap=0.060060      sigma=10.296829    Gap=0.063925
  19:  mu=78.947368   Gap=0.066856      sigma=10.246816    Gap=0.068471
  20:  mu=79.400000   Gap=0.072973      sigma=10.180373    Gap=0.074512
  21:  mu=78.761905   Gap=0.064350      sigma=10.336734    Gap=0.060297
  22:  mu=78.772727   Gap=0.064496      sigma=10.099198    Gap=0.081891
  23:  mu=78.521739   Gap=0.061105      sigma=9.947119    Gap=0.095716
  24:  mu=79.041667   Gap=0.068131      sigma=10.051862    Gap=0.086194
  25:  mu=77.560000   Gap=0.048108      sigma=12.234639    Gap=0.112240
  26:  mu=76.615385   Gap=0.035343      sigma=12.893281    Gap=0.172116
  27:  mu=76.555556   Gap=0.034535      sigma=12.655941    Gap=0.150540
  28:  mu=76.178571   Gap=0.029440      sigma=12.581317    Gap=0.143756
  29:  mu=76.344828   Gap=0.031687      sigma=12.393758    Gap=0.126705
  30:  mu=76.566667   Gap=0.034685      sigma=12.243865    Gap=0.113079
  31:  mu=76.354839   Gap=0.031822      sigma=12.100516    Gap=0.100047
  32:  mu=76.500000   Gap=0.033784      sigma=11.937336    Gap=0.085212
  33:  mu=76.939394   Gap=0.039722      sigma=12.014989    Gap=0.092272
  34:  mu=76.941176   Gap=0.039746      sigma=11.836984    Gap=0.076089
  35:  mu=77.028571   Gap=0.040927      sigma=11.677783    Gap=0.061617
  36:  mu=77.416667   Gap=0.046171      sigma=11.741131    Gap=0.067376
  37:  mu=77.864865   Gap=0.052228      sigma=11.889496    Gap=0.080863
  38:  mu=77.473684   Gap=0.046942      sigma=11.970879    Gap=0.088262
  39:  mu=77.205128   Gap=0.043313      sigma=11.931814    Gap=0.084710
  40:  mu=76.975000   Gap=0.040203      sigma=11.869051    Gap=0.079005
  41:  mu=76.536585   Gap=0.034278      sigma=12.046855    Gap=0.095169
  42:  mu=76.023810   Gap=0.027349      sigma=12.347138    Gap=0.122467
  43:  mu=75.813953   Gap=0.024513      sigma=12.278277    Gap=0.116207
  44:  mu=76.022727   Gap=0.027334      sigma=12.214910    Gap=0.110446
  45:  mu=76.066667   Gap=0.027928      sigma=12.081942    Gap=0.098358
  46:  mu=75.847826   Gap=0.024971      sigma=12.039730    Gap=0.094521
