任务数量： 500
实际：mu=316.000000   sigma=38.000000

   1:  mu=374.000000   Gap=0.183544      sigma=0.000000    Gap=1.000000
   2:  mu=322.000000   Gap=0.018987      sigma=52.000000    Gap=0.368421
   3:  mu=293.666667   Gap=0.070675      sigma=58.379981    Gap=0.536315
   4:  mu=296.250000   Gap=0.062500      sigma=50.756157    Gap=0.335688
   5:  mu=290.800000   Gap=0.079747      sigma=46.687900    Gap=0.228629
   6:  mu=294.166667   Gap=0.069093      sigma=43.279775    Gap=0.138941
   7:  mu=291.428571   Gap=0.077758      sigma=40.626723    Gap=0.069124
   8:  mu=285.250000   Gap=0.097310      sigma=41.369524    Gap=0.088672
   9:  mu=293.555556   Gap=0.071027      sigma=45.531701    Gap=0.198203
  10:  mu=288.300000   Gap=0.087658      sigma=45.982714    Gap=0.210071
  11:  mu=292.818182   Gap=0.073360      sigma=46.112152    Gap=0.213478
  12:  mu=295.750000   Gap=0.064082      sigma=45.207162    Gap=0.189662
  13:  mu=298.769231   Gap=0.054528      sigma=44.675159    Gap=0.175662
  14:  mu=295.500000   Gap=0.064873      sigma=44.634628    Gap=0.174595
  15:  mu=296.333333   Gap=0.062236      sigma=43.233732    Gap=0.137730
  16:  mu=297.375000   Gap=0.058940      sigma=42.054838    Gap=0.106706
  17:  mu=300.294118   Gap=0.049702      sigma=42.437171    Gap=0.116768
  18:  mu=298.833333   Gap=0.054325      sigma=41.678998    Gap=0.096816
  19:  mu=295.684211   Gap=0.064290      sigma=42.710842    Gap=0.123970
  20:  mu=297.850000   Gap=0.057437      sigma=42.686385    Gap=0.123326
  21:  mu=301.190476   Gap=0.046866      sigma=44.255340    Gap=0.164614
  22:  mu=303.318182   Gap=0.040132      sigma=44.323589    Gap=0.166410
  23:  mu=303.956522   Gap=0.038112      sigma=43.452601    Gap=0.143490
  24:  mu=305.666667   Gap=0.032700      sigma=43.321152    Gap=0.140030
  25:  mu=306.000000   Gap=0.031646      sigma=42.477288    Gap=0.117823
  26:  mu=305.230769   Gap=0.034080      sigma=41.829606    Gap=0.100779
  27:  mu=305.851852   Gap=0.032114      sigma=41.169661    Gap=0.083412
  28:  mu=307.642857   Gap=0.026447      sigma=41.485122    Gap=0.091714
  29:  mu=306.724138   Gap=0.029354      sigma=41.052445    Gap=0.080327
  30:  mu=305.133333   Gap=0.034388      sigma=41.261551    Gap=0.085830
  31:  mu=305.483871   Gap=0.033279      sigma=40.635969    Gap=0.069368
  32:  mu=307.125000   Gap=0.028085      sigma=41.026478    Gap=0.079644
  33:  mu=309.030303   Gap=0.022056      sigma=41.813065    Gap=0.100344
  34:  mu=309.411765   Gap=0.020849      sigma=41.251822    Gap=0.085574
  35:  mu=310.114286   Gap=0.018626      sigma=40.864075    Gap=0.075370
  36:  mu=309.388889   Gap=0.020921      sigma=40.520419    Gap=0.066327
  37:  mu=309.108108   Gap=0.021810      sigma=40.004583    Gap=0.052752
  38:  mu=307.447368   Gap=0.027065      sigma=40.746777    Gap=0.072284
  39:  mu=307.410256   Gap=0.027183      sigma=40.221641    Gap=0.058464
  40:  mu=307.375000   Gap=0.027294      sigma=39.716299    Gap=0.045166
  41:  mu=308.560976   Gap=0.023541      sigma=39.939618    Gap=0.051043
  42:  mu=307.476190   Gap=0.026974      sigma=40.067941    Gap=0.054420
  43:  mu=305.976744   Gap=0.031719      sigma=40.774187    Gap=0.073005
  44:  mu=304.795455   Gap=0.035457      sigma=41.045750    Gap=0.080151
  45:  mu=305.266667   Gap=0.033966      sigma=40.707302    Gap=0.071245
  46:  mu=304.847826   Gap=0.035292      sigma=40.360316    Gap=0.062114
  47:  mu=306.085106   Gap=0.031376      sigma=40.800933    Gap=0.073709
  48:  mu=306.187500   Gap=0.031052      sigma=40.379789    Gap=0.062626
  49:  mu=307.224490   Gap=0.027771      sigma=40.606255    Gap=0.068586
  50:  mu=307.600000   Gap=0.026582      sigma=40.283992    Gap=0.060105
  51:  mu=308.431373   Gap=0.023951      sigma=40.317979    Gap=0.060999
  52:  mu=308.519231   Gap=0.023673      sigma=39.933353    Gap=0.050878
  53:  mu=307.603774   Gap=0.026570      sigma=40.101917    Gap=0.055314
  54:  mu=308.166667   Gap=0.024789      sigma=39.939654    Gap=0.051044
  55:  mu=308.400000   Gap=0.024051      sigma=39.612028    Gap=0.042422
  56:  mu=308.285714   Gap=0.024412      sigma=39.265904    Gap=0.033313
  57:  mu=308.982456   Gap=0.022207      sigma=39.267634    Gap=0.033359
  58:  mu=310.103448   Gap=0.018660      sigma=39.837034    Gap=0.048343
  59:  mu=310.203390   Gap=0.018344      sigma=39.505322    Gap=0.039614
  60:  mu=309.116667   Gap=0.021783      sigma=40.054168    Gap=0.054057
  61:  mu=309.557377   Gap=0.020388      sigma=39.870908    Gap=0.049234
  62:  mu=308.838710   Gap=0.022662      sigma=39.944394    Gap=0.051168
  63:  mu=308.968254   Gap=0.022252      sigma=39.639234    Gap=0.043138
  64:  mu=308.156250   Gap=0.024822      sigma=39.852940    Gap=0.048762
  65:  mu=308.753846   Gap=0.022931      sigma=39.833125    Gap=0.048240
  66:  mu=308.560606   Gap=0.023542      sigma=39.560896    Gap=0.041076
  67:  mu=307.507463   Gap=0.026875      sigma=40.185901    Gap=0.057524
  68:  mu=307.617647   Gap=0.026526      sigma=39.899517    Gap=0.049987
  69:  mu=306.565217   Gap=0.029857      sigma=40.548943    Gap=0.067077
  70:  mu=306.028571   Gap=0.031555      sigma=40.504311    Gap=0.065903
  71:  mu=306.549296   Gap=0.029907      sigma=40.453343    Gap=0.064562
  72:  mu=307.597222   Gap=0.026591      sigma=41.130436    Gap=0.082380
  73:  mu=307.095890   Gap=0.028178      sigma=41.068658    Gap=0.080754
  74:  mu=307.932432   Gap=0.025530      sigma=41.411688    Gap=0.089781
  75:  mu=308.120000   Gap=0.024937      sigma=41.166316    Gap=0.083324
  76:  mu=308.486842   Gap=0.023776      sigma=41.017805    Gap=0.079416
  77:  mu=308.948052   Gap=0.022316      sigma=40.948462    Gap=0.077591
  78:  mu=308.692308   Gap=0.023126      sigma=40.746970    Gap=0.072289
  79:  mu=308.810127   Gap=0.022753      sigma=40.501626    Gap=0.065832
  80:  mu=308.712500   Gap=0.023062      sigma=40.257047    Gap=0.059396
  81:  mu=308.456790   Gap=0.023871      sigma=40.073097    Gap=0.054555
  82:  mu=308.219512   Gap=0.024622      sigma=39.885209    Gap=0.049611
  83:  mu=308.421687   Gap=0.023982      sigma=39.686458    Gap=0.044380
  84:  mu=308.357143   Gap=0.024186      sigma=39.453904    Gap=0.038261
  85:  mu=307.976471   Gap=0.025391      sigma=39.376008    Gap=0.036211
  86:  mu=308.686047   Gap=0.023145      sigma=39.689276    Gap=0.044455
  87:  mu=308.908046   Gap=0.022443      sigma=39.514185    Gap=0.039847
  88:  mu=309.511364   Gap=0.020534      sigma=39.689990    Gap=0.044473
  89:  mu=309.179775   Gap=0.021583      sigma=39.588774    Gap=0.041810
  90:  mu=309.577778   Gap=0.020323      sigma=39.546872    Gap=0.040707
  91:  mu=309.725275   Gap=0.019857      sigma=39.353865    Gap=0.035628
  92:  mu=310.673913   Gap=0.016855      sigma=40.171943    Gap=0.057156
  93:  mu=310.516129   Gap=0.017354      sigma=39.984033    Gap=0.052211
  94:  mu=310.734043   Gap=0.016664      sigma=39.826265    Gap=0.048060
  95:  mu=311.115789   Gap=0.015456      sigma=39.788616    Gap=0.047069
  96:  mu=311.416667   Gap=0.014504      sigma=39.689332    Gap=0.044456
  97:  mu=311.484536   Gap=0.014289      sigma=39.489817    Gap=0.039206
  98:  mu=311.397959   Gap=0.014563      sigma=39.297074    Gap=0.034134
  99:  mu=312.151515   Gap=0.012179      sigma=39.803397    Gap=0.047458
 100:  mu=312.040000   Gap=0.012532      sigma=39.619419    Gap=0.042616
 101:  mu=311.227723   Gap=0.015102      sigma=40.250916    Gap=0.059235
 102:  mu=311.431373   Gap=0.014458      sigma=40.105378    Gap=0.055405
 103:  mu=312.485437   Gap=0.011122      sigma=41.305601    Gap=0.086990
 104:  mu=312.240385   Gap=0.011898      sigma=41.181702    Gap=0.083729
 105:  mu=312.533333   Gap=0.010970      sigma=41.093869    Gap=0.081418
 106:  mu=312.924528   Gap=0.009733      sigma=41.095539    Gap=0.081462
 107:  mu=312.345794   Gap=0.011564      sigma=41.334763    Gap=0.087757
 108:  mu=312.722222   Gap=0.010373      sigma=41.326799    Gap=0.087547
 109:  mu=312.348624   Gap=0.011555      sigma=41.319604    Gap=0.087358
 110:  mu=312.181818   Gap=0.012083      sigma=41.168210    Gap=0.083374
 111:  mu=312.063063   Gap=0.012459      sigma=41.001270    Gap=0.078981
 112:  mu=313.026786   Gap=0.009409      sigma=42.061702    Gap=0.106887
 113:  mu=313.123894   Gap=0.009102      sigma=41.887784    Gap=0.102310
 114:  mu=313.403509   Gap=0.008217      sigma=41.809451    Gap=0.100249
 115:  mu=313.939130   Gap=0.006522      sigma=42.018275    Gap=0.105744
 116:  mu=313.836207   Gap=0.006847      sigma=41.851326    Gap=0.101351
 117:  mu=313.991453   Gap=0.006356      sigma=41.705622    Gap=0.097516
 118:  mu=313.652542   Gap=0.007429      sigma=41.690014    Gap=0.097106
 119:  mu=313.781513   Gap=0.007021      sigma=41.538108    Gap=0.093108
 120:  mu=313.525000   Gap=0.007832      sigma=41.459209    Gap=0.091032
 121:  mu=313.776860   Gap=0.007035      sigma=41.379615    Gap=0.088937
 122:  mu=313.918033   Gap=0.006589      sigma=41.238926    Gap=0.085235
 123:  mu=313.910569   Gap=0.006612      sigma=41.071029    Gap=0.080817
 124:  mu=314.241935   Gap=0.005563      sigma=41.069840    Gap=0.080785
 125:  mu=314.800000   Gap=0.003797      sigma=41.374582    Gap=0.088805
 126:  mu=315.166667   Gap=0.002637      sigma=41.413469    Gap=0.089828
 127:  mu=315.425197   Gap=0.001819      sigma=41.352055    Gap=0.088212
 128:  mu=315.281250   Gap=0.002275      sigma=41.222138    Gap=0.084793
 129:  mu=315.116279   Gap=0.002797      sigma=41.104448    Gap=0.081696
 130:  mu=314.969231   Gap=0.003262      sigma=40.980096    Gap=0.078424
 131:  mu=314.671756   Gap=0.004203      sigma=40.964040    Gap=0.078001
 132:  mu=314.053030   Gap=0.006161      sigma=41.418469    Gap=0.089960
 133:  mu=314.661654   Gap=0.004235      sigma=41.850771    Gap=0.101336
 134:  mu=314.671642   Gap=0.004204      sigma=41.694478    Gap=0.097223
 135:  mu=314.837037   Gap=0.003680      sigma=41.583866    Gap=0.094312
 136:  mu=314.889706   Gap=0.003514      sigma=41.435221    Gap=0.090401
 137:  mu=314.912409   Gap=0.003442      sigma=41.284570    Gap=0.086436
 138:  mu=314.869565   Gap=0.003577      sigma=41.137772    Gap=0.082573
 139:  mu=315.064748   Gap=0.002960      sigma=41.053607    Gap=0.080358
