任务数量： 500
实际：mu=93.000000   sigma=13.000000

   1:  mu=94.000000   Gap=0.010753      sigma=0.000000    Gap=1.000000
   2:  mu=100.500000   Gap=0.080645      sigma=6.500000    Gap=0.500000
   3:  mu=93.000000   Gap=0.000000      sigma=11.860298    Gap=0.087669
   4:  mu=91.500000   Gap=0.016129      sigma=10.594810    Gap=0.185015
   5:  mu=91.200000   Gap=0.019355      sigma=9.495262    Gap=0.269595
   6:  mu=90.500000   Gap=0.026882      sigma=8.808140    Gap=0.322451
   7:  mu=90.571429   Gap=0.026114      sigma=8.156630    Gap=0.372567
   8:  mu=91.625000   Gap=0.014785      sigma=8.123077    Gap=0.375148
   9:  mu=95.555556   Gap=0.027479      sigma=13.499886    Gap=0.038453
  10:  mu=96.400000   Gap=0.036559      sigma=13.055267    Gap=0.004251
  11:  mu=95.545455   Gap=0.027370      sigma=12.737658    Gap=0.020180
  12:  mu=95.833333   Gap=0.030466      sigma=12.232698    Gap=0.059023
  13:  mu=95.153846   Gap=0.023160      sigma=11.986185    Gap=0.077986
  14:  mu=93.857143   Gap=0.009217      sigma=12.460550    Gap=0.041496
  15:  mu=94.600000   Gap=0.017204      sigma=12.354756    Gap=0.049634
  16:  mu=95.312500   Gap=0.024866      sigma=12.276597    Gap=0.055646
  17:  mu=95.764706   Gap=0.029728      sigma=12.046622    Gap=0.073337
  18:  mu=95.611111   Gap=0.028076      sigma=11.724328    Gap=0.098129
  19:  mu=95.157895   Gap=0.023203      sigma=11.572486    Gap=0.109809
  20:  mu=95.350000   Gap=0.025269      sigma=11.310504    Gap=0.129961
  21:  mu=95.285714   Gap=0.024578      sigma=11.041665    Gap=0.150641
  22:  mu=95.363636   Gap=0.025415      sigma=10.793708    Gap=0.169715
  23:  mu=95.043478   Gap=0.021973      sigma=10.662728    Gap=0.179790
  24:  mu=95.458333   Gap=0.026434      sigma=10.626144    Gap=0.182604
  25:  mu=95.960000   Gap=0.031828      sigma=10.697589    Gap=0.177109
  26:  mu=96.192308   Gap=0.034326      sigma=10.553961    Gap=0.188157
  27:  mu=96.407407   Gap=0.036639      sigma=10.414588    Gap=0.198878
  28:  mu=95.214286   Gap=0.023810      sigma=11.959327    Gap=0.080052
  29:  mu=95.689655   Gap=0.028921      sigma=12.017526    Gap=0.075575
  30:  mu=96.000000   Gap=0.032258      sigma=11.933147    Gap=0.082066
  31:  mu=96.258065   Gap=0.035033      sigma=11.823890    Gap=0.090470
  32:  mu=95.875000   Gap=0.030914      sigma=11.831499    Gap=0.089885
  33:  mu=95.787879   Gap=0.029977      sigma=11.661274    Gap=0.102979
  34:  mu=95.735294   Gap=0.029412      sigma=11.492475    Gap=0.115963
  35:  mu=95.942857   Gap=0.031644      sigma=11.391583    Gap=0.123724
