任务数量： 500
实际：mu=271.000000   sigma=24.000000

   1:  mu=289.000000   Gap=0.066421      sigma=0.000000    Gap=1.000000
   2:  mu=280.500000   Gap=0.035055      sigma=8.500000    Gap=0.645833
   3:  mu=264.666667   Gap=0.023370      sigma=23.442601    Gap=0.023225
   4:  mu=269.750000   Gap=0.004613      sigma=22.128884    Gap=0.077963
   5:  mu=279.000000   Gap=0.029520      sigma=27.092434    Gap=0.128851
   6:  mu=274.000000   Gap=0.011070      sigma=27.141604    Gap=0.130900
   7:  mu=271.000000   Gap=0.000000      sigma=26.180691    Gap=0.090862
   8:  mu=274.125000   Gap=0.011531      sigma=25.847812    Gap=0.076992
   9:  mu=278.444444   Gap=0.027470      sigma=27.260517    Gap=0.135855
  10:  mu=273.400000   Gap=0.008856      sigma=29.963978    Gap=0.248499
  11:  mu=273.727273   Gap=0.010064      sigma=28.588271    Gap=0.191178
  12:  mu=270.500000   Gap=0.001845      sigma=29.389624    Gap=0.224568
  13:  mu=270.384615   Gap=0.002271      sigma=28.239466    Gap=0.176644
  14:  mu=270.785714   Gap=0.000791      sigma=27.250632    Gap=0.135443
  15:  mu=271.466667   Gap=0.001722      sigma=26.449617    Gap=0.102067
  16:  mu=270.437500   Gap=0.002076      sigma=25.918065    Gap=0.079919
  17:  mu=269.941176   Gap=0.003907      sigma=25.222470    Gap=0.050936
  18:  mu=270.000000   Gap=0.003690      sigma=24.513035    Gap=0.021376
  19:  mu=270.473684   Gap=0.001942      sigma=23.943724    Gap=0.002345
  20:  mu=269.250000   Gap=0.006458      sigma=23.939246    Gap=0.002531
  21:  mu=270.000000   Gap=0.003690      sigma=23.601856    Gap=0.016589
  22:  mu=272.090909   Gap=0.004025      sigma=24.970727    Gap=0.040447
  23:  mu=270.695652   Gap=0.001123      sigma=25.283497    Gap=0.053479
  24:  mu=270.083333   Gap=0.003383      sigma=24.924748    Gap=0.038531
  25:  mu=270.960000   Gap=0.000148      sigma=24.795935    Gap=0.033164
  26:  mu=270.461538   Gap=0.001987      sigma=24.441816    Gap=0.018409
  27:  mu=270.703704   Gap=0.001093      sigma=24.016684    Gap=0.000695
  28:  mu=269.285714   Gap=0.006326      sigma=24.708092    Gap=0.029504
  29:  mu=269.379310   Gap=0.005980      sigma=24.283404    Gap=0.011809
  30:  mu=269.466667   Gap=0.005658      sigma=23.879885    Gap=0.005005
  31:  mu=269.064516   Gap=0.007142      sigma=23.594608    Gap=0.016891
  32:  mu=269.218750   Gap=0.006573      sigma=23.238888    Gap=0.031713
  33:  mu=268.909091   Gap=0.007716      sigma=22.951020    Gap=0.043708
  34:  mu=268.558824   Gap=0.009008      sigma=22.700338    Gap=0.054153
  35:  mu=268.114286   Gap=0.010648      sigma=22.523348    Gap=0.061527
  36:  mu=268.250000   Gap=0.010148      sigma=22.222830    Gap=0.074049
  37:  mu=268.135135   Gap=0.010571      sigma=21.931296    Gap=0.086196
  38:  mu=268.052632   Gap=0.010876      sigma=21.646620    Gap=0.098057
  39:  mu=267.384615   Gap=0.013341      sigma=21.760486    Gap=0.093313
  40:  mu=267.000000   Gap=0.014760      sigma=21.620592    Gap=0.099142
  41:  mu=267.975610   Gap=0.011160      sigma=22.228841    Gap=0.073798
  42:  mu=268.714286   Gap=0.008434      sigma=22.466150    Gap=0.063910
  43:  mu=268.953488   Gap=0.007552      sigma=22.257430    Gap=0.072607
  44:  mu=269.681818   Gap=0.004864      sigma=22.515422    Gap=0.061857
  45:  mu=270.355556   Gap=0.002378      sigma=22.707958    Gap=0.053835
  46:  mu=270.195652   Gap=0.002968      sigma=22.485376    Gap=0.063109
  47:  mu=270.808511   Gap=0.000707      sigma=22.629898    Gap=0.057088
  48:  mu=270.937500   Gap=0.000231      sigma=22.410383    Gap=0.066234
  49:  mu=270.836735   Gap=0.000602      sigma=22.191511    Gap=0.075354
  50:  mu=270.180000   Gap=0.003026      sigma=22.444322    Gap=0.064820
  51:  mu=269.784314   Gap=0.004486      sigma=22.398629    Gap=0.066724
  52:  mu=270.461538   Gap=0.001987      sigma=22.703322    Gap=0.054028
  53:  mu=269.924528   Gap=0.003969      sigma=22.819099    Gap=0.049204
  54:  mu=269.759259   Gap=0.004578      sigma=22.638819    Gap=0.056716
  55:  mu=269.963636   Gap=0.003824      sigma=22.482287    Gap=0.063238
  56:  mu=271.000000   Gap=0.000000      sigma=23.569047    Gap=0.017956
  57:  mu=270.491228   Gap=0.001877      sigma=23.669599    Gap=0.013767
  58:  mu=270.189655   Gap=0.002990      sigma=23.574867    Gap=0.017714
  59:  mu=269.949153   Gap=0.003878      sigma=23.445880    Gap=0.023088
  60:  mu=269.850000   Gap=0.004244      sigma=23.262147    Gap=0.030744
  61:  mu=270.360656   Gap=0.002359      sigma=23.407322    Gap=0.024695
  62:  mu=270.193548   Gap=0.002976      sigma=23.254440    Gap=0.031065
  63:  mu=271.015873   Gap=0.000059      sigma=23.960611    Gap=0.001641
  64:  mu=271.109375   Gap=0.000404      sigma=23.784263    Gap=0.008989
  65:  mu=271.169231   Gap=0.000624      sigma=23.605455    Gap=0.016439
  66:  mu=270.727273   Gap=0.001006      sigma=23.695381    Gap=0.012692
  67:  mu=270.776119   Gap=0.000826      sigma=23.521233    Gap=0.019949
  68:  mu=270.235294   Gap=0.002822      sigma=23.763614    Gap=0.009849
  69:  mu=269.362319   Gap=0.006043      sigma=24.664691    Gap=0.027695
  70:  mu=269.871429   Gap=0.004164      sigma=24.850364    Gap=0.035432
  71:  mu=269.309859   Gap=0.006237      sigma=25.118083    Gap=0.046587
  72:  mu=270.027778   Gap=0.003588      sigma=25.666111    Gap=0.069421
  73:  mu=269.972603   Gap=0.003791      sigma=25.494008    Gap=0.062250
  74:  mu=270.351351   Gap=0.002394      sigma=25.527109    Gap=0.063630
  75:  mu=270.186667   Gap=0.003001      sigma=25.395902    Gap=0.058163
  76:  mu=270.263158   Gap=0.002719      sigma=25.236966    Gap=0.051540
  77:  mu=270.207792   Gap=0.002923      sigma=25.077199    Gap=0.044883
  78:  mu=270.512821   Gap=0.001798      sigma=25.059285    Gap=0.044137
  79:  mu=270.341772   Gap=0.002429      sigma=24.945960    Gap=0.039415
  80:  mu=270.312500   Gap=0.002537      sigma=24.790923    Gap=0.032955
  81:  mu=270.160494   Gap=0.003098      sigma=24.674902    Gap=0.028121
  82:  mu=270.000000   Gap=0.003690      sigma=24.566485    Gap=0.023604
  83:  mu=270.168675   Gap=0.003068      sigma=24.465771    Gap=0.019407
  84:  mu=269.928571   Gap=0.003954      sigma=24.417883    Gap=0.017412
  85:  mu=269.941176   Gap=0.003907      sigma=24.274098    Gap=0.011421
  86:  mu=269.872093   Gap=0.004162      sigma=24.140960    Gap=0.005873
  87:  mu=270.137931   Gap=0.003181      sigma=24.128093    Gap=0.005337
  88:  mu=270.386364   Gap=0.002264      sigma=24.102259    Gap=0.004261
  89:  mu=270.808989   Gap=0.000705      sigma=24.292171    Gap=0.012174
  90:  mu=270.866667   Gap=0.000492      sigma=24.162965    Gap=0.006790
  91:  mu=270.681319   Gap=0.001176      sigma=24.094083    Gap=0.003920
  92:  mu=270.347826   Gap=0.002407      sigma=24.173033    Gap=0.007210
  93:  mu=269.924731   Gap=0.003968      sigma=24.382806    Gap=0.015950
  94:  mu=270.329787   Gap=0.002473      sigma=24.565323    Gap=0.023555
  95:  mu=269.936842   Gap=0.003923      sigma=24.730893    Gap=0.030454
  96:  mu=270.000000   Gap=0.003690      sigma=24.609449    Gap=0.025394
  97:  mu=270.175258   Gap=0.003043      sigma=24.542414    Gap=0.022601
  98:  mu=270.418367   Gap=0.002146      sigma=24.533993    Gap=0.022250
  99:  mu=270.323232   Gap=0.002497      sigma=24.427931    Gap=0.017830
 100:  mu=270.360000   Gap=0.002362      sigma=24.308237    Gap=0.012843
 101:  mu=270.168317   Gap=0.003069      sigma=24.263434    Gap=0.010976
 102:  mu=270.598039   Gap=0.001483      sigma=24.527400    Gap=0.021975
 103:  mu=270.776699   Gap=0.000824      sigma=24.474648    Gap=0.019777
 104:  mu=270.730769   Gap=0.000993      sigma=24.361157    Gap=0.015048
 105:  mu=270.609524   Gap=0.001441      sigma=24.276383    Gap=0.011516
 106:  mu=270.339623   Gap=0.002437      sigma=24.319371    Gap=0.013307
 107:  mu=270.271028   Gap=0.002690      sigma=24.215763    Gap=0.008990
 108:  mu=270.287037   Gap=0.002631      sigma=24.103961    Gap=0.004332
 109:  mu=270.477064   Gap=0.001930      sigma=24.074272    Gap=0.003095
 110:  mu=270.418182   Gap=0.002147      sigma=23.972477    Gap=0.001147
 111:  mu=270.108108   Gap=0.003291      sigma=24.084817    Gap=0.003534
 112:  mu=269.741071   Gap=0.004645      sigma=24.286881    Gap=0.011953
 113:  mu=269.699115   Gap=0.004800      sigma=24.183255    Gap=0.007636
 114:  mu=269.982456   Gap=0.003755      sigma=24.264617    Gap=0.011026
 115:  mu=269.826087   Gap=0.004332      sigma=24.216509    Gap=0.009021
 116:  mu=269.931034   Gap=0.003945      sigma=24.138153    Gap=0.005756
 117:  mu=269.854701   Gap=0.004226      sigma=24.048834    Gap=0.002035
 118:  mu=270.033898   Gap=0.003565      sigma=24.025034    Gap=0.001043
 119:  mu=270.117647   Gap=0.003256      sigma=23.941166    Gap=0.002451
 120:  mu=269.741667   Gap=0.004643      sigma=24.191423    Gap=0.007976
 121:  mu=269.595041   Gap=0.005184      sigma=24.144735    Gap=0.006031
 122:  mu=269.983607   Gap=0.003751      sigma=24.422505    Gap=0.017604
 123:  mu=269.869919   Gap=0.004170      sigma=24.355417    Gap=0.014809
 124:  mu=269.830645   Gap=0.004315      sigma=24.260921    Gap=0.010872
 125:  mu=269.904000   Gap=0.004044      sigma=24.177485    Gap=0.007395
 126:  mu=270.007937   Gap=0.003661      sigma=24.109372    Gap=0.004557
 127:  mu=270.125984   Gap=0.003225      sigma=24.050797    Gap=0.002117
