任务数量： 500
实际：mu=488.000000   sigma=53.000000

   1:  mu=554.000000   Gap=0.135246      sigma=0.000000    Gap=1.000000
   2:  mu=564.000000   Gap=0.155738      sigma=10.000000    Gap=0.811321
   3:  mu=543.666667   Gap=0.114071      sigma=29.892400    Gap=0.435992
   4:  mu=535.500000   Gap=0.097336      sigma=29.500000    Gap=0.443396
   5:  mu=523.200000   Gap=0.072131      sigma=36.074368    Gap=0.319352
   6:  mu=513.166667   Gap=0.051571      sigma=39.847278    Gap=0.248165
   7:  mu=515.142857   Gap=0.055621      sigma=37.207636    Gap=0.297969
   8:  mu=499.000000   Gap=0.022541      sigma=55.095372    Gap=0.039535
   9:  mu=505.555556   Gap=0.035974      sigma=55.154553    Gap=0.040652
  10:  mu=509.600000   Gap=0.044262      sigma=53.712568    Gap=0.013445
  11:  mu=509.636364   Gap=0.044337      sigma=51.213054    Gap=0.033716
  12:  mu=510.416667   Gap=0.045936      sigma=49.101015    Gap=0.073566
  13:  mu=512.307692   Gap=0.049811      sigma=47.627375    Gap=0.101370
  14:  mu=508.714286   Gap=0.042447      sigma=47.688616    Gap=0.100215
  15:  mu=501.800000   Gap=0.028279      sigma=52.838370    Gap=0.003050
  16:  mu=503.750000   Gap=0.032275      sigma=51.714964    Gap=0.024246
  17:  mu=502.941176   Gap=0.030617      sigma=50.275091    Gap=0.051413
  18:  mu=504.666667   Gap=0.034153      sigma=49.373857    Gap=0.068418
  19:  mu=502.526316   Gap=0.029767      sigma=48.907397    Gap=0.077219
  20:  mu=499.400000   Gap=0.023361      sigma=49.578624    Gap=0.064554
  21:  mu=498.285714   Gap=0.021077      sigma=48.639728    Gap=0.082269
  22:  mu=498.409091   Gap=0.021330      sigma=47.524787    Gap=0.103306
  23:  mu=499.608696   Gap=0.023788      sigma=46.819486    Gap=0.116613
  24:  mu=499.083333   Gap=0.022712      sigma=45.902902    Gap=0.133908
  25:  mu=494.760000   Gap=0.013852      sigma=49.713000    Gap=0.062019
  26:  mu=492.500000   Gap=0.009221      sigma=50.040176    Gap=0.055846
  27:  mu=490.629630   Gap=0.005389      sigma=50.022327    Gap=0.056183
  28:  mu=490.250000   Gap=0.004611      sigma=49.160542    Gap=0.072443
  29:  mu=493.448276   Gap=0.011164      sigma=51.184309    Gap=0.034258
  30:  mu=493.433333   Gap=0.011134      sigma=50.324072    Gap=0.050489
  31:  mu=493.677419   Gap=0.011634      sigma=49.523788    Gap=0.065589
  32:  mu=497.687500   Gap=0.019851      sigma=53.614036    Gap=0.011586
  33:  mu=495.272727   Gap=0.014903      sigma=54.533989    Gap=0.028943
  34:  mu=495.676471   Gap=0.015730      sigma=53.776072    Gap=0.014643
  35:  mu=491.400000   Gap=0.006967      sigma=58.575080    Gap=0.105190
  36:  mu=489.611111   Gap=0.003301      sigma=58.717439    Gap=0.107876
  37:  mu=488.918919   Gap=0.001883      sigma=58.067239    Gap=0.095608
  38:  mu=486.000000   Gap=0.004098      sigma=59.985963    Gap=0.131811
  39:  mu=487.461538   Gap=0.001103      sigma=59.893429    Gap=0.130065
  40:  mu=485.750000   Gap=0.004611      sigma=60.098149    Gap=0.133927
  41:  mu=485.585366   Gap=0.004948      sigma=59.369852    Gap=0.120186
  42:  mu=485.595238   Gap=0.004928      sigma=58.658844    Gap=0.106771
  43:  mu=485.744186   Gap=0.004623      sigma=57.980788    Gap=0.093977
  44:  mu=483.931818   Gap=0.008336      sigma=58.537244    Gap=0.104476
  45:  mu=483.044444   Gap=0.010155      sigma=58.181691    Gap=0.097768
  46:  mu=482.956522   Gap=0.010335      sigma=57.548829    Gap=0.085827
  47:  mu=482.276596   Gap=0.011728      sigma=57.119770    Gap=0.077732
  48:  mu=482.750000   Gap=0.010758      sigma=56.614743    Gap=0.068203
  49:  mu=481.734694   Gap=0.012839      sigma=56.473861    Gap=0.065545
  50:  mu=482.580000   Gap=0.011107      sigma=56.218534    Gap=0.060727
  51:  mu=482.705882   Gap=0.010849      sigma=55.671760    Gap=0.050411
  52:  mu=482.769231   Gap=0.010719      sigma=55.135712    Gap=0.040296
  53:  mu=481.830189   Gap=0.012643      sigma=55.031290    Gap=0.038326
  54:  mu=480.962963   Gap=0.014420      sigma=54.883703    Gap=0.035542
  55:  mu=482.290909   Gap=0.011699      sigma=55.251054    Gap=0.042473
  56:  mu=480.857143   Gap=0.014637      sigma=55.778397    Gap=0.052423
  57:  mu=483.491228   Gap=0.009239      sigma=58.695803    Gap=0.107468
  58:  mu=481.620690   Gap=0.013072      sigma=59.876836    Gap=0.129752
  59:  mu=480.932203   Gap=0.014483      sigma=59.598335    Gap=0.124497
  60:  mu=480.666667   Gap=0.015027      sigma=59.134780    Gap=0.115751
  61:  mu=480.950820   Gap=0.014445      sigma=58.689353    Gap=0.107346
  62:  mu=480.790323   Gap=0.014774      sigma=58.227623    Gap=0.098634
  63:  mu=480.031746   Gap=0.016328      sigma=58.071649    Gap=0.095691
  64:  mu=480.437500   Gap=0.015497      sigma=57.706118    Gap=0.088795
  65:  mu=481.676923   Gap=0.012957      sigma=58.112651    Gap=0.096465
  66:  mu=480.621212   Gap=0.015120      sigma=58.295425    Gap=0.099914
  67:  mu=480.194030   Gap=0.015996      sigma=57.962736    Gap=0.093637
  68:  mu=478.323529   Gap=0.019829      sigma=59.537295    Gap=0.123345
  69:  mu=480.014493   Gap=0.016364      sigma=60.726876    Gap=0.145790
  70:  mu=479.085714   Gap=0.018267      sigma=60.783161    Gap=0.146852
  71:  mu=478.718310   Gap=0.019020      sigma=60.431822    Gap=0.140223
  72:  mu=477.638889   Gap=0.021232      sigma=60.696034    Gap=0.145208
