任务数量： 500
实际：mu=482.000000   sigma=46.000000

   1:  mu=537.000000   Gap=0.114108      sigma=0.000000    Gap=1.000000
   2:  mu=510.000000   Gap=0.058091      sigma=27.000000    Gap=0.413043
   3:  mu=513.666667   Gap=0.065698      sigma=22.647050    Gap=0.507673
   4:  mu=495.500000   Gap=0.028008      sigma=37.077621    Gap=0.193965
   5:  mu=508.400000   Gap=0.054772      sigma=42.017139    Gap=0.086584
   6:  mu=506.666667   Gap=0.051176      sigma=38.551553    Gap=0.161923
   7:  mu=502.285714   Gap=0.042087      sigma=37.270112    Gap=0.189780
   8:  mu=496.500000   Gap=0.030083      sigma=38.075583    Gap=0.172270
   9:  mu=492.000000   Gap=0.020747      sigma=38.087618    Gap=0.172008
  10:  mu=488.600000   Gap=0.013693      sigma=37.545173    Gap=0.183801
  11:  mu=488.363636   Gap=0.013203      sigma=35.805720    Gap=0.221615
  12:  mu=489.333333   Gap=0.015214      sigma=34.431897    Gap=0.251480
  13:  mu=484.846154   Gap=0.005905      sigma=36.551010    Gap=0.205413
  14:  mu=480.285714   Gap=0.003557      sigma=38.870533    Gap=0.154988
  15:  mu=481.733333   Gap=0.000553      sigma=37.941124    Gap=0.175193
  16:  mu=477.125000   Gap=0.010114      sigma=40.842495    Gap=0.112120
  17:  mu=478.941176   Gap=0.006346      sigma=40.283511    Gap=0.124272
  18:  mu=478.388889   Gap=0.007492      sigma=39.214707    Gap=0.147506
  19:  mu=478.263158   Gap=0.007753      sigma=38.172520    Gap=0.170163
  20:  mu=478.800000   Gap=0.006639      sigma=37.279485    Gap=0.189576
  21:  mu=474.952381   Gap=0.014622      sigma=40.245054    Gap=0.125108
  22:  mu=471.863636   Gap=0.021030      sigma=41.789837    Gap=0.091525
  23:  mu=468.869565   Gap=0.027242      sigma=43.216648    Gap=0.060508
  24:  mu=471.833333   Gap=0.021093      sigma=44.630582    Gap=0.029770
  25:  mu=473.640000   Gap=0.017344      sigma=44.615585    Gap=0.030096
  26:  mu=474.076923   Gap=0.016438      sigma=43.803691    Gap=0.047746
  27:  mu=474.111111   Gap=0.016367      sigma=42.985211    Gap=0.065539
  28:  mu=475.321429   Gap=0.013856      sigma=42.676569    Gap=0.072249
  29:  mu=478.137931   Gap=0.008013      sigma=44.503951    Gap=0.032523
  30:  mu=480.966667   Gap=0.002144      sigma=46.331763    Gap=0.007212
  31:  mu=480.225806   Gap=0.003681      sigma=45.758630    Gap=0.005247
  32:  mu=482.687500   Gap=0.001426      sigma=47.077355    Gap=0.023421
  33:  mu=482.030303   Gap=0.000063      sigma=46.507402    Gap=0.011030
  34:  mu=482.735294   Gap=0.001526      sigma=45.997000    Gap=0.000065
  35:  mu=483.800000   Gap=0.003734      sigma=45.758247    Gap=0.005256
  36:  mu=481.472222   Gap=0.001095      sigma=47.173136    Gap=0.025503
  37:  mu=480.945946   Gap=0.002187      sigma=46.638313    Gap=0.013876
  38:  mu=481.947368   Gap=0.000109      sigma=46.421948    Gap=0.009173
  39:  mu=480.487179   Gap=0.003139      sigma=46.698637    Gap=0.015188
  40:  mu=482.975000   Gap=0.002023      sigma=48.658241    Gap=0.057788
  41:  mu=481.926829   Gap=0.000152      sigma=48.516223    Gap=0.054701
  42:  mu=482.333333   Gap=0.000692      sigma=48.005787    Gap=0.043604
  43:  mu=482.093023   Gap=0.000193      sigma=47.469850    Gap=0.031953
  44:  mu=480.318182   Gap=0.003489      sigma=48.349002    Gap=0.051065
  45:  mu=481.177778   Gap=0.001706      sigma=48.147592    Gap=0.046687
  46:  mu=484.586957   Gap=0.005367      sigma=52.828095    Gap=0.148437
  47:  mu=483.425532   Gap=0.002958      sigma=52.853368    Gap=0.148986
  48:  mu=485.020833   Gap=0.006267      sigma=53.431221    Gap=0.161548
  49:  mu=485.612245   Gap=0.007494      sigma=53.041692    Gap=0.153080
  50:  mu=484.720000   Gap=0.005643      sigma=52.878744    Gap=0.149538
