任务数量： 500
实际：mu=94.000000   sigma=10.000000

   1:  mu=88.000000   Gap=0.063830      sigma=0.000000    Gap=1.000000
   2:  mu=91.000000   Gap=0.031915      sigma=3.000000    Gap=0.700000
   3:  mu=98.333333   Gap=0.046099      sigma=10.656245    Gap=0.065624
   4:  mu=98.500000   Gap=0.047872      sigma=9.233093    Gap=0.076691
   5:  mu=98.800000   Gap=0.051064      sigma=8.280097    Gap=0.171990
   6:  mu=98.166667   Gap=0.044326      sigma=7.690181    Gap=0.230982
   7:  mu=97.857143   Gap=0.041033      sigma=7.159979    Gap=0.284002
   8:  mu=96.000000   Gap=0.021277      sigma=8.306624    Gap=0.169338
   9:  mu=95.222222   Gap=0.013002      sigma=8.134669    Gap=0.186533
  10:  mu=95.300000   Gap=0.013830      sigma=7.720751    Gap=0.227925
  11:  mu=94.727273   Gap=0.007737      sigma=7.580968    Gap=0.241903
  12:  mu=95.583333   Gap=0.016844      sigma=7.793783    Gap=0.220622
  13:  mu=96.230769   Gap=0.023732      sigma=7.816687    Gap=0.218331
  14:  mu=96.214286   Gap=0.023556      sigma=7.532582    Gap=0.246742
  15:  mu=96.800000   Gap=0.029787      sigma=7.600000    Gap=0.240000
  16:  mu=95.750000   Gap=0.018617      sigma=8.407586    Gap=0.159241
  17:  mu=95.647059   Gap=0.017522      sigma=8.166943    Gap=0.183306
  18:  mu=95.277778   Gap=0.013593      sigma=8.081567    Gap=0.191843
  19:  mu=95.473684   Gap=0.015677      sigma=7.909810    Gap=0.209019
  20:  mu=94.100000   Gap=0.001064      sigma=9.761660    Gap=0.023834
  21:  mu=94.571429   Gap=0.006079      sigma=9.756909    Gap=0.024309
  22:  mu=94.681818   Gap=0.007253      sigma=9.545996    Gap=0.045400
  23:  mu=95.086957   Gap=0.011563      sigma=9.527594    Gap=0.047241
  24:  mu=95.166667   Gap=0.012411      sigma=9.334821    Gap=0.066518
  25:  mu=95.160000   Gap=0.012340      sigma=9.146278    Gap=0.085372
  26:  mu=95.346154   Gap=0.014321      sigma=9.016832    Gap=0.098317
  27:  mu=95.370370   Gap=0.014578      sigma=8.849140    Gap=0.115086
  28:  mu=94.928571   Gap=0.009878      sigma=8.987804    Gap=0.101220
  29:  mu=94.551724   Gap=0.005869      sigma=9.053809    Gap=0.094619
  30:  mu=95.100000   Gap=0.011702      sigma=9.378522    Gap=0.062148
  31:  mu=95.193548   Gap=0.012697      sigma=9.240232    Gap=0.075977
  32:  mu=95.093750   Gap=0.011636      sigma=9.111666    Gap=0.088833
  33:  mu=94.878788   Gap=0.009349      sigma=9.054574    Gap=0.094543
  34:  mu=95.029412   Gap=0.010951      sigma=8.962291    Gap=0.103771
  35:  mu=94.971429   Gap=0.010334      sigma=8.839799    Gap=0.116020
  36:  mu=95.500000   Gap=0.015957      sigma=9.260130    Gap=0.073987
  37:  mu=95.324324   Gap=0.014089      sigma=9.194752    Gap=0.080525
  38:  mu=95.578947   Gap=0.016797      sigma=9.204208    Gap=0.079579
  39:  mu=95.256410   Gap=0.013366      sigma=9.300449    Gap=0.069955
  40:  mu=95.275000   Gap=0.013564      sigma=9.184192    Gap=0.081581
  41:  mu=95.268293   Gap=0.013492      sigma=9.071597    Gap=0.092840
  42:  mu=95.333333   Gap=0.014184      sigma=8.972621    Gap=0.102738
  43:  mu=95.116279   Gap=0.011875      sigma=8.978551    Gap=0.102145
  44:  mu=94.840909   Gap=0.008946      sigma=9.057752    Gap=0.094225
  45:  mu=94.777778   Gap=0.008274      sigma=8.966329    Gap=0.103367
  46:  mu=94.739130   Gap=0.007863      sigma=8.872122    Gap=0.112788
  47:  mu=94.787234   Gap=0.008375      sigma=8.783292    Gap=0.121671
  48:  mu=94.666667   Gap=0.007092      sigma=8.730534    Gap=0.126947
  49:  mu=94.224490   Gap=0.002388      sigma=9.167968    Gap=0.083203
  50:  mu=94.120000   Gap=0.001277      sigma=9.105251    Gap=0.089475
  51:  mu=94.137255   Gap=0.001460      sigma=9.016368    Gap=0.098363
  52:  mu=94.269231   Gap=0.002864      sigma=8.978854    Gap=0.102115
  53:  mu=94.037736   Gap=0.000401      sigma=9.049053    Gap=0.095095
  54:  mu=93.777778   Gap=0.002364      sigma=9.162457    Gap=0.083754
  55:  mu=93.545455   Gap=0.004836      sigma=9.237903    Gap=0.076210
  56:  mu=93.767857   Gap=0.002470      sigma=9.302440    Gap=0.069756
  57:  mu=93.894737   Gap=0.001120      sigma=9.269236    Gap=0.073076
  58:  mu=93.948276   Gap=0.000550      sigma=9.197868    Gap=0.080213
  59:  mu=93.983051   Gap=0.000180      sigma=9.123431    Gap=0.087657
  60:  mu=94.016667   Gap=0.000177      sigma=9.050767    Gap=0.094923
  61:  mu=94.081967   Gap=0.000872      sigma=8.990514    Gap=0.100949
  62:  mu=94.241935   Gap=0.002574      sigma=9.004811    Gap=0.099519
  63:  mu=94.222222   Gap=0.002364      sigma=8.934407    Gap=0.106559
  64:  mu=94.203125   Gap=0.002161      sigma=8.865628    Gap=0.113437
  65:  mu=94.338462   Gap=0.003601      sigma=8.863541    Gap=0.113646
  66:  mu=94.257576   Gap=0.002740      sigma=8.820277    Gap=0.117972
  67:  mu=94.373134   Gap=0.003970      sigma=8.804402    Gap=0.119560
  68:  mu=94.411765   Gap=0.004380      sigma=8.745142    Gap=0.125486
  69:  mu=94.521739   Gap=0.005550      sigma=8.728777    Gap=0.127122
  70:  mu=94.571429   Gap=0.006079      sigma=8.676028    Gap=0.132397
  71:  mu=94.521127   Gap=0.005544      sigma=8.624987    Gap=0.137501
  72:  mu=94.416667   Gap=0.004433      sigma=8.609991    Gap=0.139001
