任务数量： 500
实际：mu=131.000000   sigma=18.000000

   1:  mu=119.000000   Gap=0.091603      sigma=0.000000    Gap=1.000000
   2:  mu=111.500000   Gap=0.148855      sigma=7.500000    Gap=0.583333
   3:  mu=114.333333   Gap=0.127226      sigma=7.318166    Gap=0.593435
   4:  mu=120.750000   Gap=0.078244      sigma=12.794042    Gap=0.289220
   5:  mu=123.200000   Gap=0.059542      sigma=12.448293    Gap=0.308428
   6:  mu=123.166667   Gap=0.059796      sigma=11.363929    Gap=0.368671
   7:  mu=125.142857   Gap=0.044711      sigma=11.581125    Gap=0.356604
   8:  mu=119.875000   Gap=0.084924      sigma=17.652461    Gap=0.019308
   9:  mu=118.444444   Gap=0.095844      sigma=17.127698    Gap=0.048461
  10:  mu=115.100000   Gap=0.121374      sigma=19.096858    Gap=0.060937
  11:  mu=117.818182   Gap=0.100625      sigma=20.135081    Gap=0.118616
  12:  mu=117.750000   Gap=0.101145      sigma=19.279199    Gap=0.071067
  13:  mu=120.307692   Gap=0.081621      sigma=20.532843    Gap=0.140713
  14:  mu=122.214286   Gap=0.067067      sigma=20.946116    Gap=0.163673
  15:  mu=122.066667   Gap=0.068193      sigma=20.243408    Gap=0.124634
  16:  mu=123.500000   Gap=0.057252      sigma=20.371549    Gap=0.131753
  17:  mu=125.176471   Gap=0.044454      sigma=20.870005    Gap=0.159445
  18:  mu=126.277778   Gap=0.036047      sigma=20.784090    Gap=0.154672
  19:  mu=127.000000   Gap=0.030534      sigma=20.460488    Gap=0.136694
  20:  mu=127.900000   Gap=0.023664      sigma=20.324616    Gap=0.129145
  21:  mu=126.714286   Gap=0.032715      sigma=20.531376    Gap=0.140632
  22:  mu=127.590909   Gap=0.026024      sigma=20.457626    Gap=0.136535
  23:  mu=127.739130   Gap=0.024892      sigma=20.020028    Gap=0.112224
  24:  mu=128.458333   Gap=0.019402      sigma=19.899705    Gap=0.105539
  25:  mu=128.720000   Gap=0.017405      sigma=19.539744    Gap=0.085541
  26:  mu=129.076923   Gap=0.014680      sigma=19.243227    Gap=0.069068
  27:  mu=128.407407   Gap=0.019791      sigma=19.189618    Gap=0.066090
  28:  mu=127.607143   Gap=0.025900      sigma=19.297186    Gap=0.072066
  29:  mu=126.413793   Gap=0.035009      sigma=19.985369    Gap=0.110298
  30:  mu=126.200000   Gap=0.036641      sigma=19.683157    Gap=0.093509
  31:  mu=125.258065   Gap=0.043832      sigma=20.038620    Gap=0.113257
  32:  mu=126.125000   Gap=0.037214      sigma=20.305095    Gap=0.128061
  33:  mu=126.969697   Gap=0.030766      sigma=20.558099    Gap=0.142117
  34:  mu=126.764706   Gap=0.032330      sigma=20.287723    Gap=0.127096
  35:  mu=126.228571   Gap=0.036423      sigma=20.238698    Gap=0.124372
  36:  mu=126.138889   Gap=0.037108      sigma=19.962677    Gap=0.109038
  37:  mu=126.594595   Gap=0.033629      sigma=19.879991    Gap=0.104444
