任务数量： 500
实际：mu=339.000000   sigma=45.000000

   1:  mu=417.000000   Gap=0.230088      sigma=0.000000    Gap=1.000000
   2:  mu=353.500000   Gap=0.042773      sigma=63.500000    Gap=0.411111
   3:  mu=371.333333   Gap=0.095379      sigma=57.656068    Gap=0.281246
   4:  mu=357.500000   Gap=0.054572      sigma=55.382759    Gap=0.230728
   5:  mu=345.000000   Gap=0.017699      sigma=55.486935    Gap=0.233043
   6:  mu=359.000000   Gap=0.058997      sigma=59.545501    Gap=0.323233
   7:  mu=354.571429   Gap=0.045933      sigma=56.185553    Gap=0.248568
   8:  mu=352.125000   Gap=0.038717      sigma=52.953842    Gap=0.176752
   9:  mu=351.444444   Gap=0.036709      sigma=49.962455    Gap=0.110277
  10:  mu=348.400000   Gap=0.027729      sigma=48.270488    Gap=0.072678
  11:  mu=350.545455   Gap=0.034057      sigma=46.521478    Gap=0.033811
  12:  mu=349.916667   Gap=0.032203      sigma=44.589719    Gap=0.009117
  13:  mu=354.230769   Gap=0.044929      sigma=45.372228    Gap=0.008272
  14:  mu=355.714286   Gap=0.049305      sigma=44.047748    Gap=0.021161
  15:  mu=352.600000   Gap=0.040118      sigma=44.120743    Gap=0.019539
  16:  mu=346.250000   Gap=0.021386      sigma=49.293128    Gap=0.095403
  17:  mu=341.117647   Gap=0.006247      sigma=52.041705    Gap=0.156482
  18:  mu=340.111111   Gap=0.003278      sigma=50.745431    Gap=0.127676
  19:  mu=334.736842   Gap=0.012576      sigma=54.400892    Gap=0.208909
  20:  mu=331.600000   Gap=0.021829      sigma=54.758013    Gap=0.216845
  21:  mu=331.380952   Gap=0.022475      sigma=53.447327    Gap=0.187718
  22:  mu=329.136364   Gap=0.029096      sigma=53.221916    Gap=0.182709
  23:  mu=329.217391   Gap=0.028857      sigma=52.053448    Gap=0.156743
  24:  mu=328.208333   Gap=0.031834      sigma=51.186733    Gap=0.137483
  25:  mu=332.240000   Gap=0.019941      sigma=53.901599    Gap=0.197813
  26:  mu=333.230769   Gap=0.017018      sigma=53.086510    Gap=0.179700
  27:  mu=332.444444   Gap=0.019338      sigma=52.248220    Gap=0.161072
  28:  mu=332.607143   Gap=0.018858      sigma=51.313699    Gap=0.140304
  29:  mu=333.724138   Gap=0.015563      sigma=50.766468    Gap=0.128144
  30:  mu=333.300000   Gap=0.016814      sigma=49.965421    Gap=0.110343
  31:  mu=334.387097   Gap=0.013607      sigma=49.512252    Gap=0.100272
  32:  mu=334.031250   Gap=0.014657      sigma=48.772741    Gap=0.083839
  33:  mu=333.696970   Gap=0.015643      sigma=48.065287    Gap=0.068117
  34:  mu=336.000000   Gap=0.008850      sigma=49.166584    Gap=0.092591
  35:  mu=337.514286   Gap=0.004383      sigma=49.256977    Gap=0.094599
  36:  mu=337.388889   Gap=0.004753      sigma=48.573700    Gap=0.079416
  37:  mu=337.378378   Gap=0.004784      sigma=47.912844    Gap=0.064730
  38:  mu=337.157895   Gap=0.005434      sigma=47.297227    Gap=0.051049
  39:  mu=336.487179   Gap=0.007412      sigma=46.869635    Gap=0.041547
  40:  mu=335.550000   Gap=0.010177      sigma=46.648660    Gap=0.036637
  41:  mu=335.560976   Gap=0.010145      sigma=46.076315    Gap=0.023918
  42:  mu=334.666667   Gap=0.012783      sigma=45.883220    Gap=0.019627
  43:  mu=335.069767   Gap=0.011594      sigma=45.421742    Gap=0.009372
  44:  mu=334.227273   Gap=0.014079      sigma=45.241204    Gap=0.005360
  45:  mu=335.400000   Gap=0.010619      sigma=45.406999    Gap=0.009044
  46:  mu=335.065217   Gap=0.011607      sigma=44.966849    Gap=0.000737
  47:  mu=335.382979   Gap=0.010670      sigma=44.538080    Gap=0.010265
  48:  mu=335.125000   Gap=0.011431      sigma=44.107173    Gap=0.019841
  49:  mu=333.877551   Gap=0.015110      sigma=44.502067    Gap=0.011065
  50:  mu=334.600000   Gap=0.012979      sigma=44.344109    Gap=0.014575
  51:  mu=334.647059   Gap=0.012841      sigma=43.908471    Gap=0.024256
  52:  mu=335.673077   Gap=0.009814      sigma=44.097236    Gap=0.020061
  53:  mu=337.754717   Gap=0.003673      sigma=46.186621    Gap=0.026369
  54:  mu=337.555556   Gap=0.004261      sigma=45.779935    Gap=0.017332
  55:  mu=337.818182   Gap=0.003486      sigma=45.402880    Gap=0.008953
  56:  mu=338.839286   Gap=0.000474      sigma=45.628459    Gap=0.013966
  57:  mu=338.456140   Gap=0.001604      sigma=45.317233    Gap=0.007050
  58:  mu=337.344828   Gap=0.004883      sigma=45.701638    Gap=0.015592
  59:  mu=336.694915   Gap=0.006800      sigma=45.582205    Gap=0.012938
  60:  mu=335.933333   Gap=0.009046      sigma=45.577724    Gap=0.012838
  61:  mu=335.770492   Gap=0.009527      sigma=45.220188    Gap=0.004893
  62:  mu=336.000000   Gap=0.008850      sigma=44.889829    Gap=0.002448
  63:  mu=336.238095   Gap=0.008147      sigma=44.571581    Gap=0.009520
  64:  mu=336.359375   Gap=0.007789      sigma=44.232471    Gap=0.017056
  65:  mu=335.938462   Gap=0.009031      sigma=44.019883    Gap=0.021780
  66:  mu=335.893939   Gap=0.009162      sigma=43.686600    Gap=0.029187
  67:  mu=335.791045   Gap=0.009466      sigma=43.367412    Gap=0.036280
  68:  mu=336.073529   Gap=0.008633      sigma=43.109408    Gap=0.042013
  69:  mu=336.637681   Gap=0.006968      sigma=43.047992    Gap=0.043378
  70:  mu=336.757143   Gap=0.006616      sigma=42.750918    Gap=0.049980
  71:  mu=336.802817   Gap=0.006481      sigma=42.450508    Gap=0.056655
  72:  mu=336.597222   Gap=0.007088      sigma=42.190263    Gap=0.062439
  73:  mu=335.657534   Gap=0.009860      sigma=42.652215    Gap=0.052173
  74:  mu=335.364865   Gap=0.010723      sigma=42.436781    Gap=0.056960
  75:  mu=335.040000   Gap=0.011681      sigma=42.245454    Gap=0.061212
  76:  mu=334.723684   Gap=0.012615      sigma=42.055915    Gap=0.065424
  77:  mu=335.610390   Gap=0.009999      sigma=42.490994    Gap=0.055756
  78:  mu=334.461538   Gap=0.013388      sigma=43.404683    Gap=0.035451
  79:  mu=334.569620   Gap=0.013069      sigma=43.139657    Gap=0.041341
  80:  mu=333.575000   Gap=0.016003      sigma=43.771216    Gap=0.027306
  81:  mu=333.111111   Gap=0.017371      sigma=43.697614    Gap=0.028942
  82:  mu=332.829268   Gap=0.018203      sigma=43.504361    Gap=0.033236
  83:  mu=333.939759   Gap=0.014927      sigma=44.395362    Gap=0.013436
  84:  mu=334.107143   Gap=0.014433      sigma=44.156652    Gap=0.018741
  85:  mu=333.870588   Gap=0.015131      sigma=43.949647    Gap=0.023341
  86:  mu=334.616279   Gap=0.012931      sigma=44.230940    Gap=0.017090
  87:  mu=334.425287   Gap=0.013495      sigma=44.011658    Gap=0.021963
  88:  mu=334.920455   Gap=0.012034      sigma=44.003931    Gap=0.022135
  89:  mu=335.404494   Gap=0.010606      sigma=43.990990    Gap=0.022422
  90:  mu=335.277778   Gap=0.010980      sigma=43.762243    Gap=0.027506
  91:  mu=335.087912   Gap=0.011540      sigma=43.558385    Gap=0.032036
  92:  mu=336.076087   Gap=0.008625      sigma=44.334753    Gap=0.014783
  93:  mu=334.967742   Gap=0.011895      sigma=45.359129    Gap=0.007981
  94:  mu=335.521277   Gap=0.010262      sigma=45.431906    Gap=0.009598
  95:  mu=336.031579   Gap=0.008756      sigma=45.462177    Gap=0.010271
  96:  mu=335.375000   Gap=0.010693      sigma=45.675315    Gap=0.015007
  97:  mu=335.463918   Gap=0.010431      sigma=45.447616    Gap=0.009947
  98:  mu=335.591837   Gap=0.010054      sigma=45.232695    Gap=0.005171
  99:  mu=336.353535   Gap=0.007807      sigma=45.631000    Gap=0.014022
 100:  mu=336.880000   Gap=0.006254      sigma=45.703453    Gap=0.015632
 101:  mu=336.376238   Gap=0.007740      sigma=45.754803    Gap=0.016773
 102:  mu=336.754902   Gap=0.006623      sigma=45.688724    Gap=0.015305
 103:  mu=336.776699   Gap=0.006558      sigma=45.466926    Gap=0.010376
 104:  mu=336.586538   Gap=0.007119      sigma=45.288946    Gap=0.006421
