任务数量： 500
实际：mu=239.000000   sigma=39.000000

   1:  mu=244.000000   Gap=0.020921      sigma=0.000000    Gap=1.000000
   2:  mu=226.500000   Gap=0.052301      sigma=17.500000    Gap=0.551282
   3:  mu=209.666667   Gap=0.122734      sigma=27.764886    Gap=0.288080
   4:  mu=209.750000   Gap=0.122385      sigma=24.045530    Gap=0.383448
   5:  mu=208.400000   Gap=0.128033      sigma=21.675793    Gap=0.444210
   6:  mu=225.666667   Gap=0.055788      sigma=43.384585    Gap=0.112425
   7:  mu=220.857143   Gap=0.075912      sigma=41.858362    Gap=0.073291
   8:  mu=225.000000   Gap=0.058577      sigma=40.660177    Gap=0.042569
   9:  mu=228.555556   Gap=0.043701      sigma=39.631949    Gap=0.016204
  10:  mu=230.300000   Gap=0.036402      sigma=37.960638    Gap=0.026650
  11:  mu=236.363636   Gap=0.011031      sigma=40.959565    Gap=0.050245
  12:  mu=236.083333   Gap=0.012204      sigma=39.226816    Gap=0.005816
  13:  mu=233.461538   Gap=0.023173      sigma=38.766789    Gap=0.005980
  14:  mu=233.142857   Gap=0.024507      sigma=37.374279    Gap=0.041685
  15:  mu=232.600000   Gap=0.026778      sigma=36.164071    Gap=0.072716
  16:  mu=231.812500   Gap=0.030073      sigma=35.148291    Gap=0.098762
  17:  mu=233.411765   Gap=0.023382      sigma=34.693717    Gap=0.110418
  18:  mu=232.888889   Gap=0.025570      sigma=33.785087    Gap=0.133716
  19:  mu=237.052632   Gap=0.008148      sigma=37.328518    Gap=0.042859
  20:  mu=239.350000   Gap=0.001464      sigma=37.736289    Gap=0.032403
  21:  mu=239.095238   Gap=0.000398      sigma=36.844467    Gap=0.055270
  22:  mu=235.863636   Gap=0.013123      sigma=38.924514    Gap=0.001936
  23:  mu=235.565217   Gap=0.014371      sigma=38.094649    Gap=0.023214
  24:  mu=236.791667   Gap=0.009240      sigma=37.753564    Gap=0.031960
  25:  mu=235.480000   Gap=0.014728      sigma=37.544768    Gap=0.037314
  26:  mu=238.807692   Gap=0.000805      sigma=40.400894    Gap=0.035920
  27:  mu=237.703704   Gap=0.005424      sigma=40.043324    Gap=0.026752
  28:  mu=237.392857   Gap=0.006724      sigma=39.354923    Gap=0.009101
  29:  mu=237.103448   Gap=0.007935      sigma=38.700748    Gap=0.007673
  30:  mu=239.933333   Gap=0.003905      sigma=40.988562    Gap=0.050989
  31:  mu=240.064516   Gap=0.004454      sigma=40.328438    Gap=0.034063
  32:  mu=240.875000   Gap=0.007845      sigma=39.948991    Gap=0.024333
  33:  mu=240.787879   Gap=0.007481      sigma=39.342134    Gap=0.008773
  34:  mu=239.147059   Gap=0.000615      sigma=39.888914    Gap=0.022793
  35:  mu=239.885714   Gap=0.003706      sigma=39.550164    Gap=0.014107
  36:  mu=240.333333   Gap=0.005579      sigma=39.086798    Gap=0.002226
  37:  mu=241.837838   Gap=0.011874      sigma=39.597648    Gap=0.015324
  38:  mu=243.289474   Gap=0.017948      sigma=40.058449    Gap=0.027140
  39:  mu=244.179487   Gap=0.021671      sigma=39.920351    Gap=0.023599
  40:  mu=246.125000   Gap=0.029812      sigma=41.248144    Gap=0.057645
  41:  mu=247.097561   Gap=0.033881      sigma=41.203720    Gap=0.056506
  42:  mu=248.761905   Gap=0.040845      sigma=42.082011    Gap=0.079026
  43:  mu=248.139535   Gap=0.038241      sigma=41.784932    Gap=0.071409
  44:  mu=248.477273   Gap=0.039654      sigma=41.366702    Gap=0.060685
  45:  mu=248.577778   Gap=0.040074      sigma=40.909922    Gap=0.048972
  46:  mu=247.978261   Gap=0.037566      sigma=40.662176    Gap=0.042620
  47:  mu=247.872340   Gap=0.037123      sigma=40.233688    Gap=0.031633
  48:  mu=248.250000   Gap=0.038703      sigma=39.896481    Gap=0.022987
  49:  mu=248.183673   Gap=0.038425      sigma=39.489949    Gap=0.012563
  50:  mu=246.880000   Gap=0.032971      sigma=40.144061    Gap=0.029335
  51:  mu=245.803922   Gap=0.028468      sigma=40.470284    Gap=0.037700
  52:  mu=246.384615   Gap=0.030898      sigma=40.293230    Gap=0.033160
  53:  mu=247.226415   Gap=0.034420      sigma=40.370287    Gap=0.035136
  54:  mu=247.777778   Gap=0.036727      sigma=40.195663    Gap=0.030658
  55:  mu=246.836364   Gap=0.032788      sigma=40.424908    Gap=0.036536
  56:  mu=247.035714   Gap=0.033622      sigma=40.089616    Gap=0.027939
  57:  mu=245.614035   Gap=0.027674      sigma=41.135955    Gap=0.054768
  58:  mu=247.224138   Gap=0.034411      sigma=42.553027    Gap=0.091103
  59:  mu=247.355932   Gap=0.034962      sigma=42.202804    Gap=0.082123
  60:  mu=246.816667   Gap=0.032706      sigma=42.054128    Gap=0.078311
  61:  mu=246.606557   Gap=0.031827      sigma=41.739740    Gap=0.070250
  62:  mu=245.435484   Gap=0.026927      sigma=42.400023    Gap=0.087180
  63:  mu=244.968254   Gap=0.024972      sigma=42.222753    Gap=0.082635
  64:  mu=245.390625   Gap=0.026739      sigma=42.025519    Gap=0.077577
  65:  mu=245.276923   Gap=0.026263      sigma=41.710913    Gap=0.069511
  66:  mu=245.287879   Gap=0.026309      sigma=41.393809    Gap=0.061380
  67:  mu=244.671642   Gap=0.023731      sigma=41.387643    Gap=0.061222
  68:  mu=244.044118   Gap=0.021105      sigma=41.402058    Gap=0.061591
  69:  mu=243.681159   Gap=0.019586      sigma=41.209782    Gap=0.056661
  70:  mu=242.985714   Gap=0.016677      sigma=41.320176    Gap=0.059492
  71:  mu=244.338028   Gap=0.022335      sigma=42.559633    Gap=0.091273
  72:  mu=244.805556   Gap=0.024291      sigma=42.446253    Gap=0.088365
  73:  mu=245.616438   Gap=0.027684      sigma=42.712364    Gap=0.095189
  74:  mu=245.756757   Gap=0.028271      sigma=42.439722    Gap=0.088198
  75:  mu=245.386667   Gap=0.026722      sigma=42.275885    Gap=0.083997
  76:  mu=245.578947   Gap=0.027527      sigma=42.029834    Gap=0.077688
  77:  mu=245.168831   Gap=0.025811      sigma=41.908807    Gap=0.074585
  78:  mu=246.179487   Gap=0.030040      sigma=42.573238    Gap=0.091621
  79:  mu=247.126582   Gap=0.034002      sigma=43.121955    Gap=0.105691
  80:  mu=246.337500   Gap=0.030701      sigma=43.421753    Gap=0.113378
  81:  mu=245.777778   Gap=0.028359      sigma=43.442313    Gap=0.113905
  82:  mu=245.500000   Gap=0.027197      sigma=43.248925    Gap=0.108947
  83:  mu=245.120482   Gap=0.025609      sigma=43.124755    Gap=0.105763
  84:  mu=245.321429   Gap=0.026449      sigma=42.906366    Gap=0.100163
  85:  mu=244.988235   Gap=0.025055      sigma=42.762406    Gap=0.096472
  86:  mu=245.069767   Gap=0.025397      sigma=42.519706    Gap=0.090249
  87:  mu=245.126437   Gap=0.025634      sigma=42.277900    Gap=0.084049
  88:  mu=244.034091   Gap=0.021063      sigma=43.254125    Gap=0.109080
  89:  mu=244.213483   Gap=0.021814      sigma=43.043347    Gap=0.103676
  90:  mu=244.100000   Gap=0.021339      sigma=42.816936    Gap=0.097870
  91:  mu=243.824176   Gap=0.020185      sigma=42.661353    Gap=0.093881
  92:  mu=244.695652   Gap=0.023831      sigma=43.235638    Gap=0.108606
  93:  mu=245.677419   Gap=0.027939      sigma=44.021540    Gap=0.128757
  94:  mu=245.702128   Gap=0.028042      sigma=43.787405    Gap=0.122754
  95:  mu=245.936842   Gap=0.029024      sigma=43.615741    Gap=0.118352
  96:  mu=245.927083   Gap=0.028984      sigma=43.388085    Gap=0.112515
  97:  mu=246.783505   Gap=0.032567      sigma=43.971928    Gap=0.127485
  98:  mu=247.173469   Gap=0.034199      sigma=43.915277    Gap=0.126033
  99:  mu=246.919192   Gap=0.033135      sigma=43.765370    Gap=0.122189
 100:  mu=247.390000   Gap=0.035105      sigma=43.797236    Gap=0.123006
 101:  mu=246.445545   Gap=0.031153      sigma=44.591540    Gap=0.143373
 102:  mu=246.401961   Gap=0.030971      sigma=44.374578    Gap=0.137810
 103:  mu=246.941748   Gap=0.033229      sigma=44.493880    Gap=0.140869
 104:  mu=247.500000   Gap=0.035565      sigma=44.640444    Gap=0.144627
 105:  mu=246.990476   Gap=0.033433      sigma=44.730195    Gap=0.146928
 106:  mu=246.839623   Gap=0.032802      sigma=44.545533    Gap=0.142193
 107:  mu=247.551402   Gap=0.035780      sigma=44.938428    Gap=0.152267
 108:  mu=247.870370   Gap=0.037115      sigma=44.851420    Gap=0.150036
 109:  mu=247.412844   Gap=0.035200      sigma=44.897684    Gap=0.151223
 110:  mu=247.109091   Gap=0.033929      sigma=44.805508    Gap=0.148859
 111:  mu=247.054054   Gap=0.033699      sigma=44.606960    Gap=0.143768
 112:  mu=246.660714   Gap=0.032053      sigma=44.600319    Gap=0.143598
 113:  mu=246.203540   Gap=0.030140      sigma=44.665355    Gap=0.145266
 114:  mu=246.201754   Gap=0.030133      sigma=44.469027    Gap=0.140231
 115:  mu=246.156522   Gap=0.029944      sigma=44.277895    Gap=0.135331
 116:  mu=246.250000   Gap=0.030335      sigma=44.098025    Gap=0.130719
 117:  mu=246.478632   Gap=0.031291      sigma=43.978161    Gap=0.127645
 118:  mu=246.177966   Gap=0.030033      sigma=43.912014    Gap=0.125949
 119:  mu=245.857143   Gap=0.028691      sigma=43.865778    Gap=0.124764
 120:  mu=245.208333   Gap=0.025976      sigma=44.252287    Gap=0.134674
 121:  mu=245.363636   Gap=0.026626      sigma=44.101873    Gap=0.130817
 122:  mu=245.237705   Gap=0.026099      sigma=43.942595    Gap=0.126733
 123:  mu=244.845528   Gap=0.024458      sigma=43.977458    Gap=0.127627
 124:  mu=244.838710   Gap=0.024430      sigma=43.799836    Gap=0.123073
 125:  mu=244.920000   Gap=0.024770      sigma=43.633675    Gap=0.118812
 126:  mu=244.904762   Gap=0.024706      sigma=43.460515    Gap=0.114372
 127:  mu=244.976378   Gap=0.025006      sigma=43.296536    Gap=0.110168
 128:  mu=245.156250   Gap=0.025758      sigma=43.174688    Gap=0.107043
 129:  mu=245.348837   Gap=0.026564      sigma=43.062178    Gap=0.104158
 130:  mu=244.661538   Gap=0.023688      sigma=43.600733    Gap=0.117968
 131:  mu=244.488550   Gap=0.022965      sigma=43.478760    Gap=0.114840
