任务数量： 500
实际：mu=529.000000   sigma=40.000000

   1:  mu=468.000000   Gap=0.115312      sigma=0.000000    Gap=1.000000
   2:  mu=504.500000   Gap=0.046314      sigma=36.500000    Gap=0.087500
   3:  mu=512.333333   Gap=0.031506      sigma=31.794479    Gap=0.205138
   4:  mu=528.250000   Gap=0.001418      sigma=38.963926    Gap=0.025902
   5:  mu=537.600000   Gap=0.016257      sigma=39.550474    Gap=0.011238
   6:  mu=530.000000   Gap=0.001890      sigma=39.904052    Gap=0.002399
   7:  mu=531.142857   Gap=0.004051      sigma=37.049884    Gap=0.073753
   8:  mu=533.000000   Gap=0.007561      sigma=35.003571    Gap=0.124911
   9:  mu=541.555556   Gap=0.023735      sigma=40.922993    Gap=0.023075
  10:  mu=536.200000   Gap=0.013611      sigma=42.016187    Gap=0.050405
  11:  mu=534.090909   Gap=0.009624      sigma=40.612256    Gap=0.015306
  12:  mu=532.250000   Gap=0.006144      sigma=39.359719    Gap=0.016007
  13:  mu=536.769231   Gap=0.014687      sigma=40.927993    Gap=0.023200
  14:  mu=535.071429   Gap=0.011477      sigma=39.911445    Gap=0.002214
  15:  mu=532.466667   Gap=0.006553      sigma=39.770788    Gap=0.005730
  16:  mu=532.187500   Gap=0.006026      sigma=38.523075    Gap=0.036923
  17:  mu=537.882353   Gap=0.016791      sigma=43.767947    Gap=0.094199
  18:  mu=538.388889   Gap=0.017748      sigma=42.586042    Gap=0.064651
  19:  mu=539.052632   Gap=0.019003      sigma=41.545756    Gap=0.038644
  20:  mu=538.150000   Gap=0.017297      sigma=40.684487    Gap=0.017112
  21:  mu=537.333333   Gap=0.015753      sigma=39.871619    Gap=0.003210
  22:  mu=537.863636   Gap=0.016755      sigma=39.030635    Gap=0.024234
  23:  mu=537.260870   Gap=0.015616      sigma=38.277269    Gap=0.043068
  24:  mu=540.166667   Gap=0.021109      sigma=39.978814    Gap=0.000530
  25:  mu=537.720000   Gap=0.016484      sigma=40.963906    Gap=0.024098
  26:  mu=540.000000   Gap=0.020794      sigma=41.754779    Gap=0.043869
  27:  mu=540.851852   Gap=0.022404      sigma=41.203833    Gap=0.030096
  28:  mu=539.964286   Gap=0.020726      sigma=40.723354    Gap=0.018084
  29:  mu=536.655172   Gap=0.014471      sigma=43.678509    Gap=0.091963
  30:  mu=537.466667   Gap=0.016005      sigma=43.166139    Gap=0.079153
  31:  mu=535.741935   Gap=0.012745      sigma=43.502293    Gap=0.087557
  32:  mu=534.625000   Gap=0.010633      sigma=43.266435    Gap=0.081661
  33:  mu=533.878788   Gap=0.009223      sigma=42.814439    Gap=0.070361
  34:  mu=535.441176   Gap=0.012176      sigma=43.124438    Gap=0.078111
  35:  mu=536.285714   Gap=0.013773      sigma=42.788230    Gap=0.069706
