任务数量： 500
实际：mu=216.000000   sigma=34.000000

   1:  mu=190.000000   Gap=0.120370      sigma=0.000000    Gap=1.000000
   2:  mu=198.000000   Gap=0.083333      sigma=8.000000    Gap=0.764706
   3:  mu=204.666667   Gap=0.052469      sigma=11.469767    Gap=0.662654
   4:  mu=208.000000   Gap=0.037037      sigma=11.489125    Gap=0.662085
   5:  mu=214.400000   Gap=0.007407      sigma=16.414628    Gap=0.517217
   6:  mu=211.500000   Gap=0.020833      sigma=16.327380    Gap=0.519783
   7:  mu=210.142857   Gap=0.027116      sigma=15.477436    Gap=0.544781
   8:  mu=205.500000   Gap=0.048611      sigma=18.986838    Gap=0.441564
   9:  mu=214.444444   Gap=0.007202      sigma=30.991436    Gap=0.088487
  10:  mu=214.400000   Gap=0.007407      sigma=29.401361    Gap=0.135254
  11:  mu=212.636364   Gap=0.015572      sigma=28.582489    Gap=0.159339
  12:  mu=210.750000   Gap=0.024306      sigma=28.071709    Gap=0.174362
  13:  mu=211.846154   Gap=0.019231      sigma=27.236418    Gap=0.198929
  14:  mu=214.071429   Gap=0.008929      sigma=27.444657    Gap=0.192804
  15:  mu=215.600000   Gap=0.001852      sigma=27.123913    Gap=0.202238
  16:  mu=214.250000   Gap=0.008102      sigma=26.778023    Gap=0.212411
  17:  mu=215.235294   Gap=0.003540      sigma=26.275754    Gap=0.227184
  18:  mu=217.333333   Gap=0.006173      sigma=26.960877    Gap=0.207033
  19:  mu=216.789474   Gap=0.003655      sigma=26.343039    Gap=0.225205
  20:  mu=219.900000   Gap=0.018056      sigma=29.036012    Gap=0.146000
  21:  mu=220.476190   Gap=0.020723      sigma=28.453168    Gap=0.163142
  22:  mu=221.772727   Gap=0.026726      sigma=28.426831    Gap=0.163917
  23:  mu=220.478261   Gap=0.020733      sigma=28.457244    Gap=0.163022
  24:  mu=220.333333   Gap=0.020062      sigma=27.866746    Gap=0.180390
  25:  mu=219.000000   Gap=0.013889      sigma=28.074187    Gap=0.174289
  26:  mu=219.500000   Gap=0.016204      sigma=27.642289    Gap=0.186991
  27:  mu=219.555556   Gap=0.016461      sigma=27.127044    Gap=0.202146
  28:  mu=218.642857   Gap=0.012235      sigma=27.057101    Gap=0.204203
  29:  mu=219.379310   Gap=0.015645      sigma=26.870589    Gap=0.209689
  30:  mu=219.766667   Gap=0.017438      sigma=26.501174    Gap=0.220554
  31:  mu=219.903226   Gap=0.018070      sigma=26.080959    Gap=0.232913
  32:  mu=220.562500   Gap=0.021123      sigma=25.931325    Gap=0.237314
  33:  mu=221.303030   Gap=0.024551      sigma=25.876730    Gap=0.238920
  34:  mu=221.470588   Gap=0.025327      sigma=25.511514    Gap=0.249661
  35:  mu=222.971429   Gap=0.032275      sigma=26.623819    Gap=0.216946
  36:  mu=220.194444   Gap=0.019419      sigma=30.968460    Gap=0.089163
  37:  mu=219.270270   Gap=0.015140      sigma=31.046303    Gap=0.086873
  38:  mu=218.578947   Gap=0.011940      sigma=30.922340    Gap=0.090519
  39:  mu=218.282051   Gap=0.010565      sigma=30.578146    Gap=0.100643
  40:  mu=218.200000   Gap=0.010185      sigma=30.197848    Gap=0.111828
  41:  mu=217.609756   Gap=0.007453      sigma=30.060003    Gap=0.115882
  42:  mu=217.214286   Gap=0.005622      sigma=29.807746    Gap=0.123302
  43:  mu=216.418605   Gap=0.001938      sigma=29.907013    Gap=0.120382
  44:  mu=215.909091   Gap=0.000421      sigma=29.753394    Gap=0.124900
  45:  mu=216.311111   Gap=0.001440      sigma=29.541551    Gap=0.131131
  46:  mu=216.934783   Gap=0.004328      sigma=29.516688    Gap=0.131862
  47:  mu=217.021277   Gap=0.004728      sigma=29.206884    Gap=0.140974
  48:  mu=218.333333   Gap=0.010802      sigma=30.268475    Gap=0.109751
  49:  mu=217.938776   Gap=0.008976      sigma=30.082477    Gap=0.115221
  50:  mu=218.260000   Gap=0.010463      sigma=29.864902    Gap=0.121621
  51:  mu=219.372549   Gap=0.015614      sigma=30.599219    Gap=0.100023
  52:  mu=218.846154   Gap=0.013177      sigma=30.535846    Gap=0.101887
  53:  mu=219.188679   Gap=0.014762      sigma=30.347084    Gap=0.107439
  54:  mu=219.111111   Gap=0.014403      sigma=30.070083    Gap=0.115586
  55:  mu=218.090909   Gap=0.009680      sigma=30.724153    Gap=0.096348
  56:  mu=218.089286   Gap=0.009673      sigma=30.448596    Gap=0.104453
  57:  mu=218.578947   Gap=0.011940      sigma=30.401955    Gap=0.105825
  58:  mu=217.827586   Gap=0.008461      sigma=30.667931    Gap=0.098002
  59:  mu=216.966102   Gap=0.004473      sigma=31.106687    Gap=0.085097
  60:  mu=218.250000   Gap=0.010417      sigma=32.384474    Gap=0.047515
  61:  mu=218.229508   Gap=0.010322      sigma=32.118323    Gap=0.055343
  62:  mu=216.967742   Gap=0.004480      sigma=33.347616    Gap=0.019188
  63:  mu=216.603175   Gap=0.002792      sigma=33.206205    Gap=0.023347
  64:  mu=216.859375   Gap=0.003979      sigma=33.008459    Gap=0.029163
  65:  mu=216.461538   Gap=0.002137      sigma=32.907833    Gap=0.032123
  66:  mu=216.136364   Gap=0.000631      sigma=32.762639    Gap=0.036393
  67:  mu=215.925373   Gap=0.000345      sigma=32.562369    Gap=0.042283
  68:  mu=216.500000   Gap=0.002315      sigma=32.662490    Gap=0.039339
  69:  mu=216.478261   Gap=0.002214      sigma=32.425437    Gap=0.046311
  70:  mu=216.085714   Gap=0.000397      sigma=32.357707    Gap=0.048303
  71:  mu=215.859155   Gap=0.000652      sigma=32.184895    Gap=0.053385
  72:  mu=216.486111   Gap=0.002251      sigma=32.394269    Gap=0.047227
  73:  mu=216.698630   Gap=0.003234      sigma=32.222125    Gap=0.052290
  74:  mu=216.459459   Gap=0.002127      sigma=32.068840    Gap=0.056799
  75:  mu=215.986667   Gap=0.000062      sigma=32.112923    Gap=0.055502
  76:  mu=216.013158   Gap=0.000061      sigma=31.901779    Gap=0.061712
  77:  mu=216.389610   Gap=0.001804      sigma=31.863408    Gap=0.062841
  78:  mu=215.807692   Gap=0.000890      sigma=32.067660    Gap=0.056834
  79:  mu=215.974684   Gap=0.000117      sigma=31.898167    Gap=0.061819
  80:  mu=215.262500   Gap=0.003414      sigma=32.324040    Gap=0.049293
  81:  mu=215.209877   Gap=0.003658      sigma=32.127338    Gap=0.055078
  82:  mu=215.060976   Gap=0.004347      sigma=31.958948    Gap=0.060031
  83:  mu=214.650602   Gap=0.006247      sigma=31.982463    Gap=0.059339
  84:  mu=214.916667   Gap=0.005015      sigma=31.883795    Gap=0.062241
  85:  mu=215.482353   Gap=0.002397      sigma=32.116923    Gap=0.055385
  86:  mu=215.313953   Gap=0.003176      sigma=31.967375    Gap=0.059783
  87:  mu=215.597701   Gap=0.001862      sigma=31.891865    Gap=0.062004
  88:  mu=215.795455   Gap=0.000947      sigma=31.763744    Gap=0.065772
  89:  mu=215.921348   Gap=0.000364      sigma=31.606863    Gap=0.070386
  90:  mu=215.622222   Gap=0.001749      sigma=31.557207    Gap=0.071847
  91:  mu=215.659341   Gap=0.001577      sigma=31.385312    Gap=0.076903
  92:  mu=215.576087   Gap=0.001963      sigma=31.224375    Gap=0.081636
  93:  mu=215.806452   Gap=0.000896      sigma=31.134553    Gap=0.084278
  94:  mu=216.212766   Gap=0.000985      sigma=31.215405    Gap=0.081900
  95:  mu=215.789474   Gap=0.000975      sigma=31.320716    Gap=0.078802
  96:  mu=216.197917   Gap=0.000916      sigma=31.410461    Gap=0.076163
  97:  mu=216.432990   Gap=0.002005      sigma=31.332901    Gap=0.078444
  98:  mu=216.520408   Gap=0.002409      sigma=31.184517    Gap=0.082808
  99:  mu=215.989899   Gap=0.000047      sigma=31.467955    Gap=0.074472
 100:  mu=215.540000   Gap=0.002130      sigma=31.628601    Gap=0.069747
 101:  mu=214.940594   Gap=0.004905      sigma=32.037361    Gap=0.057725
 102:  mu=214.862745   Gap=0.005265      sigma=31.889527    Gap=0.062073
 103:  mu=214.407767   Gap=0.007371      sigma=32.065297    Gap=0.056903
 104:  mu=214.673077   Gap=0.006143      sigma=32.024162    Gap=0.058113
 105:  mu=214.304762   Gap=0.007848      sigma=32.091869    Gap=0.056121
 106:  mu=214.462264   Gap=0.007119      sigma=31.980883    Gap=0.059386
 107:  mu=213.887850   Gap=0.009778      sigma=32.375809    Gap=0.047770
 108:  mu=213.851852   Gap=0.009945      sigma=32.227724    Gap=0.052126
 109:  mu=213.633028   Gap=0.010958      sigma=32.160053    Gap=0.054116
 110:  mu=213.945455   Gap=0.009512      sigma=32.179281    Gap=0.053551
 111:  mu=214.162162   Gap=0.008509      sigma=32.114531    Gap=0.055455
 112:  mu=214.303571   Gap=0.007854      sigma=32.005535    Gap=0.058661
 113:  mu=214.495575   Gap=0.006965      sigma=31.928328    Gap=0.060932
 114:  mu=214.184211   Gap=0.008406      sigma=31.959834    Gap=0.060005
 115:  mu=214.234783   Gap=0.008172      sigma=31.825156    Gap=0.063966
 116:  mu=214.672414   Gap=0.006146      sigma=32.033327    Gap=0.057843
 117:  mu=214.589744   Gap=0.006529      sigma=31.908564    Gap=0.061513
 118:  mu=214.779661   Gap=0.005650      sigma=31.839410    Gap=0.063547
 119:  mu=214.537815   Gap=0.006769      sigma=31.814005    Gap=0.064294
 120:  mu=214.891667   Gap=0.005131      sigma=31.915460    Gap=0.061310
 121:  mu=214.892562   Gap=0.005127      sigma=31.783306    Gap=0.065197
 122:  mu=215.057377   Gap=0.004364      sigma=31.704656    Gap=0.067510
 123:  mu=214.430894   Gap=0.007264      sigma=32.324845    Gap=0.049269
 124:  mu=215.314516   Gap=0.003174      sigma=33.652725    Gap=0.010214
 125:  mu=215.568000   Gap=0.002000      sigma=33.636489    Gap=0.010692
 126:  mu=215.634921   Gap=0.001690      sigma=33.511098    Gap=0.014379
 127:  mu=215.913386   Gap=0.000401      sigma=33.524940    Gap=0.013972
 128:  mu=215.796875   Gap=0.000940      sigma=33.419530    Gap=0.017073
 129:  mu=215.829457   Gap=0.000790      sigma=33.291786    Gap=0.020830
 130:  mu=215.807692   Gap=0.000890      sigma=33.164415    Gap=0.024576
 131:  mu=215.801527   Gap=0.000919      sigma=33.037665    Gap=0.028304
 132:  mu=215.598485   Gap=0.001859      sigma=32.994228    Gap=0.029582
 133:  mu=215.466165   Gap=0.002471      sigma=32.905092    Gap=0.032203
 134:  mu=215.865672   Gap=0.000622      sigma=33.104266    Gap=0.026345
 135:  mu=215.755556   Gap=0.001132      sigma=33.006053    Gap=0.029234
 136:  mu=215.654412   Gap=0.001600      sigma=32.905475    Gap=0.032192
 137:  mu=215.503650   Gap=0.002298      sigma=32.832271    Gap=0.034345
 138:  mu=215.391304   Gap=0.002818      sigma=32.739515    Gap=0.037073
 139:  mu=215.402878   Gap=0.002764      sigma=32.621818    Gap=0.040535
 140:  mu=215.192857   Gap=0.003737      sigma=32.599276    Gap=0.041198
 141:  mu=215.659574   Gap=0.001576      sigma=32.949527    Gap=0.030896
 142:  mu=215.626761   Gap=0.001728      sigma=32.835615    Gap=0.034247
 143:  mu=215.958042   Gap=0.000194      sigma=32.957882    Gap=0.030651
 144:  mu=216.319444   Gap=0.001479      sigma=33.126368    Gap=0.025695
 145:  mu=216.468966   Gap=0.002171      sigma=33.060666    Gap=0.027627
 146:  mu=216.582192   Gap=0.002695      sigma=32.975449    Gap=0.030134
 147:  mu=216.891156   Gap=0.004126      sigma=33.074463    Gap=0.027222
 148:  mu=216.418919   Gap=0.001939      sigma=33.456105    Gap=0.015997
 149:  mu=215.932886   Gap=0.000311      sigma=33.863854    Gap=0.004004
 150:  mu=215.706667   Gap=0.001358      sigma=33.863559    Gap=0.004013
 151:  mu=215.615894   Gap=0.001778      sigma=33.769546    Gap=0.006778
 152:  mu=215.197368   Gap=0.003716      sigma=34.048928    Gap=0.001439
 153:  mu=215.281046   Gap=0.003328      sigma=33.953151    Gap=0.001378
 154:  mu=215.097403   Gap=0.004179      sigma=33.918881    Gap=0.002386
 155:  mu=215.348387   Gap=0.003017      sigma=33.952451    Gap=0.001398
 156:  mu=215.320513   Gap=0.003146      sigma=33.845234    Gap=0.004552
 157:  mu=215.343949   Gap=0.003037      sigma=33.738544    Gap=0.007690
 158:  mu=215.481013   Gap=0.002403      sigma=33.675428    Gap=0.009546
 159:  mu=215.490566   Gap=0.002358      sigma=33.569578    Gap=0.012659
 160:  mu=215.875000   Gap=0.000579      sigma=33.813782    Gap=0.005477
 161:  mu=215.863354   Gap=0.000633      sigma=33.708929    Gap=0.008561
 162:  mu=215.901235   Gap=0.000457      sigma=33.608165    Gap=0.011525
 163:  mu=215.466258   Gap=0.002471      sigma=33.959247    Gap=0.001199
 164:  mu=215.164634   Gap=0.003867      sigma=34.073858    Gap=0.002172
