任务数量： 500
实际：mu=505.000000   sigma=42.000000

   1:  mu=488.000000   Gap=0.033663      sigma=0.000000    Gap=1.000000
   2:  mu=507.500000   Gap=0.004950      sigma=19.500000    Gap=0.535714
   3:  mu=510.000000   Gap=0.009901      sigma=16.309506    Gap=0.611678
   4:  mu=505.250000   Gap=0.000495      sigma=16.345871    Gap=0.610813
   5:  mu=501.000000   Gap=0.007921      sigma=16.911535    Gap=0.597344
   6:  mu=504.666667   Gap=0.000660      sigma=17.480147    Gap=0.583806
   7:  mu=509.714286   Gap=0.009335      sigma=20.366038    Gap=0.515094
   8:  mu=507.875000   Gap=0.005693      sigma=19.662385    Gap=0.531848
   9:  mu=509.222222   Gap=0.008361      sigma=18.925455    Gap=0.549394
  10:  mu=516.200000   Gap=0.022178      sigma=27.578252    Gap=0.343375
  11:  mu=517.636364   Gap=0.025023      sigma=26.684257    Gap=0.364661
  12:  mu=514.666667   Gap=0.019142      sigma=27.381056    Gap=0.348070
  13:  mu=516.923077   Gap=0.023610      sigma=27.443541    Gap=0.346582
  14:  mu=520.000000   Gap=0.029703      sigma=28.678015    Gap=0.317190
  15:  mu=518.200000   Gap=0.026139      sigma=28.512453    Gap=0.321132
  16:  mu=516.312500   Gap=0.022401      sigma=28.558534    Gap=0.320035
  17:  mu=516.058824   Gap=0.021899      sigma=27.724422    Gap=0.339895
  18:  mu=515.555556   Gap=0.020902      sigma=27.023081    Gap=0.356593
  19:  mu=516.473684   Gap=0.022720      sigma=26.589211    Gap=0.366924
  20:  mu=519.200000   Gap=0.028119      sigma=28.510700    Gap=0.321174
  21:  mu=516.333333   Gap=0.022442      sigma=30.635077    Gap=0.270593
  22:  mu=517.409091   Gap=0.024572      sigma=30.333988    Gap=0.277762
  23:  mu=516.260870   Gap=0.022299      sigma=30.152103    Gap=0.282093
  24:  mu=517.333333   Gap=0.024422      sigma=29.962013    Gap=0.286619
  25:  mu=516.400000   Gap=0.022574      sigma=29.710604    Gap=0.292605
  26:  mu=512.653846   Gap=0.015156      sigma=34.635400    Gap=0.175348
