任务数量： 500
实际：mu=103.000000   sigma=16.000000

   1:  mu=109.000000   Gap=0.058252      sigma=0.000000    Gap=1.000000
   2:  mu=111.500000   Gap=0.082524      sigma=2.500000    Gap=0.843750
   3:  mu=121.000000   Gap=0.174757      sigma=13.589211    Gap=0.150674
   4:  mu=117.500000   Gap=0.140777      sigma=13.238202    Gap=0.172612
   5:  mu=111.800000   Gap=0.085437      sigma=16.436545    Gap=0.027284
   6:  mu=115.833333   Gap=0.124595      sigma=17.506348    Gap=0.094147
   7:  mu=116.285714   Gap=0.128988      sigma=16.245565    Gap=0.015348
   8:  mu=113.000000   Gap=0.097087      sigma=17.507141    Gap=0.094196
   9:  mu=111.222222   Gap=0.079827      sigma=17.254808    Gap=0.078425
  10:  mu=111.200000   Gap=0.079612      sigma=16.369484    Gap=0.023093
  11:  mu=108.090909   Gap=0.049426      sigma=18.446259    Gap=0.152891
  12:  mu=108.500000   Gap=0.053398      sigma=17.712990    Gap=0.107062
  13:  mu=109.230769   Gap=0.060493      sigma=17.205338    Gap=0.075334
  14:  mu=110.000000   Gap=0.067961      sigma=16.809861    Gap=0.050616
  15:  mu=111.000000   Gap=0.077670      sigma=16.665333    Gap=0.041583
  16:  mu=110.375000   Gap=0.071602      sigma=16.316690    Gap=0.019793
  17:  mu=110.411765   Gap=0.071959      sigma=15.830198    Gap=0.010613
  18:  mu=109.611111   Gap=0.064186      sigma=15.734389    Gap=0.016601
  19:  mu=108.052632   Gap=0.049055      sigma=16.681139    Gap=0.042571
  20:  mu=107.950000   Gap=0.048058      sigma=16.264916    Gap=0.016557
  21:  mu=108.333333   Gap=0.051780      sigma=15.965240    Gap=0.002172
  22:  mu=106.954545   Gap=0.038394      sigma=16.829296    Gap=0.051831
  23:  mu=107.695652   Gap=0.045589      sigma=16.822435    Gap=0.051402
  24:  mu=108.041667   Gap=0.048948      sigma=16.551634    Gap=0.034477
  25:  mu=106.960000   Gap=0.038447      sigma=17.061020    Gap=0.066314
  26:  mu=107.461538   Gap=0.043316      sigma=16.916607    Gap=0.057288
  27:  mu=107.185185   Gap=0.040633      sigma=16.660081    Gap=0.041255
  28:  mu=107.392857   Gap=0.042649      sigma=16.395425    Gap=0.024714
  29:  mu=106.793103   Gap=0.036826      sigma=16.419877    Gap=0.026242
  30:  mu=106.400000   Gap=0.033010      sigma=16.282097    Gap=0.017631
  31:  mu=105.935484   Gap=0.028500      sigma=16.218141    Gap=0.013634
  32:  mu=106.093750   Gap=0.030036      sigma=15.987025    Gap=0.000811
  33:  mu=105.272727   Gap=0.022065      sigma=16.413728    Gap=0.025858
  34:  mu=105.294118   Gap=0.022273      sigma=16.171015    Gap=0.010688
  35:  mu=104.942857   Gap=0.018863      sigma=16.069390    Gap=0.004337
  36:  mu=104.694444   Gap=0.016451      sigma=15.912643    Gap=0.005460
  37:  mu=104.351351   Gap=0.013120      sigma=15.830549    Gap=0.010591
  38:  mu=104.263158   Gap=0.012264      sigma=15.630073    Gap=0.023120
  39:  mu=104.128205   Gap=0.010953      sigma=15.450798    Gap=0.034325
  40:  mu=104.075000   Gap=0.010437      sigma=15.260058    Gap=0.046246
  41:  mu=103.804878   Gap=0.007814      sigma=15.169320    Gap=0.051918
  42:  mu=103.785714   Gap=0.007628      sigma=14.988147    Gap=0.063241
  43:  mu=103.418605   Gap=0.004064      sigma=15.002686    Gap=0.062332
  44:  mu=103.409091   Gap=0.003972      sigma=14.831352    Gap=0.073040
  45:  mu=103.888889   Gap=0.008630      sigma=15.006994    Gap=0.062063
  46:  mu=103.086957   Gap=0.000844      sigma=15.787758    Gap=0.013265
  47:  mu=103.170213   Gap=0.001653      sigma=15.629104    Gap=0.023181
  48:  mu=103.333333   Gap=0.003236      sigma=15.505823    Gap=0.030886
  49:  mu=103.510204   Gap=0.004953      sigma=15.395629    Gap=0.037773
  50:  mu=103.700000   Gap=0.006796      sigma=15.298693    Gap=0.043832
  51:  mu=103.941176   Gap=0.009138      sigma=15.243657    Gap=0.047271
  52:  mu=104.076923   Gap=0.010456      sigma=15.127466    Gap=0.054533
  53:  mu=103.867925   Gap=0.008426      sigma=15.059677    Gap=0.058770
  54:  mu=103.629630   Gap=0.006113      sigma=15.020105    Gap=0.061243
  55:  mu=103.563636   Gap=0.005472      sigma=14.890831    Gap=0.069323
  56:  mu=103.535714   Gap=0.005201      sigma=14.758731    Gap=0.077579
  57:  mu=103.000000   Gap=0.000000      sigma=15.168064    Gap=0.051996
  58:  mu=103.068966   Gap=0.000670      sigma=15.045749    Gap=0.059641
  59:  mu=102.576271   Gap=0.004114      sigma=15.382362    Gap=0.038602
  60:  mu=102.366667   Gap=0.006149      sigma=15.338369    Gap=0.041352
  61:  mu=102.327869   Gap=0.006526      sigma=15.215093    Gap=0.049057
  62:  mu=102.370968   Gap=0.006107      sigma=15.095645    Gap=0.056522
  63:  mu=102.396825   Gap=0.005856      sigma=14.976744    Gap=0.063954
  64:  mu=102.671875   Gap=0.003186      sigma=15.018795    Gap=0.061325
  65:  mu=102.753846   Gap=0.002390      sigma=14.917239    Gap=0.067673
  66:  mu=102.590909   Gap=0.003972      sigma=14.861968    Gap=0.071127
  67:  mu=102.761194   Gap=0.002319      sigma=14.815371    Gap=0.074039
  68:  mu=102.823529   Gap=0.001713      sigma=14.714880    Gap=0.080320
  69:  mu=103.115942   Gap=0.001126      sigma=14.805538    Gap=0.074654
  70:  mu=103.100000   Gap=0.000971      sigma=14.700000    Gap=0.081250
  71:  mu=103.464789   Gap=0.004513      sigma=14.911788    Gap=0.068013
  72:  mu=103.222222   Gap=0.002157      sigma=14.948265    Gap=0.065733
  73:  mu=103.479452   Gap=0.004655      sigma=15.005122    Gap=0.062180
  74:  mu=103.486486   Gap=0.004723      sigma=14.903512    Gap=0.068530
  75:  mu=103.520000   Gap=0.005049      sigma=14.806629    Gap=0.074586
  76:  mu=103.513158   Gap=0.004982      sigma=14.709014    Gap=0.080687
  77:  mu=103.051948   Gap=0.000504      sigma=15.156239    Gap=0.052735
  78:  mu=103.256410   Gap=0.002489      sigma=15.165274    Gap=0.052170
  79:  mu=103.063291   Gap=0.000614      sigma=15.165201    Gap=0.052175
  80:  mu=103.100000   Gap=0.000971      sigma=15.073653    Gap=0.057897
  81:  mu=102.802469   Gap=0.001918      sigma=15.214856    Gap=0.049071
  82:  mu=102.878049   Gap=0.001184      sigma=15.137089    Gap=0.053932
  83:  mu=103.084337   Gap=0.000819      sigma=15.161146    Gap=0.052428
  84:  mu=103.345238   Gap=0.003352      sigma=15.256922    Gap=0.046442
  85:  mu=103.505882   Gap=0.004911      sigma=15.238205    Gap=0.047612
  86:  mu=103.697674   Gap=0.006774      sigma=15.252198    Gap=0.046738
  87:  mu=104.034483   Gap=0.010044      sigma=15.482618    Gap=0.032336
  88:  mu=103.863636   Gap=0.008385      sigma=15.476655    Gap=0.032709
  89:  mu=103.910112   Gap=0.008836      sigma=15.395637    Gap=0.037773
  90:  mu=103.655556   Gap=0.006365      sigma=15.497069    Gap=0.031433
  91:  mu=103.604396   Gap=0.005868      sigma=15.419325    Gap=0.036292
  92:  mu=103.673913   Gap=0.006543      sigma=15.349627    Gap=0.040648
  93:  mu=103.817204   Gap=0.007934      sigma=15.328620    Gap=0.041961
  94:  mu=103.734043   Gap=0.007127      sigma=15.267944    Gap=0.045753
  95:  mu=103.905263   Gap=0.008789      sigma=15.277830    Gap=0.045136
  96:  mu=103.739583   Gap=0.007180      sigma=15.283600    Gap=0.044775
  97:  mu=103.835052   Gap=0.008107      sigma=15.233360    Gap=0.047915
  98:  mu=103.857143   Gap=0.008322      sigma=15.157001    Gap=0.052687
  99:  mu=103.767677   Gap=0.007453      sigma=15.106242    Gap=0.055860
 100:  mu=103.660000   Gap=0.006408      sigma=15.068656    Gap=0.058209
 101:  mu=103.495050   Gap=0.004806      sigma=15.084333    Gap=0.057229
 102:  mu=103.480392   Gap=0.004664      sigma=15.010931    Gap=0.061817
 103:  mu=103.417476   Gap=0.004053      sigma=14.951393    Gap=0.065538
 104:  mu=103.365385   Gap=0.003547      sigma=14.888727    Gap=0.069455
 105:  mu=103.219048   Gap=0.002127      sigma=14.892619    Gap=0.069211
 106:  mu=103.037736   Gap=0.000366      sigma=14.938190    Gap=0.066363
 107:  mu=102.813084   Gap=0.001815      sigma=15.047048    Gap=0.059559
 108:  mu=103.000000   Gap=0.000000      sigma=15.101508    Gap=0.056156
