任务数量： 500
实际：mu=91.000000   sigma=10.000000

   1:  mu=75.000000   Gap=0.175824      sigma=0.000000    Gap=1.000000
   2:  mu=84.500000   Gap=0.071429      sigma=9.500000    Gap=0.050000
   3:  mu=84.666667   Gap=0.069597      sigma=7.760298    Gap=0.223970
   4:  mu=89.250000   Gap=0.019231      sigma=10.401322    Gap=0.040132
   5:  mu=91.800000   Gap=0.008791      sigma=10.609430    Gap=0.060943
   6:  mu=91.500000   Gap=0.005495      sigma=9.708244    Gap=0.029176
   7:  mu=89.142857   Gap=0.020408      sigma=10.682811    Gap=0.068281
   8:  mu=88.500000   Gap=0.027473      sigma=10.136567    Gap=0.013657
   9:  mu=88.888889   Gap=0.023199      sigma=9.619938    Gap=0.038006
  10:  mu=91.200000   Gap=0.002198      sigma=11.461239    Gap=0.146124
  11:  mu=90.181818   Gap=0.008991      sigma=11.392327    Gap=0.139233
  12:  mu=89.750000   Gap=0.013736      sigma=11.000947    Gap=0.100095
  13:  mu=90.692308   Gap=0.003381      sigma=11.061956    Gap=0.106196
  14:  mu=90.285714   Gap=0.007849      sigma=10.759903    Gap=0.075990
  15:  mu=90.866667   Gap=0.001465      sigma=10.619897    Gap=0.061990
  16:  mu=90.500000   Gap=0.005495      sigma=10.380270    Gap=0.038027
  17:  mu=90.176471   Gap=0.009050      sigma=10.153152    Gap=0.015315
  18:  mu=90.000000   Gap=0.010989      sigma=9.893881    Gap=0.010612
  19:  mu=90.157895   Gap=0.009254      sigma=9.653269    Gap=0.034673
  20:  mu=90.050000   Gap=0.010440      sigma=9.420589    Gap=0.057941
  21:  mu=89.904762   Gap=0.012036      sigma=9.216470    Gap=0.078353
  22:  mu=89.727273   Gap=0.013986      sigma=9.041228    Gap=0.095877
  23:  mu=90.434783   Gap=0.006211      sigma=9.444695    Gap=0.055530
  24:  mu=89.833333   Gap=0.012821      sigma=9.685327    Gap=0.031467
  25:  mu=89.880000   Gap=0.012308      sigma=9.492397    Gap=0.050760
  26:  mu=90.230769   Gap=0.008453      sigma=9.471852    Gap=0.052815
  27:  mu=90.814815   Gap=0.002035      sigma=9.760226    Gap=0.023977
  28:  mu=90.250000   Gap=0.008242      sigma=10.023633    Gap=0.002363
  29:  mu=89.931034   Gap=0.011747      sigma=9.992863    Gap=0.000714
  30:  mu=90.033333   Gap=0.010623      sigma=9.840336    Gap=0.015966
  31:  mu=89.612903   Gap=0.015243      sigma=9.950450    Gap=0.004955
  32:  mu=90.093750   Gap=0.009959      sigma=10.153076    Gap=0.015308
  33:  mu=90.303030   Gap=0.007659      sigma=10.067905    Gap=0.006791
  34:  mu=90.411765   Gap=0.006464      sigma=9.938392    Gap=0.006161
  35:  mu=90.428571   Gap=0.006279      sigma=9.795876    Gap=0.020412
  36:  mu=90.111111   Gap=0.009768      sigma=9.839766    Gap=0.016023
  37:  mu=90.378378   Gap=0.006831      sigma=9.837467    Gap=0.016253
  38:  mu=90.210526   Gap=0.008676      sigma=9.760710    Gap=0.023929
  39:  mu=89.846154   Gap=0.012680      sigma=9.893117    Gap=0.010688
  40:  mu=90.200000   Gap=0.008791      sigma=10.015488    Gap=0.001549
  41:  mu=89.878049   Gap=0.012329      sigma=10.099976    Gap=0.009998
  42:  mu=89.690476   Gap=0.014390      sigma=10.051032    Gap=0.005103
  43:  mu=90.162791   Gap=0.009200      sigma=10.394386    Gap=0.039439
  44:  mu=90.113636   Gap=0.009740      sigma=10.280644    Gap=0.028064
  45:  mu=89.844444   Gap=0.012698      sigma=10.321403    Gap=0.032140
  46:  mu=89.913043   Gap=0.011945      sigma=10.218964    Gap=0.021896
  47:  mu=89.978723   Gap=0.011223      sigma=10.119476    Gap=0.011948
  48:  mu=89.937500   Gap=0.011676      sigma=10.017498    Gap=0.001750
  49:  mu=90.020408   Gap=0.010765      sigma=9.931376    Gap=0.006862
  50:  mu=90.420000   Gap=0.006374      sigma=10.221722    Gap=0.022172
  51:  mu=90.470588   Gap=0.005818      sigma=10.127332    Gap=0.012733
  52:  mu=90.769231   Gap=0.002536      sigma=10.253734    Gap=0.025373
  53:  mu=90.622642   Gap=0.004147      sigma=10.211400    Gap=0.021140
  54:  mu=90.777778   Gap=0.002442      sigma=10.179258    Gap=0.017926
  55:  mu=91.036364   Gap=0.000400      sigma=10.263729    Gap=0.026373
  56:  mu=91.214286   Gap=0.002355      sigma=10.256904    Gap=0.025690
  57:  mu=91.333333   Gap=0.003663      sigma=10.205491    Gap=0.020549
  58:  mu=91.413793   Gap=0.004547      sigma=10.135350    Gap=0.013535
  59:  mu=91.288136   Gap=0.003166      sigma=10.094554    Gap=0.009455
  60:  mu=91.133333   Gap=0.001465      sigma=10.080454    Gap=0.008045
  61:  mu=90.819672   Gap=0.001982      sigma=10.288475    Gap=0.028848
  62:  mu=90.935484   Gap=0.000709      sigma=10.245173    Gap=0.024517
  63:  mu=90.857143   Gap=0.001570      sigma=10.182240    Gap=0.018224
  64:  mu=91.125000   Gap=0.001374      sigma=10.323668    Gap=0.032367
  65:  mu=91.015385   Gap=0.000169      sigma=10.281413    Gap=0.028141
  66:  mu=91.060606   Gap=0.000666      sigma=10.209738    Gap=0.020974
  67:  mu=91.149254   Gap=0.001640      sigma=10.158819    Gap=0.015882
  68:  mu=91.029412   Gap=0.000323      sigma=10.131446    Gap=0.013145
  69:  mu=91.144928   Gap=0.001593      sigma=10.102770    Gap=0.010277
  70:  mu=91.171429   Gap=0.001884      sigma=10.032763    Gap=0.003276
  71:  mu=91.366197   Gap=0.004024      sigma=10.094259    Gap=0.009426
  72:  mu=91.250000   Gap=0.002747      sigma=10.071619    Gap=0.007162
  73:  mu=91.178082   Gap=0.001957      sigma=10.020995    Gap=0.002100
  74:  mu=91.000000   Gap=0.000000      sigma=10.068683    Gap=0.006868
  75:  mu=90.866667   Gap=0.001465      sigma=10.066887    Gap=0.006689
  76:  mu=90.828947   Gap=0.001880      sigma=10.005772    Gap=0.000577
  77:  mu=90.766234   Gap=0.002569      sigma=9.955611    Gap=0.004439
  78:  mu=90.974359   Gap=0.000282      sigma=10.058769    Gap=0.005877
  79:  mu=90.962025   Gap=0.000417      sigma=9.995497    Gap=0.000450
