任务数量： 500
实际：mu=168.000000   sigma=23.000000

   1:  mu=157.000000   Gap=0.065476      sigma=0.000000    Gap=1.000000
   2:  mu=169.000000   Gap=0.005952      sigma=12.000000    Gap=0.478261
   3:  mu=178.333333   Gap=0.061508      sigma=16.438437    Gap=0.285285
   4:  mu=177.750000   Gap=0.058036      sigma=14.271913    Gap=0.379482
   5:  mu=160.200000   Gap=0.046429      sigma=37.349163    Gap=0.623877
   6:  mu=163.666667   Gap=0.025794      sigma=34.965062    Gap=0.520220
   7:  mu=167.000000   Gap=0.005952      sigma=33.385198    Gap=0.451530
   8:  mu=171.375000   Gap=0.020089      sigma=33.305170    Gap=0.448051
   9:  mu=169.111111   Gap=0.006614      sigma=32.046648    Gap=0.393333
  10:  mu=169.700000   Gap=0.010119      sigma=30.453407    Gap=0.324061
  11:  mu=169.090909   Gap=0.006494      sigma=29.099999    Gap=0.265217
  12:  mu=170.833333   Gap=0.016865      sigma=28.454154    Gap=0.237137
  13:  mu=170.307692   Gap=0.013736      sigma=27.398441    Gap=0.191237
  14:  mu=169.785714   Gap=0.010629      sigma=26.468792    Gap=0.150817
  15:  mu=171.000000   Gap=0.017857      sigma=25.971780    Gap=0.129208
  16:  mu=171.750000   Gap=0.022321      sigma=25.314275    Gap=0.100621
  17:  mu=173.411765   Gap=0.032213      sigma=25.442112    Gap=0.106179
  18:  mu=173.333333   Gap=0.031746      sigma=24.727403    Gap=0.075104
  19:  mu=172.368421   Gap=0.026003      sigma=24.413565    Gap=0.061459
  20:  mu=171.700000   Gap=0.022024      sigma=23.973110    Gap=0.042309
  21:  mu=171.714286   Gap=0.022109      sigma=23.395447    Gap=0.017193
  22:  mu=172.772727   Gap=0.028409      sigma=23.366510    Gap=0.015935
  23:  mu=172.869565   Gap=0.028986      sigma=22.857411    Gap=0.006200
  24:  mu=171.041667   Gap=0.018105      sigma=24.032060    Gap=0.044872
  25:  mu=171.560000   Gap=0.021190      sigma=23.683040    Gap=0.029697
  26:  mu=170.538462   Gap=0.015110      sigma=23.778191    Gap=0.033834
  27:  mu=170.074074   Gap=0.012346      sigma=23.453541    Gap=0.019719
  28:  mu=169.214286   Gap=0.007228      sigma=23.460236    Gap=0.020010
  29:  mu=168.172414   Gap=0.001026      sigma=23.702275    Gap=0.030534
  30:  mu=167.166667   Gap=0.004960      sigma=23.924999    Gap=0.040217
  31:  mu=167.612903   Gap=0.002304      sigma=23.662516    Gap=0.028805
  32:  mu=167.187500   Gap=0.004836      sigma=23.409984    Gap=0.017825
  33:  mu=167.090909   Gap=0.005411      sigma=23.059033    Gap=0.002567
  34:  mu=167.352941   Gap=0.003852      sigma=22.767214    Gap=0.010121
  35:  mu=167.142857   Gap=0.005102      sigma=22.473022    Gap=0.022912
  36:  mu=168.222222   Gap=0.001323      sigma=23.060441    Gap=0.002628
  37:  mu=169.108108   Gap=0.006596      sigma=23.359452    Gap=0.015628
  38:  mu=170.631579   Gap=0.015664      sigma=24.843109    Gap=0.080135
  39:  mu=169.692308   Gap=0.010073      sigma=25.196819    Gap=0.095514
  40:  mu=169.450000   Gap=0.008631      sigma=24.925840    Gap=0.083732
  41:  mu=169.121951   Gap=0.006678      sigma=24.707257    Gap=0.074229
  42:  mu=169.190476   Gap=0.007086      sigma=24.415294    Gap=0.061535
  43:  mu=169.116279   Gap=0.006645      sigma=24.134516    Gap=0.049327
  44:  mu=168.863636   Gap=0.005141      sigma=23.916133    Gap=0.039832
  45:  mu=168.755556   Gap=0.004497      sigma=23.659769    Gap=0.028686
  46:  mu=168.913043   Gap=0.005435      sigma=23.425020    Gap=0.018479
  47:  mu=168.702128   Gap=0.004179      sigma=23.218587    Gap=0.009504
  48:  mu=168.166667   Gap=0.000992      sigma=23.266870    Gap=0.011603
  49:  mu=167.938776   Gap=0.000364      sigma=23.082291    Gap=0.003578
  50:  mu=168.240000   Gap=0.001429      sigma=22.947383    Gap=0.002288
  51:  mu=168.450980   Gap=0.002684      sigma=22.770219    Gap=0.009990
  52:  mu=168.346154   Gap=0.002060      sigma=22.562635    Gap=0.019016
  53:  mu=168.075472   Gap=0.000449      sigma=22.433843    Gap=0.024616
  54:  mu=167.703704   Gap=0.001764      sigma=22.389341    Gap=0.026550
  55:  mu=168.363636   Gap=0.002165      sigma=22.708720    Gap=0.012664
  56:  mu=168.089286   Gap=0.000531      sigma=22.596837    Gap=0.017529
  57:  mu=167.596491   Gap=0.002402      sigma=22.699300    Gap=0.013074
  58:  mu=167.517241   Gap=0.002874      sigma=22.510719    Gap=0.021273
  59:  mu=167.593220   Gap=0.002421      sigma=22.326634    Gap=0.029277
  60:  mu=168.766667   Gap=0.004563      sigma=23.904230    Gap=0.039314
  61:  mu=168.885246   Gap=0.005269      sigma=23.725271    Gap=0.031534
  62:  mu=169.580645   Gap=0.009409      sigma=24.151770    Gap=0.050077
  63:  mu=170.000000   Gap=0.011905      sigma=24.185789    Gap=0.051556
  64:  mu=170.218750   Gap=0.013207      sigma=24.058827    Gap=0.046036
  65:  mu=169.723077   Gap=0.010256      sigma=24.200132    Gap=0.052180
  66:  mu=169.227273   Gap=0.007305      sigma=24.346486    Gap=0.058543
  67:  mu=169.014925   Gap=0.006041      sigma=24.225614    Gap=0.053288
  68:  mu=168.544118   Gap=0.003239      sigma=24.353665    Gap=0.058855
  69:  mu=168.695652   Gap=0.004141      sigma=24.208816    Gap=0.052557
  70:  mu=168.185714   Gap=0.001105      sigma=24.405674    Gap=0.061116
  71:  mu=168.014085   Gap=0.000084      sigma=24.275701    Gap=0.055465
  72:  mu=168.402778   Gap=0.002397      sigma=24.328002    Gap=0.057739
  73:  mu=168.794521   Gap=0.004729      sigma=24.388386    Gap=0.060365
  74:  mu=168.513514   Gap=0.003057      sigma=24.341736    Gap=0.058336
  75:  mu=168.760000   Gap=0.004524      sigma=24.271706    Gap=0.055292
  76:  mu=168.710526   Gap=0.004229      sigma=24.115302    Gap=0.048491
  77:  mu=168.259740   Gap=0.001546      sigma=24.278365    Gap=0.055581
  78:  mu=167.987179   Gap=0.000076      sigma=24.240512    Gap=0.053935
  79:  mu=168.531646   Gap=0.003165      sigma=24.561901    Gap=0.067909
  80:  mu=168.437500   Gap=0.002604      sigma=24.422246    Gap=0.061837
  81:  mu=168.358025   Gap=0.002131      sigma=24.281431    Gap=0.055714
  82:  mu=168.646341   Gap=0.003847      sigma=24.272021    Gap=0.055305
  83:  mu=168.855422   Gap=0.005092      sigma=24.199538    Gap=0.052154
  84:  mu=169.059524   Gap=0.006307      sigma=24.126823    Gap=0.048992
  85:  mu=168.964706   Gap=0.005742      sigma=24.000219    Gap=0.043488
  86:  mu=168.895349   Gap=0.005329      sigma=23.868842    Gap=0.037776
  87:  mu=169.126437   Gap=0.006705      sigma=23.827833    Gap=0.035993
  88:  mu=169.068182   Gap=0.006358      sigma=23.698291    Gap=0.030360
  89:  mu=169.314607   Gap=0.007825      sigma=23.677893    Gap=0.029474
  90:  mu=169.433333   Gap=0.008532      sigma=23.572607    Gap=0.024896
  91:  mu=169.318681   Gap=0.007849      sigma=23.467948    Gap=0.020346
  92:  mu=169.184783   Gap=0.007052      sigma=23.374982    Gap=0.016304
  93:  mu=169.032258   Gap=0.006144      sigma=23.294954    Gap=0.012824
  94:  mu=168.787234   Gap=0.004686      sigma=23.290886    Gap=0.012647
  95:  mu=168.789474   Gap=0.004699      sigma=23.167988    Gap=0.007304
  96:  mu=168.760417   Gap=0.004526      sigma=23.048746    Gap=0.002119
  97:  mu=168.804124   Gap=0.004786      sigma=22.933629    Gap=0.002886
  98:  mu=169.030612   Gap=0.006135      sigma=22.925102    Gap=0.003256
  99:  mu=168.666667   Gap=0.003968      sigma=23.091824    Gap=0.003992
 100:  mu=168.960000   Gap=0.005714      sigma=23.160708    Gap=0.006987
 101:  mu=169.138614   Gap=0.006777      sigma=23.114879    Gap=0.004995
 102:  mu=169.205882   Gap=0.007178      sigma=23.011224    Gap=0.000488
 103:  mu=169.155340   Gap=0.006877      sigma=22.904935    Gap=0.004133
 104:  mu=169.336538   Gap=0.007956      sigma=22.868609    Gap=0.005713
 105:  mu=169.304762   Gap=0.007766      sigma=22.761757    Gap=0.010358
 106:  mu=169.330189   Gap=0.007918      sigma=22.655634    Gap=0.014972
 107:  mu=169.448598   Gap=0.008623      sigma=22.582449    Gap=0.018154
 108:  mu=169.490741   Gap=0.008873      sigma=22.481884    Gap=0.022527
 109:  mu=169.532110   Gap=0.009120      sigma=22.382648    Gap=0.026841
 110:  mu=169.100000   Gap=0.006548      sigma=22.732816    Gap=0.011617
 111:  mu=169.036036   Gap=0.006167      sigma=22.640125    Gap=0.015647
 112:  mu=168.857143   Gap=0.005102      sigma=22.617494    Gap=0.016631
 113:  mu=168.893805   Gap=0.005320      sigma=22.520536    Gap=0.020846
 114:  mu=168.938596   Gap=0.005587      sigma=22.426600    Gap=0.024930
 115:  mu=168.869565   Gap=0.005176      sigma=22.341041    Gap=0.028650
 116:  mu=169.198276   Gap=0.007133      sigma=22.522104    Gap=0.020778
 117:  mu=169.076923   Gap=0.006410      sigma=22.463704    Gap=0.023317
 118:  mu=169.245763   Gap=0.007415      sigma=22.442747    Gap=0.024228
 119:  mu=169.294118   Gap=0.007703      sigma=22.354423    Gap=0.028069
 120:  mu=169.208333   Gap=0.007192      sigma=22.280745    Gap=0.031272
 121:  mu=169.223140   Gap=0.007281      sigma=22.189078    Gap=0.035257
 122:  mu=169.147541   Gap=0.006831      sigma=22.113594    Gap=0.038539
 123:  mu=169.024390   Gap=0.006098      sigma=22.065484    Gap=0.040631
 124:  mu=169.274194   Gap=0.007584      sigma=22.150271    Gap=0.036945
 125:  mu=169.032000   Gap=0.006143      sigma=22.225728    Gap=0.033664
 126:  mu=169.182540   Gap=0.007039      sigma=22.201244    Gap=0.034729
 127:  mu=168.968504   Gap=0.005765      sigma=22.243795    Gap=0.032878
 128:  mu=168.937500   Gap=0.005580      sigma=22.159489    Gap=0.036544
 129:  mu=168.844961   Gap=0.005030      sigma=22.098248    Gap=0.039207
 130:  mu=168.415385   Gap=0.002473      sigma=22.547313    Gap=0.019682
 131:  mu=167.931298   Gap=0.000409      sigma=23.129305    Gap=0.005622
 132:  mu=168.166667   Gap=0.000992      sigma=23.198474    Gap=0.008629
 133:  mu=168.278195   Gap=0.001656      sigma=23.146592    Gap=0.006374
 134:  mu=168.037313   Gap=0.000222      sigma=23.226788    Gap=0.009860
 135:  mu=167.962963   Gap=0.000220      sigma=23.156603    Gap=0.006809
 136:  mu=167.889706   Gap=0.000657      sigma=23.087007    Gap=0.003783
 137:  mu=167.963504   Gap=0.000217      sigma=23.018688    Gap=0.000813
 138:  mu=167.804348   Gap=0.001165      sigma=23.010665    Gap=0.000464
 139:  mu=167.834532   Gap=0.000985      sigma=22.930485    Gap=0.003022
 140:  mu=167.792857   Gap=0.001233      sigma=22.853726    Gap=0.006360
 141:  mu=167.574468   Gap=0.002533      sigma=22.918676    Gap=0.003536
 142:  mu=167.739437   Gap=0.001551      sigma=22.921691    Gap=0.003405
 143:  mu=167.853147   Gap=0.000874      sigma=22.881561    Gap=0.005150
 144:  mu=167.881944   Gap=0.000703      sigma=22.804573    Gap=0.008497
 145:  mu=167.931034   Gap=0.000411      sigma=22.733434    Gap=0.011590
 146:  mu=167.780822   Gap=0.001305      sigma=22.727538    Gap=0.011846
 147:  mu=167.612245   Gap=0.002308      sigma=22.741508    Gap=0.011239
 148:  mu=167.770270   Gap=0.001367      sigma=22.745387    Gap=0.011070
 149:  mu=167.731544   Gap=0.001598      sigma=22.673827    Gap=0.014181
 150:  mu=167.846667   Gap=0.000913      sigma=22.641772    Gap=0.015575
 151:  mu=167.907285   Gap=0.000552      sigma=22.578883    Gap=0.018309
 152:  mu=167.901316   Gap=0.000587      sigma=22.504608    Gap=0.021539
 153:  mu=167.888889   Gap=0.000661      sigma=22.431466    Gap=0.024719
 154:  mu=167.785714   Gap=0.001276      sigma=22.394910    Gap=0.026308
 155:  mu=167.703226   Gap=0.001767      sigma=22.346010    Gap=0.028434
 156:  mu=167.641026   Gap=0.002137      sigma=22.287731    Gap=0.030968
 157:  mu=167.777070   Gap=0.001327      sigma=22.281522    Gap=0.031238
 158:  mu=167.803797   Gap=0.001168      sigma=22.213424    Gap=0.034199
 159:  mu=167.981132   Gap=0.000112      sigma=22.255371    Gap=0.032375
 160:  mu=168.050000   Gap=0.000298      sigma=22.202703    Gap=0.034665
 161:  mu=167.850932   Gap=0.000887      sigma=22.276415    Gap=0.031460
 162:  mu=167.993827   Gap=0.000037      sigma=22.281448    Gap=0.031241
 163:  mu=168.000000   Gap=0.000000      sigma=22.213134    Gap=0.034212
 164:  mu=167.810976   Gap=0.001125      sigma=22.276415    Gap=0.031460
 165:  mu=167.939394   Gap=0.000361      sigma=22.269614    Gap=0.031756
 166:  mu=168.006024   Gap=0.000036      sigma=22.218926    Gap=0.033960
 167:  mu=168.281437   Gap=0.001675      sigma=22.434705    Gap=0.024578
 168:  mu=168.130952   Gap=0.000779      sigma=22.452214    Gap=0.023817
 169:  mu=168.136095   Gap=0.000810      sigma=22.385788    Gap=0.026705
 170:  mu=168.276471   Gap=0.001646      sigma=22.394328    Gap=0.026334
 171:  mu=168.286550   Gap=0.001706      sigma=22.329138    Gap=0.029168
 172:  mu=168.302326   Gap=0.001800      sigma=22.265089    Gap=0.031953
 173:  mu=168.410405   Gap=0.002443      sigma=22.245849    Gap=0.032789
 174:  mu=168.551724   Gap=0.003284      sigma=22.259576    Gap=0.032192
 175:  mu=168.434286   Gap=0.002585      sigma=22.249879    Gap=0.032614
 176:  mu=168.403409   Gap=0.002401      sigma=22.190339    Gap=0.035203
 177:  mu=168.632768   Gap=0.003766      sigma=22.335795    Gap=0.028878
 178:  mu=168.477528   Gap=0.002842      sigma=22.368518    Gap=0.027456
 179:  mu=168.379888   Gap=0.002261      sigma=22.343955    Gap=0.028524
