任务数量： 500
实际：mu=174.000000   sigma=18.000000

   1:  mu=203.000000   Gap=0.166667      sigma=0.000000    Gap=1.000000
   2:  mu=185.500000   Gap=0.066092      sigma=17.500000    Gap=0.027778
   3:  mu=173.333333   Gap=0.003831      sigma=22.365648    Gap=0.242536
   4:  mu=175.750000   Gap=0.010057      sigma=19.816344    Gap=0.100908
   5:  mu=179.000000   Gap=0.028736      sigma=18.878559    Gap=0.048809
   6:  mu=180.666667   Gap=0.038314      sigma=17.632042    Gap=0.020442
   7:  mu=185.857143   Gap=0.068144      sigma=20.691120    Gap=0.149507
   8:  mu=186.000000   Gap=0.068966      sigma=19.358461    Gap=0.075470
   9:  mu=183.555556   Gap=0.054917      sigma=19.517007    Gap=0.084278
  10:  mu=179.100000   Gap=0.029310      sigma=22.836156    Gap=0.268675
  11:  mu=179.363636   Gap=0.030825      sigma=21.789375    Gap=0.210521
  12:  mu=178.666667   Gap=0.026820      sigma=20.989415    Gap=0.166079
  13:  mu=178.615385   Gap=0.026525      sigma=20.166760    Gap=0.120376
  14:  mu=180.357143   Gap=0.036535      sigma=20.422701    Gap=0.134595
  15:  mu=180.000000   Gap=0.034483      sigma=19.775406    Gap=0.098634
  16:  mu=178.875000   Gap=0.028017      sigma=19.636939    Gap=0.090941
  17:  mu=179.352941   Gap=0.030764      sigma=19.146313    Gap=0.063684
  18:  mu=180.055556   Gap=0.034802      sigma=18.831039    Gap=0.046169
  19:  mu=180.210526   Gap=0.035693      sigma=18.340576    Gap=0.018921
  20:  mu=177.950000   Gap=0.022701      sigma=20.411945    Gap=0.133997
  21:  mu=178.333333   Gap=0.024904      sigma=19.993650    Gap=0.110758
  22:  mu=179.090909   Gap=0.029258      sigma=19.840063    Gap=0.102226
  23:  mu=178.521739   Gap=0.025987      sigma=19.586751    Gap=0.088153
  24:  mu=178.291667   Gap=0.024665      sigma=19.206074    Gap=0.067004
  25:  mu=178.800000   Gap=0.027586      sigma=18.982097    Gap=0.054561
  26:  mu=179.192308   Gap=0.029841      sigma=18.716548    Gap=0.039808
  27:  mu=179.333333   Gap=0.030651      sigma=18.380747    Gap=0.021153
  28:  mu=179.821429   Gap=0.033456      sigma=18.226851    Gap=0.012603
  29:  mu=180.310345   Gap=0.036266      sigma=18.095729    Gap=0.005318
  30:  mu=179.266667   Gap=0.030268      sigma=18.658212    Gap=0.036567
  31:  mu=179.129032   Gap=0.029477      sigma=18.370281    Gap=0.020571
  32:  mu=178.718750   Gap=0.027119      sigma=18.224699    Gap=0.012483
  33:  mu=178.969697   Gap=0.028561      sigma=18.002500    Gap=0.000139
  34:  mu=178.323529   Gap=0.024848      sigma=18.120058    Gap=0.006670
  35:  mu=177.342857   Gap=0.019212      sigma=18.752437    Gap=0.041802
  36:  mu=176.333333   Gap=0.013410      sigma=19.430789    Gap=0.079488
  37:  mu=176.324324   Gap=0.013358      sigma=19.166488    Gap=0.064805
  38:  mu=175.947368   Gap=0.011192      sigma=19.051105    Gap=0.058395
  39:  mu=176.358974   Gap=0.013557      sigma=18.975676    Gap=0.054204
  40:  mu=176.825000   Gap=0.016236      sigma=18.961655    Gap=0.053425
  41:  mu=177.341463   Gap=0.019204      sigma=19.011691    Gap=0.056205
  42:  mu=176.833333   Gap=0.016284      sigma=19.063699    Gap=0.059094
  43:  mu=176.139535   Gap=0.012296      sigma=19.369818    Gap=0.076101
  44:  mu=176.045455   Gap=0.011755      sigma=19.158376    Gap=0.064354
  45:  mu=175.511111   Gap=0.008685      sigma=19.273035    Gap=0.070724
  46:  mu=175.195652   Gap=0.006872      sigma=19.179495    Gap=0.065527
  47:  mu=175.127660   Gap=0.006481      sigma=18.979964    Gap=0.054442
  48:  mu=175.416667   Gap=0.008142      sigma=18.885437    Gap=0.049191
  49:  mu=175.204082   Gap=0.006920      sigma=18.749672    Gap=0.041648
  50:  mu=175.100000   Gap=0.006322      sigma=18.575522    Gap=0.031973
  51:  mu=174.784314   Gap=0.004508      sigma=18.527472    Gap=0.029304
  52:  mu=175.250000   Gap=0.007184      sigma=18.647412    Gap=0.035967
  53:  mu=174.716981   Gap=0.004121      sigma=18.866340    Gap=0.048130
  54:  mu=174.870370   Gap=0.005002      sigma=18.724164    Gap=0.040231
  55:  mu=174.636364   Gap=0.003657      sigma=18.632683    Gap=0.035149
  56:  mu=174.714286   Gap=0.004105      sigma=18.474610    Gap=0.026367
  57:  mu=175.245614   Gap=0.007159      sigma=18.738534    Gap=0.041030
  58:  mu=175.344828   Gap=0.007729      sigma=18.591388    Gap=0.032855
  59:  mu=175.220339   Gap=0.007013      sigma=18.457526    Gap=0.025418
  60:  mu=175.083333   Gap=0.006226      sigma=18.333295    Gap=0.018516
  61:  mu=175.377049   Gap=0.007914      sigma=18.324188    Gap=0.018010
  62:  mu=175.193548   Gap=0.006859      sigma=18.232228    Gap=0.012902
  63:  mu=175.158730   Gap=0.006659      sigma=18.089027    Gap=0.004946
  64:  mu=174.890625   Gap=0.005119      sigma=18.072871    Gap=0.004048
  65:  mu=175.246154   Gap=0.007162      sigma=18.157457    Gap=0.008748
  66:  mu=175.348485   Gap=0.007750      sigma=18.038253    Gap=0.002125
  67:  mu=174.552239   Gap=0.003174      sigma=19.035931    Gap=0.057552
  68:  mu=174.764706   Gap=0.004395      sigma=18.975307    Gap=0.054184
  69:  mu=174.043478   Gap=0.000250      sigma=19.753873    Gap=0.097437
  70:  mu=174.071429   Gap=0.000411      sigma=19.613641    Gap=0.089647
  71:  mu=174.366197   Gap=0.002105      sigma=19.630559    Gap=0.090587
  72:  mu=174.166667   Gap=0.000958      sigma=19.566127    Gap=0.087007
  73:  mu=173.972603   Gap=0.000157      sigma=19.501298    Gap=0.083405
  74:  mu=174.405405   Gap=0.002330      sigma=19.718916    Gap=0.095495
  75:  mu=174.053333   Gap=0.000307      sigma=19.819784    Gap=0.101099
  76:  mu=174.052632   Gap=0.000302      sigma=19.688959    Gap=0.093831
  77:  mu=174.025974   Gap=0.000149      sigma=19.562072    Gap=0.086782
  78:  mu=173.769231   Gap=0.001326      sigma=19.566404    Gap=0.087022
  79:  mu=173.721519   Gap=0.001600      sigma=19.446738    Gap=0.080374
  80:  mu=173.350000   Gap=0.003736      sigma=19.604910    Gap=0.089162
  81:  mu=173.209877   Gap=0.004541      sigma=19.523785    Gap=0.084655
  82:  mu=173.304878   Gap=0.003995      sigma=19.423200    Gap=0.079067
  83:  mu=173.493976   Gap=0.002908      sigma=19.381629    Gap=0.076757
  84:  mu=173.297619   Gap=0.004037      sigma=19.348791    Gap=0.074933
  85:  mu=173.635294   Gap=0.002096      sigma=19.482026    Gap=0.082335
  86:  mu=173.895349   Gap=0.000601      sigma=19.516260    Gap=0.084237
  87:  mu=174.022989   Gap=0.000132      sigma=19.439844    Gap=0.079991
  88:  mu=174.193182   Gap=0.001110      sigma=19.394152    Gap=0.077453
  89:  mu=173.966292   Gap=0.000194      sigma=19.401986    Gap=0.077888
  90:  mu=174.011111   Gap=0.000064      sigma=19.298529    Gap=0.072140
  91:  mu=173.593407   Gap=0.002337      sigma=19.597027    Gap=0.088724
  92:  mu=173.771739   Gap=0.001312      sigma=19.564333    Gap=0.086907
  93:  mu=173.591398   Gap=0.002348      sigma=19.535596    Gap=0.085311
  94:  mu=173.861702   Gap=0.000795      sigma=19.605471    Gap=0.089193
  95:  mu=174.063158   Gap=0.000363      sigma=19.599576    Gap=0.088865
  96:  mu=173.968750   Gap=0.000180      sigma=19.518929    Gap=0.084385
  97:  mu=173.886598   Gap=0.000652      sigma=19.434732    Gap=0.079707
  98:  mu=174.265306   Gap=0.001525      sigma=19.691784    Gap=0.093988
  99:  mu=174.464646   Gap=0.002670      sigma=19.691209    Gap=0.093956
 100:  mu=174.280000   Gap=0.001609      sigma=19.678455    Gap=0.093248
 101:  mu=174.059406   Gap=0.000341      sigma=19.704662    Gap=0.094703
 102:  mu=174.039216   Gap=0.000225      sigma=19.608882    Gap=0.089382
 103:  mu=174.165049   Gap=0.000949      sigma=19.554801    Gap=0.086378
 104:  mu=174.153846   Gap=0.000884      sigma=19.460892    Gap=0.081161
 105:  mu=174.104762   Gap=0.000602      sigma=19.374467    Gap=0.076359
 106:  mu=174.424528   Gap=0.002440      sigma=19.559270    Gap=0.086626
 107:  mu=174.345794   Gap=0.001987      sigma=19.484527    Gap=0.082474
 108:  mu=174.601852   Gap=0.003459      sigma=19.574142    Gap=0.087452
 109:  mu=174.550459   Gap=0.003164      sigma=19.491464    Gap=0.082859
 110:  mu=174.472727   Gap=0.002717      sigma=19.419629    Gap=0.078868
 111:  mu=174.414414   Gap=0.002382      sigma=19.341627    Gap=0.074535
 112:  mu=174.508929   Gap=0.002925      sigma=19.280817    Gap=0.071157
 113:  mu=174.584071   Gap=0.003357      sigma=19.211780    Gap=0.067321
 114:  mu=174.500000   Gap=0.002874      sigma=19.148199    Gap=0.063789
 115:  mu=174.313043   Gap=0.001799      sigma=19.168981    Gap=0.064943
 116:  mu=174.413793   Gap=0.002378      sigma=19.116733    Gap=0.062041
 117:  mu=174.709402   Gap=0.004077      sigma=19.299289    Gap=0.072183
 118:  mu=174.889831   Gap=0.005114      sigma=19.316184    Gap=0.073121
 119:  mu=174.815126   Gap=0.004685      sigma=19.251963    Gap=0.069554
 120:  mu=174.741667   Gap=0.004262      sigma=19.188319    Gap=0.066018
 121:  mu=174.694215   Gap=0.003990      sigma=19.115933    Gap=0.061996
 122:  mu=174.581967   Gap=0.003345      sigma=19.077426    Gap=0.059857
 123:  mu=174.422764   Gap=0.002430      sigma=19.080918    Gap=0.060051
 124:  mu=174.370968   Gap=0.002132      sigma=19.012503    Gap=0.056250
 125:  mu=174.336000   Gap=0.001931      sigma=18.940304    Gap=0.052239
 126:  mu=174.436508   Gap=0.002509      sigma=18.898432    Gap=0.049913
 127:  mu=174.283465   Gap=0.001629      sigma=18.902109    Gap=0.050117
 128:  mu=174.476562   Gap=0.002739      sigma=18.953465    Gap=0.052970
 129:  mu=174.511628   Gap=0.002940      sigma=18.884026    Gap=0.049113
 130:  mu=174.576923   Gap=0.003316      sigma=18.825868    Gap=0.045882
 131:  mu=174.763359   Gap=0.004387      sigma=18.873962    Gap=0.048553
 132:  mu=174.818182   Gap=0.004702      sigma=18.812801    Gap=0.045156
 133:  mu=174.781955   Gap=0.004494      sigma=18.746564    Gap=0.041476
 134:  mu=174.783582   Gap=0.004503      sigma=18.676493    Gap=0.037583
 135:  mu=174.748148   Gap=0.004300      sigma=18.611712    Gap=0.033984
 136:  mu=174.661765   Gap=0.003803      sigma=18.570304    Gap=0.031684
 137:  mu=174.788321   Gap=0.004531      sigma=18.561175    Gap=0.031176
 138:  mu=174.775362   Gap=0.004456      sigma=18.494425    Gap=0.027468
 139:  mu=174.654676   Gap=0.003763      sigma=18.482234    Gap=0.026791
 140:  mu=174.692857   Gap=0.003982      sigma=18.421609    Gap=0.023423
 141:  mu=174.680851   Gap=0.003913      sigma=18.356717    Gap=0.019818
 142:  mu=174.640845   Gap=0.003683      sigma=18.298134    Gap=0.016563
 143:  mu=174.776224   Gap=0.004461      sigma=18.305267    Gap=0.016959
 144:  mu=174.708333   Gap=0.004071      sigma=18.259653    Gap=0.014425
 145:  mu=174.793103   Gap=0.004558      sigma=18.224991    Gap=0.012500
 146:  mu=174.801370   Gap=0.004606      sigma=18.162742    Gap=0.009041
 147:  mu=174.870748   Gap=0.005004      sigma=18.120260    Gap=0.006681
 148:  mu=175.094595   Gap=0.006291      sigma=18.261737    Gap=0.014541
 149:  mu=175.080537   Gap=0.006210      sigma=18.201157    Gap=0.011175
 150:  mu=174.973333   Gap=0.005594      sigma=18.187522    Gap=0.010418
 151:  mu=174.854305   Gap=0.004910      sigma=18.185722    Gap=0.010318
 152:  mu=174.855263   Gap=0.004915      sigma=18.125806    Gap=0.006989
 153:  mu=175.006536   Gap=0.005785      sigma=18.162483    Gap=0.009027
 154:  mu=174.863636   Gap=0.004963      sigma=18.189503    Gap=0.010528
 155:  mu=174.883871   Gap=0.005080      sigma=18.132471    Gap=0.007360
 156:  mu=174.897436   Gap=0.005158      sigma=18.075050    Gap=0.004169
 157:  mu=174.866242   Gap=0.004978      sigma=18.021606    Gap=0.001200
 158:  mu=174.898734   Gap=0.005165      sigma=17.969098    Gap=0.001717
 159:  mu=174.817610   Gap=0.004699      sigma=17.941504    Gap=0.003250
 160:  mu=174.650000   Gap=0.003736      sigma=18.009789    Gap=0.000544
 161:  mu=174.645963   Gap=0.003712      sigma=17.953843    Gap=0.002564
 162:  mu=174.691358   Gap=0.003973      sigma=17.907611    Gap=0.005133
 163:  mu=174.699387   Gap=0.004019      sigma=17.852887    Gap=0.008173
 164:  mu=174.774390   Gap=0.004451      sigma=17.824116    Gap=0.009771
 165:  mu=174.745455   Gap=0.004284      sigma=17.773884    Gap=0.012562
 166:  mu=174.753012   Gap=0.004328      sigma=17.720534    Gap=0.015526
 167:  mu=174.856287   Gap=0.004921      sigma=17.717435    Gap=0.015698
 168:  mu=174.845238   Gap=0.004858      sigma=17.665203    Gap=0.018600
 169:  mu=174.798817   Gap=0.004591      sigma=17.623136    Gap=0.020937
 170:  mu=174.752941   Gap=0.004327      sigma=17.581344    Gap=0.023259
 171:  mu=174.643275   Gap=0.003697      sigma=17.588081    Gap=0.022884
 172:  mu=174.517442   Gap=0.002974      sigma=17.613906    Gap=0.021450
 173:  mu=174.387283   Gap=0.002226      sigma=17.645686    Gap=0.019684
 174:  mu=174.074713   Gap=0.000429      sigma=18.068838    Gap=0.003824
 175:  mu=174.262857   Gap=0.001511      sigma=18.187265    Gap=0.010404
 176:  mu=174.278409   Gap=0.001600      sigma=18.136690    Gap=0.007594
 177:  mu=174.344633   Gap=0.001981      sigma=18.106711    Gap=0.005928
 178:  mu=174.219101   Gap=0.001259      sigma=18.132852    Gap=0.007381
 179:  mu=174.184358   Gap=0.001060      sigma=18.088071    Gap=0.004893
 180:  mu=174.166667   Gap=0.000958      sigma=18.039309    Gap=0.002184
 181:  mu=174.226519   Gap=0.001302      sigma=18.007321    Gap=0.000407
 182:  mu=174.065934   Gap=0.000379      sigma=18.087275    Gap=0.004849
 183:  mu=174.300546   Gap=0.001727      sigma=18.313373    Gap=0.017410
 184:  mu=174.369565   Gap=0.002124      sigma=18.287390    Gap=0.015966
 185:  mu=174.464865   Gap=0.002672      sigma=18.283654    Gap=0.015759
 186:  mu=174.580645   Gap=0.003337      sigma=18.302313    Gap=0.016795
 187:  mu=174.497326   Gap=0.002858      sigma=18.288647    Gap=0.016036
 188:  mu=174.606383   Gap=0.003485      sigma=18.300807    Gap=0.016711
 189:  mu=174.433862   Gap=0.002493      sigma=18.404972    Gap=0.022498
 190:  mu=174.463158   Gap=0.002662      sigma=18.360891    Gap=0.020050
 191:  mu=174.465969   Gap=0.002678      sigma=18.312804    Gap=0.017378
 192:  mu=174.739583   Gap=0.004250      sigma=18.652382    Gap=0.036243
 193:  mu=174.844560   Gap=0.004854      sigma=18.660776    Gap=0.036710
 194:  mu=174.809278   Gap=0.004651      sigma=18.619071    Gap=0.034393
 195:  mu=174.876923   Gap=0.005040      sigma=18.595153    Gap=0.033064
 196:  mu=174.790816   Gap=0.004545      sigma=18.586590    Gap=0.032588
 197:  mu=174.862944   Gap=0.004959      sigma=18.566836    Gap=0.031491
 198:  mu=174.752525   Gap=0.004325      sigma=18.584624    Gap=0.032479
 199:  mu=174.472362   Gap=0.002715      sigma=18.952413    Gap=0.052912
 200:  mu=174.505000   Gap=0.002902      sigma=18.910578    Gap=0.050588
 201:  mu=174.557214   Gap=0.003202      sigma=18.877926    Gap=0.048774
 202:  mu=174.678218   Gap=0.003898      sigma=18.909121    Gap=0.050507
 203:  mu=174.669951   Gap=0.003850      sigma=18.862856    Gap=0.047936
 204:  mu=174.549020   Gap=0.003155      sigma=18.895288    Gap=0.049738
 205:  mu=174.551220   Gap=0.003168      sigma=18.849172    Gap=0.047176
 206:  mu=174.470874   Gap=0.002706      sigma=18.838522    Gap=0.046585
 207:  mu=174.463768   Gap=0.002665      sigma=18.793240    Gap=0.044069
 208:  mu=174.379808   Gap=0.002183      sigma=18.786886    Gap=0.043716
 209:  mu=174.411483   Gap=0.002365      sigma=18.747454    Gap=0.041525
 210:  mu=174.514286   Gap=0.002956      sigma=18.761721    Gap=0.042318
 211:  mu=174.625592   Gap=0.003595      sigma=18.786582    Gap=0.043699
 212:  mu=174.665094   Gap=0.003822      sigma=18.751003    Gap=0.041722
 213:  mu=174.535211   Gap=0.003076      sigma=18.802281    Gap=0.044571
 214:  mu=174.560748   Gap=0.003223      sigma=18.762001    Gap=0.042333
 215:  mu=174.567442   Gap=0.003261      sigma=18.718573    Gap=0.039921
 216:  mu=174.620370   Gap=0.003565      sigma=18.691312    Gap=0.038406
 217:  mu=174.516129   Gap=0.002966      sigma=18.711020    Gap=0.039501
 218:  mu=174.550459   Gap=0.003164      sigma=18.674904    Gap=0.037495
 219:  mu=174.547945   Gap=0.003149      sigma=18.632255    Gap=0.035125
 220:  mu=174.536364   Gap=0.003083      sigma=18.590651    Gap=0.032814
 221:  mu=174.619910   Gap=0.003563      sigma=18.589891    Gap=0.032772
 222:  mu=174.657658   Gap=0.003780      sigma=18.556461    Gap=0.030915
 223:  mu=174.748879   Gap=0.004304      sigma=18.564629    Gap=0.031368
 224:  mu=174.758929   Gap=0.004362      sigma=18.523752    Gap=0.029097
 225:  mu=174.733333   Gap=0.004215      sigma=18.486512    Gap=0.027028
 226:  mu=174.703540   Gap=0.004043      sigma=18.450980    Gap=0.025054
 227:  mu=174.647577   Gap=0.003722      sigma=18.429507    Gap=0.023861
 228:  mu=174.627193   Gap=0.003605      sigma=18.391611    Gap=0.021756
 229:  mu=174.558952   Gap=0.003212      sigma=18.380317    Gap=0.021129
 230:  mu=174.521739   Gap=0.002999      sigma=18.348959    Gap=0.019387
 231:  mu=174.458874   Gap=0.002637      sigma=18.334005    Gap=0.018556
 232:  mu=174.482759   Gap=0.002774      sigma=18.298051    Gap=0.016558
 233:  mu=174.416309   Gap=0.002393      sigma=18.286774    Gap=0.015932
 234:  mu=174.337607   Gap=0.001940      sigma=18.287160    Gap=0.015953
 235:  mu=174.340426   Gap=0.001956      sigma=18.248260    Gap=0.013792
 236:  mu=174.233051   Gap=0.001339      sigma=18.283801    Gap=0.015767
 237:  mu=174.097046   Gap=0.000558      sigma=18.364427    Gap=0.020246
 238:  mu=174.079832   Gap=0.000459      sigma=18.327722    Gap=0.018207
 239:  mu=174.179916   Gap=0.001034      sigma=18.354399    Gap=0.019689
 240:  mu=174.125000   Gap=0.000718      sigma=18.335786    Gap=0.018655
 241:  mu=174.174274   Gap=0.001002      sigma=18.313621    Gap=0.017423
 242:  mu=174.148760   Gap=0.000855      sigma=18.280035    Gap=0.015558
 243:  mu=174.094650   Gap=0.000544      sigma=18.261793    Gap=0.014544
 244:  mu=174.200820   Gap=0.001154      sigma=18.299328    Gap=0.016629
 245:  mu=174.187755   Gap=0.001079      sigma=18.263085    Gap=0.014616
 246:  mu=174.321138   Gap=0.001846      sigma=18.345114    Gap=0.019173
 247:  mu=174.259109   Gap=0.001489      sigma=18.333772    Gap=0.018543
 248:  mu=174.193548   Gap=0.001112      sigma=18.325761    Gap=0.018098
 249:  mu=174.132530   Gap=0.000762      sigma=18.314151    Gap=0.017453
 250:  mu=173.980000   Gap=0.000115      sigma=18.435281    Gap=0.024182
 251:  mu=174.035857   Gap=0.000206      sigma=18.419706    Gap=0.023317
 252:  mu=173.960317   Gap=0.000228      sigma=18.422037    Gap=0.023446
 253:  mu=174.051383   Gap=0.000295      sigma=18.442340    Gap=0.024574
 254:  mu=174.007874   Gap=0.000045      sigma=18.419006    Gap=0.023278
 255:  mu=173.972549   Gap=0.000158      sigma=18.391474    Gap=0.021749
 256:  mu=173.917969   Gap=0.000471      sigma=18.376199    Gap=0.020900
 257:  mu=173.840467   Gap=0.000917      sigma=18.382285    Gap=0.021238
 258:  mu=173.825581   Gap=0.001002      sigma=18.348178    Gap=0.019343
 259:  mu=173.972973   Gap=0.000155      sigma=18.465120    Gap=0.025840
 260:  mu=174.015385   Gap=0.000088      sigma=18.442211    Gap=0.024567
 261:  mu=174.053640   Gap=0.000308      sigma=18.417180    Gap=0.023177
