任务数量： 500
实际：mu=125.000000   sigma=15.000000

   1:  mu=122.000000   Gap=0.024000      sigma=0.000000    Gap=1.000000
   2:  mu=133.000000   Gap=0.064000      sigma=11.000000    Gap=0.266667
   3:  mu=130.000000   Gap=0.040000      sigma=9.933110    Gap=0.337793
   4:  mu=137.500000   Gap=0.100000      sigma=15.580436    Gap=0.038696
   5:  mu=137.000000   Gap=0.096000      sigma=13.971399    Gap=0.068573
   6:  mu=138.666667   Gap=0.109333      sigma=13.287421    Gap=0.114172
   7:  mu=137.285714   Gap=0.098286      sigma=12.758351    Gap=0.149443
   8:  mu=135.125000   Gap=0.081000      sigma=13.232890    Gap=0.117807
   9:  mu=134.333333   Gap=0.074667      sigma=12.675436    Gap=0.154971
  10:  mu=135.000000   Gap=0.080000      sigma=12.190160    Gap=0.187323
  11:  mu=134.272727   Gap=0.074182      sigma=11.848214    Gap=0.210119
  12:  mu=133.500000   Gap=0.068000      sigma=11.629703    Gap=0.224686
  13:  mu=131.538462   Gap=0.052308      sigma=13.077376    Gap=0.128175
  14:  mu=132.785714   Gap=0.062286      sigma=13.380041    Gap=0.107997
  15:  mu=132.533333   Gap=0.060267      sigma=12.960796    Gap=0.135947
  16:  mu=132.437500   Gap=0.059500      sigma=12.554724    Gap=0.163018
  17:  mu=130.764706   Gap=0.046118      sigma=13.896802    Gap=0.073547
  18:  mu=130.000000   Gap=0.040000      sigma=13.868429    Gap=0.075438
  19:  mu=128.736842   Gap=0.029895      sigma=14.523455    Gap=0.031770
  20:  mu=127.300000   Gap=0.018400      sigma=15.479341    Gap=0.031956
  21:  mu=127.190476   Gap=0.017524      sigma=15.114229    Gap=0.007615
  22:  mu=126.727273   Gap=0.013818      sigma=14.918511    Gap=0.005433
  23:  mu=126.260870   Gap=0.010087      sigma=14.753680    Gap=0.016421
  24:  mu=125.916667   Gap=0.007333      sigma=14.537069    Gap=0.030862
  25:  mu=125.640000   Gap=0.005120      sigma=14.307704    Gap=0.046153
  26:  mu=124.730769   Gap=0.002154      sigma=14.748032    Gap=0.016798
  27:  mu=125.000000   Gap=0.000000      sigma=14.537308    Gap=0.030846
  28:  mu=124.428571   Gap=0.004571      sigma=14.580879    Gap=0.027941
  29:  mu=123.448276   Gap=0.012414      sigma=15.237400    Gap=0.015827
  30:  mu=124.100000   Gap=0.007200      sigma=15.386899    Gap=0.025793
  31:  mu=124.741935   Gap=0.002065      sigma=15.539684    Gap=0.035979
  32:  mu=125.468750   Gap=0.003750      sigma=15.821236    Gap=0.054749
  33:  mu=125.303030   Gap=0.002424      sigma=15.607855    Gap=0.040524
  34:  mu=125.235294   Gap=0.001882      sigma=15.381537    Gap=0.025436
  35:  mu=125.028571   Gap=0.000229      sigma=15.208054    Gap=0.013870
  36:  mu=125.388889   Gap=0.003111      sigma=15.146099    Gap=0.009740
  37:  mu=124.756757   Gap=0.001946      sigma=15.413938    Gap=0.027596
  38:  mu=124.552632   Gap=0.003579      sigma=15.260367    Gap=0.017358
  39:  mu=124.871795   Gap=0.001026      sigma=15.191393    Gap=0.012760
  40:  mu=124.750000   Gap=0.002000      sigma=15.019571    Gap=0.001305
  41:  mu=124.512195   Gap=0.003902      sigma=14.911318    Gap=0.005912
  42:  mu=124.238095   Gap=0.006095      sigma=14.836906    Gap=0.010873
  43:  mu=124.279070   Gap=0.005767      sigma=14.665773    Gap=0.022282
  44:  mu=124.772727   Gap=0.001818      sigma=14.855155    Gap=0.009656
  45:  mu=124.733333   Gap=0.002133      sigma=14.691494    Gap=0.020567
  46:  mu=124.673913   Gap=0.002609      sigma=14.536393    Gap=0.030907
  47:  mu=124.702128   Gap=0.002383      sigma=14.382192    Gap=0.041187
  48:  mu=124.583333   Gap=0.003333      sigma=14.254872    Gap=0.049675
  49:  mu=124.979592   Gap=0.000163      sigma=14.373288    Gap=0.041781
  50:  mu=124.980000   Gap=0.000160      sigma=14.228830    Gap=0.051411
  51:  mu=124.901961   Gap=0.000784      sigma=14.099444    Gap=0.060037
  52:  mu=124.923077   Gap=0.000615      sigma=13.964028    Gap=0.069065
  53:  mu=125.037736   Gap=0.000302      sigma=13.856355    Gap=0.076243
  54:  mu=125.203704   Gap=0.001630      sigma=13.780528    Gap=0.081298
  55:  mu=125.690909   Gap=0.005527      sigma=14.116235    Gap=0.058918
  56:  mu=125.357143   Gap=0.002857      sigma=14.206926    Gap=0.052872
  57:  mu=125.245614   Gap=0.001965      sigma=14.106463    Gap=0.059569
  58:  mu=125.051724   Gap=0.000414      sigma=14.060733    Gap=0.062618
  59:  mu=125.542373   Gap=0.004339      sigma=14.433156    Gap=0.037790
  60:  mu=125.400000   Gap=0.003200      sigma=14.354093    Gap=0.043060
  61:  mu=125.229508   Gap=0.001836      sigma=14.297075    Gap=0.046862
  62:  mu=125.032258   Gap=0.000258      sigma=14.264741    Gap=0.049017
  63:  mu=125.031746   Gap=0.000254      sigma=14.151076    Gap=0.056595
  64:  mu=124.796875   Gap=0.001625      sigma=14.163311    Gap=0.055779
  65:  mu=124.800000   Gap=0.001600      sigma=14.053962    Gap=0.063069
  66:  mu=124.727273   Gap=0.002182      sigma=13.959406    Gap=0.069373
  67:  mu=124.776119   Gap=0.001791      sigma=13.860522    Gap=0.075965
  68:  mu=124.264706   Gap=0.005882      sigma=14.380969    Gap=0.041269
  69:  mu=124.333333   Gap=0.005333      sigma=14.287591    Gap=0.047494
  70:  mu=124.271429   Gap=0.005829      sigma=14.194487    Gap=0.053701
  71:  mu=124.732394   Gap=0.002141      sigma=14.612321    Gap=0.025845
  72:  mu=124.638889   Gap=0.002889      sigma=14.531867    Gap=0.031209
  73:  mu=124.739726   Gap=0.002082      sigma=14.457332    Gap=0.036178
  74:  mu=124.959459   Gap=0.000324      sigma=14.481525    Gap=0.034565
