任务数量： 500
实际：mu=337.000000   sigma=43.000000

   1:  mu=358.000000   Gap=0.062315      sigma=0.000000    Gap=1.000000
   2:  mu=362.000000   Gap=0.074184      sigma=4.000000    Gap=0.906977
   3:  mu=330.666667   Gap=0.018793      sigma=44.432221    Gap=0.033307
   4:  mu=322.000000   Gap=0.044510      sigma=41.303753    Gap=0.039448
   5:  mu=324.600000   Gap=0.036795      sigma=37.307372    Gap=0.132387
   6:  mu=320.166667   Gap=0.049951      sigma=35.470254    Gap=0.175110
   7:  mu=329.142857   Gap=0.023315      sigma=39.520080    Gap=0.080928
   8:  mu=332.875000   Gap=0.012240      sigma=38.263682    Gap=0.110147
   9:  mu=332.222222   Gap=0.014177      sigma=36.122562    Gap=0.159940
  10:  mu=333.100000   Gap=0.011573      sigma=34.369900    Gap=0.200700
  11:  mu=332.272727   Gap=0.014028      sigma=32.874668    Gap=0.235473
  12:  mu=329.916667   Gap=0.021019      sigma=32.430588    Gap=0.245800
  13:  mu=330.153846   Gap=0.020315      sigma=31.169132    Gap=0.275136
  14:  mu=325.857143   Gap=0.033065      sigma=33.795302    Gap=0.214063
  15:  mu=326.666667   Gap=0.030663      sigma=32.789565    Gap=0.237452
  16:  mu=324.187500   Gap=0.038019      sigma=33.168544    Gap=0.228639
  17:  mu=327.705882   Gap=0.027579      sigma=35.121243    Gap=0.183227
  18:  mu=326.222222   Gap=0.031982      sigma=34.675569    Gap=0.193591
  19:  mu=330.210526   Gap=0.020147      sigma=37.754859    Gap=0.121980
  20:  mu=327.350000   Gap=0.028635      sigma=38.853925    Gap=0.096420
  21:  mu=328.428571   Gap=0.025435      sigma=38.223119    Gap=0.111090
  22:  mu=329.818182   Gap=0.021311      sigma=37.883357    Gap=0.118992
  23:  mu=330.913043   Gap=0.018062      sigma=37.404851    Gap=0.130120
  24:  mu=330.916667   Gap=0.018051      sigma=36.617296    Gap=0.148435
  25:  mu=332.000000   Gap=0.014837      sigma=36.267892    Gap=0.156561
  26:  mu=330.076923   Gap=0.020543      sigma=36.840533    Gap=0.143243
  27:  mu=328.481481   Gap=0.025278      sigma=37.055884    Gap=0.138235
  28:  mu=328.714286   Gap=0.024587      sigma=36.408258    Gap=0.153296
  29:  mu=328.689655   Gap=0.024660      sigma=35.775260    Gap=0.168017
  30:  mu=328.066667   Gap=0.026508      sigma=35.333585    Gap=0.178289
  31:  mu=324.419355   Gap=0.037331      sigma=40.090844    Gap=0.067655
  32:  mu=323.500000   Gap=0.040059      sigma=39.790074    Gap=0.074649
  33:  mu=324.454545   Gap=0.037227      sigma=39.552873    Gap=0.080166
  34:  mu=323.882353   Gap=0.038925      sigma=39.105261    Gap=0.090575
  35:  mu=323.857143   Gap=0.039000      sigma=38.542847    Gap=0.103655
  36:  mu=325.277778   Gap=0.034784      sigma=38.922010    Gap=0.094837
  37:  mu=323.648649   Gap=0.039618      sigma=39.617234    Gap=0.078669
  38:  mu=324.026316   Gap=0.038498      sigma=39.159920    Gap=0.089304
  39:  mu=325.923077   Gap=0.032869      sigma=40.384298    Gap=0.060830
  40:  mu=325.925000   Gap=0.032864      sigma=39.876301    Gap=0.072644
  41:  mu=324.658537   Gap=0.036622      sigma=40.193198    Gap=0.065274
  42:  mu=326.357143   Gap=0.031581      sigma=41.174322    Gap=0.042458
  43:  mu=327.558140   Gap=0.028017      sigma=41.430414    Gap=0.036502
  44:  mu=328.022727   Gap=0.026639      sigma=41.070056    Gap=0.044882
  45:  mu=327.533333   Gap=0.028091      sigma=40.740698    Gap=0.052542
  46:  mu=328.130435   Gap=0.026319      sigma=40.494019    Gap=0.058279
  47:  mu=328.382979   Gap=0.025570      sigma=40.097516    Gap=0.067500
  48:  mu=328.625000   Gap=0.024852      sigma=39.712312    Gap=0.076458
  49:  mu=328.285714   Gap=0.025858      sigma=39.375223    Gap=0.084297
  50:  mu=327.800000   Gap=0.027300      sigma=39.127484    Gap=0.090059
  51:  mu=328.352941   Gap=0.025659      sigma=38.938777    Gap=0.094447
  52:  mu=328.019231   Gap=0.026649      sigma=38.636118    Gap=0.101486
  53:  mu=329.037736   Gap=0.023627      sigma=38.968280    Gap=0.093761
  54:  mu=328.092593   Gap=0.026431      sigma=39.214164    Gap=0.088043
  55:  mu=330.654545   Gap=0.018829      sigma=43.176685    Gap=0.004109
  56:  mu=330.982143   Gap=0.017857      sigma=42.858359    Gap=0.003294
  57:  mu=330.859649   Gap=0.018221      sigma=42.490634    Gap=0.011846
  58:  mu=331.982759   Gap=0.014888      sigma=42.967707    Gap=0.000751
