任务数量： 500
实际：mu=163.000000   sigma=22.000000

   1:  mu=194.000000   Gap=0.190184      sigma=0.000000    Gap=1.000000
   2:  mu=185.500000   Gap=0.138037      sigma=8.500000    Gap=0.613636
   3:  mu=175.000000   Gap=0.073620      sigma=16.391054    Gap=0.254952
   4:  mu=181.250000   Gap=0.111963      sigma=17.851821    Gap=0.188554
   5:  mu=173.600000   Gap=0.065031      sigma=22.114249    Gap=0.005193
   6:  mu=168.500000   Gap=0.033742      sigma=23.185843    Gap=0.053902
   7:  mu=165.571429   Gap=0.015776      sigma=22.632828    Gap=0.028765
   8:  mu=168.125000   Gap=0.031442      sigma=22.222947    Gap=0.010134
   9:  mu=164.000000   Gap=0.006135      sigma=23.981474    Gap=0.090067
  10:  mu=164.000000   Gap=0.006135      sigma=22.750824    Gap=0.034128
  11:  mu=162.909091   Gap=0.000558      sigma=21.964660    Gap=0.001606
  12:  mu=161.416667   Gap=0.009714      sigma=21.604237    Gap=0.017989
  13:  mu=162.538462   Gap=0.002832      sigma=21.117311    Gap=0.040122
  14:  mu=160.214286   Gap=0.017090      sigma=22.007072    Gap=0.000321
  15:  mu=159.933333   Gap=0.018814      sigma=21.286824    Gap=0.032417
  16:  mu=158.250000   Gap=0.029141      sigma=21.617412    Gap=0.017390
  17:  mu=160.176471   Gap=0.017322      sigma=22.342877    Gap=0.015585
  18:  mu=158.777778   Gap=0.025903      sigma=22.466161    Gap=0.021189
  19:  mu=158.263158   Gap=0.029060      sigma=21.975685    Gap=0.001105
  20:  mu=156.900000   Gap=0.037423      sigma=22.228135    Gap=0.010370
  21:  mu=157.857143   Gap=0.031551      sigma=22.110729    Gap=0.005033
  22:  mu=156.545455   Gap=0.039598      sigma=22.423055    Gap=0.019230
  23:  mu=155.869565   Gap=0.043745      sigma=22.158136    Gap=0.007188
  24:  mu=157.750000   Gap=0.032209      sigma=23.491577    Gap=0.067799
  25:  mu=157.160000   Gap=0.035828      sigma=23.197724    Gap=0.054442
  26:  mu=158.538462   Gap=0.027371      sigma=23.768484    Gap=0.080386
  27:  mu=158.037037   Gap=0.030448      sigma=23.463891    Gap=0.066541
  28:  mu=157.750000   Gap=0.032209      sigma=23.089306    Gap=0.049514
  29:  mu=156.413793   Gap=0.040406      sigma=23.763950    Gap=0.080180
  30:  mu=155.600000   Gap=0.045399      sigma=23.771972    Gap=0.080544
  31:  mu=156.000000   Gap=0.042945      sigma=23.487814    Gap=0.067628
  32:  mu=156.218750   Gap=0.041603      sigma=23.149965    Gap=0.052271
  33:  mu=156.787879   Gap=0.038111      sigma=23.022726    Gap=0.046488
  34:  mu=157.941176   Gap=0.031036      sigma=23.629420    Gap=0.074065
  35:  mu=156.742857   Gap=0.038387      sigma=24.315008    Gap=0.105228
