任务数量： 500
实际：mu=338.000000   sigma=48.000000

   1:  mu=411.000000   Gap=0.215976      sigma=0.000000    Gap=1.000000
   2:  mu=362.500000   Gap=0.072485      sigma=48.500000    Gap=0.010417
   3:  mu=379.333333   Gap=0.122288      sigma=46.204858    Gap=0.037399
   4:  mu=377.000000   Gap=0.115385      sigma=40.218155    Gap=0.162122
   5:  mu=366.000000   Gap=0.082840      sigma=42.166337    Gap=0.121535
   6:  mu=346.166667   Gap=0.024162      sigma=58.723694    Gap=0.223410
   7:  mu=336.000000   Gap=0.005917      sigma=59.799666    Gap=0.245826
   8:  mu=340.000000   Gap=0.005917      sigma=56.929781    Gap=0.186037
   9:  mu=339.000000   Gap=0.002959      sigma=53.748385    Gap=0.119758
  10:  mu=337.600000   Gap=0.001183      sigma=51.162877    Gap=0.065893
  11:  mu=332.636364   Gap=0.015869      sigma=51.244996    Gap=0.067604
  12:  mu=330.750000   Gap=0.021450      sigma=49.460632    Gap=0.030430
  13:  mu=329.153846   Gap=0.026172      sigma=47.840836    Gap=0.003316
  14:  mu=329.142857   Gap=0.026205      sigma=46.100600    Gap=0.039571
  15:  mu=333.133333   Gap=0.014398      sigma=46.973562    Gap=0.021384
  16:  mu=326.625000   Gap=0.033654      sigma=51.999850    Gap=0.083330
  17:  mu=330.235294   Gap=0.022973      sigma=52.473556    Gap=0.093199
  18:  mu=328.777778   Gap=0.027285      sigma=51.348002    Gap=0.069750
  19:  mu=327.526316   Gap=0.030987      sigma=50.259713    Gap=0.047077
  20:  mu=331.650000   Gap=0.018787      sigma=52.180720    Gap=0.087098
  21:  mu=333.238095   Gap=0.014088      sigma=51.416048    Gap=0.071168
  22:  mu=331.954545   Gap=0.017886      sigma=50.577103    Gap=0.053690
  23:  mu=329.695652   Gap=0.024569      sigma=50.587363    Gap=0.053903
  24:  mu=328.750000   Gap=0.027367      sigma=49.729477    Gap=0.036031
  25:  mu=333.800000   Gap=0.012426      sigma=54.645768    Gap=0.138454
  26:  mu=332.538462   Gap=0.016158      sigma=53.954561    Gap=0.124053
  27:  mu=331.777778   Gap=0.018409      sigma=53.087861    Gap=0.105997
  28:  mu=333.535714   Gap=0.013208      sigma=52.925475    Gap=0.102614
  29:  mu=332.586207   Gap=0.016017      sigma=52.247103    Gap=0.088481
  30:  mu=334.833333   Gap=0.009369      sigma=52.775047    Gap=0.099480
  31:  mu=333.806452   Gap=0.012407      sigma=52.220636    Gap=0.087930
  32:  mu=335.562500   Gap=0.007212      sigma=52.319892    Gap=0.089998
  33:  mu=337.666667   Gap=0.000986      sigma=52.878171    Gap=0.101629
  34:  mu=337.588235   Gap=0.001218      sigma=52.096696    Gap=0.085348
  35:  mu=339.657143   Gap=0.004903      sigma=52.745179    Gap=0.098858
  36:  mu=340.666667   Gap=0.007890      sigma=52.349254    Gap=0.090609
  37:  mu=340.081081   Gap=0.006157      sigma=51.756383    Gap=0.078258
  38:  mu=340.052632   Gap=0.006073      sigma=51.071131    Gap=0.063982
  39:  mu=341.769231   Gap=0.011152      sigma=51.510746    Gap=0.073141
  40:  mu=340.475000   Gap=0.007322      sigma=51.500965    Gap=0.072937
  41:  mu=340.170732   Gap=0.006422      sigma=50.905413    Gap=0.060529
  42:  mu=338.500000   Gap=0.001479      sigma=51.420882    Gap=0.071268
  43:  mu=338.697674   Gap=0.002064      sigma=50.835592    Gap=0.059075
