任务数量： 500
实际：mu=281.000000   sigma=24.000000

   1:  mu=263.000000   Gap=0.064057      sigma=0.000000    Gap=1.000000
   2:  mu=266.000000   Gap=0.053381      sigma=3.000000    Gap=0.875000
   3:  mu=265.000000   Gap=0.056940      sigma=2.828427    Gap=0.882149
   4:  mu=269.500000   Gap=0.040925      sigma=8.170067    Gap=0.659581
   5:  mu=271.400000   Gap=0.034164      sigma=8.236504    Gap=0.656812
   6:  mu=266.333333   Gap=0.052195      sigma=13.597385    Gap=0.433442
   7:  mu=269.000000   Gap=0.042705      sigma=14.182484    Gap=0.409063
   8:  mu=275.500000   Gap=0.019573      sigma=21.719807    Gap=0.095008
   9:  mu=275.666667   Gap=0.018980      sigma=20.483055    Gap=0.146539
  10:  mu=276.300000   Gap=0.016726      sigma=19.524600    Gap=0.186475
  11:  mu=276.000000   Gap=0.017794      sigma=18.640133    Gap=0.223328
  12:  mu=277.666667   Gap=0.011862      sigma=18.683029    Gap=0.221540
  13:  mu=279.615385   Gap=0.004927      sigma=19.177465    Gap=0.200939
  14:  mu=281.571429   Gap=0.002034      sigma=19.779911    Gap=0.175837
  15:  mu=281.933333   Gap=0.003321      sigma=19.157128    Gap=0.201786
  16:  mu=281.875000   Gap=0.003114      sigma=18.550185    Gap=0.227076
  17:  mu=282.000000   Gap=0.003559      sigma=18.003268    Gap=0.249864
  18:  mu=281.500000   Gap=0.001779      sigma=17.617069    Gap=0.265955
  19:  mu=281.421053   Gap=0.001498      sigma=17.150467    Gap=0.285397
  20:  mu=279.450000   Gap=0.005516      sigma=18.794880    Gap=0.216880
  21:  mu=276.904762   Gap=0.014574      sigma=21.586823    Gap=0.100549
  22:  mu=277.863636   Gap=0.011161      sigma=21.543393    Gap=0.102359
  23:  mu=276.652174   Gap=0.015473      sigma=21.822622    Gap=0.090724
  24:  mu=275.125000   Gap=0.020907      sigma=22.583756    Gap=0.059010
  25:  mu=275.160000   Gap=0.020783      sigma=22.128136    Gap=0.077994
  26:  mu=275.576923   Gap=0.019299      sigma=21.798329    Gap=0.091736
  27:  mu=275.925926   Gap=0.018057      sigma=21.464744    Gap=0.105636
  28:  mu=275.750000   Gap=0.018683      sigma=21.097774    Gap=0.120926
  29:  mu=275.344828   Gap=0.020125      sigma=20.841398    Gap=0.131608
  30:  mu=276.066667   Gap=0.017556      sigma=20.856547    Gap=0.130977
  31:  mu=276.612903   Gap=0.015612      sigma=20.734384    Gap=0.136067
  32:  mu=276.468750   Gap=0.016125      sigma=20.423614    Gap=0.149016
  33:  mu=277.575758   Gap=0.012186      sigma=21.064159    Gap=0.122327
  34:  mu=276.823529   Gap=0.014863      sigma=21.197212    Gap=0.116783
  35:  mu=276.057143   Gap=0.017590      sigma=21.364781    Gap=0.109801
  36:  mu=277.055556   Gap=0.014037      sigma=21.878382    Gap=0.088401
  37:  mu=277.675676   Gap=0.011830      sigma=21.899098    Gap=0.087538
  38:  mu=278.210526   Gap=0.009927      sigma=21.852566    Gap=0.089476
  39:  mu=277.794872   Gap=0.011406      sigma=21.722232    Gap=0.094907
  40:  mu=278.525000   Gap=0.008808      sigma=21.928278    Gap=0.086322
  41:  mu=278.609756   Gap=0.008506      sigma=21.665841    Gap=0.097257
  42:  mu=279.071429   Gap=0.006863      sigma=21.609514    Gap=0.099604
  43:  mu=278.860465   Gap=0.007614      sigma=21.400480    Gap=0.108313
  44:  mu=278.295455   Gap=0.009625      sigma=21.477874    Gap=0.105089
  45:  mu=278.088889   Gap=0.010360      sigma=21.282045    Gap=0.113248
  46:  mu=278.152174   Gap=0.010135      sigma=21.053728    Gap=0.122761
  47:  mu=278.021277   Gap=0.010600      sigma=20.847460    Gap=0.131356
  48:  mu=278.291667   Gap=0.009638      sigma=20.712273    Gap=0.136989
  49:  mu=277.326531   Gap=0.013073      sigma=21.562806    Gap=0.101550
  50:  mu=277.220000   Gap=0.013452      sigma=21.359110    Gap=0.110037
  51:  mu=276.705882   Gap=0.015282      sigma=21.458847    Gap=0.105881
  52:  mu=276.576923   Gap=0.015740      sigma=21.271456    Gap=0.113689
  53:  mu=276.415094   Gap=0.016316      sigma=21.102118    Gap=0.120745
  54:  mu=276.055556   Gap=0.017596      sigma=21.069037    Gap=0.122123
  55:  mu=275.927273   Gap=0.018052      sigma=20.897894    Gap=0.129254
  56:  mu=275.892857   Gap=0.018175      sigma=20.712038    Gap=0.136998
  57:  mu=275.456140   Gap=0.019729      sigma=20.788045    Gap=0.133831
  58:  mu=275.517241   Gap=0.019512      sigma=20.613221    Gap=0.141116
  59:  mu=276.084746   Gap=0.017492      sigma=20.889774    Gap=0.129593
  60:  mu=276.883333   Gap=0.014650      sigma=21.604083    Gap=0.099830
  61:  mu=276.754098   Gap=0.015110      sigma=21.449640    Gap=0.106265
  62:  mu=276.838710   Gap=0.014809      sigma=21.286217    Gap=0.113074
  63:  mu=277.269841   Gap=0.013275      sigma=21.387733    Gap=0.108844
  64:  mu=277.390625   Gap=0.012845      sigma=21.241629    Gap=0.114932
  65:  mu=277.538462   Gap=0.012319      sigma=21.110753    Gap=0.120385
  66:  mu=277.181818   Gap=0.013588      sigma=21.146609    Gap=0.118891
  67:  mu=277.014925   Gap=0.014182      sigma=21.031953    Gap=0.123669
  68:  mu=277.073529   Gap=0.013973      sigma=20.882244    Gap=0.129906
  69:  mu=276.782609   Gap=0.015009      sigma=20.868720    Gap=0.130470
  70:  mu=277.028571   Gap=0.014133      sigma=20.819614    Gap=0.132516
  71:  mu=277.718310   Gap=0.011679      sigma=21.462829    Gap=0.105715
  72:  mu=277.333333   Gap=0.013049      sigma=21.558705    Gap=0.101721
  73:  mu=276.808219   Gap=0.014917      sigma=21.869261    Gap=0.088781
  74:  mu=276.540541   Gap=0.015870      sigma=21.841065    Gap=0.089956
  75:  mu=276.280000   Gap=0.016797      sigma=21.810432    Gap=0.091232
  76:  mu=276.342105   Gap=0.016576      sigma=21.673142    Gap=0.096952
  77:  mu=276.441558   Gap=0.016222      sigma=21.549396    Gap=0.102109
  78:  mu=277.448718   Gap=0.012638      sigma=23.163105    Gap=0.034871
  79:  mu=277.569620   Gap=0.012208      sigma=23.040791    Gap=0.039967
  80:  mu=277.575000   Gap=0.012189      sigma=22.896383    Gap=0.045984
  81:  mu=277.901235   Gap=0.011028      sigma=22.940936    Gap=0.044128
  82:  mu=278.414634   Gap=0.009201      sigma=23.264099    Gap=0.030663
  83:  mu=278.385542   Gap=0.009304      sigma=23.125030    Gap=0.036457
  84:  mu=278.369048   Gap=0.009363      sigma=22.987460    Gap=0.042189
  85:  mu=278.505882   Gap=0.008876      sigma=22.886227    Gap=0.046407
  86:  mu=278.732558   Gap=0.008069      sigma=22.848553    Gap=0.047977
  87:  mu=278.517241   Gap=0.008835      sigma=22.804447    Gap=0.049815
  88:  mu=278.965909   Gap=0.007239      sigma=23.057462    Gap=0.039272
  89:  mu=279.202247   Gap=0.006398      sigma=23.034503    Gap=0.040229
  90:  mu=279.000000   Gap=0.007117      sigma=22.985503    Gap=0.042271
  91:  mu=279.043956   Gap=0.006961      sigma=22.862663    Gap=0.047389
  92:  mu=279.228261   Gap=0.006305      sigma=22.805941    Gap=0.049752
  93:  mu=279.247312   Gap=0.006237      sigma=22.683733    Gap=0.054844
  94:  mu=278.531915   Gap=0.008783      sigma=23.593951    Gap=0.016919
  95:  mu=278.263158   Gap=0.009740      sigma=23.613649    Gap=0.016098
