任务数量： 500
实际：mu=93.000000   sigma=10.000000

   1:  mu=78.000000   Gap=0.161290      sigma=0.000000    Gap=1.000000
   2:  mu=97.500000   Gap=0.048387      sigma=19.500000    Gap=0.950000
   3:  mu=96.000000   Gap=0.032258      sigma=16.062378    Gap=0.606238
   4:  mu=97.500000   Gap=0.048387      sigma=14.150972    Gap=0.415097
   5:  mu=95.200000   Gap=0.023656      sigma=13.466997    Gap=0.346700
   6:  mu=94.000000   Gap=0.010753      sigma=12.583057    Gap=0.258306
   7:  mu=93.857143   Gap=0.009217      sigma=11.654902    Gap=0.165490
   8:  mu=93.750000   Gap=0.008065      sigma=10.905847    Gap=0.090585
   9:  mu=91.222222   Gap=0.019116      sigma=12.523558    Gap=0.252356
  10:  mu=90.400000   Gap=0.027957      sigma=12.134249    Gap=0.213425
  11:  mu=91.454545   Gap=0.016618      sigma=12.040565    Gap=0.204057
  12:  mu=91.750000   Gap=0.013441      sigma=11.569536    Gap=0.156954
  13:  mu=92.000000   Gap=0.010753      sigma=11.149336    Gap=0.114934
  14:  mu=91.785714   Gap=0.013057      sigma=10.771514    Gap=0.077151
  15:  mu=91.200000   Gap=0.019355      sigma=10.634535    Gap=0.063453
  16:  mu=91.937500   Gap=0.011425      sigma=10.685672    Gap=0.068567
  17:  mu=91.941176   Gap=0.011385      sigma=10.366635    Gap=0.036664
  18:  mu=92.222222   Gap=0.008363      sigma=10.140982    Gap=0.014098
  19:  mu=92.315789   Gap=0.007357      sigma=9.878486    Gap=0.012151
  20:  mu=91.650000   Gap=0.014516      sigma=10.056217    Gap=0.005622
  21:  mu=91.952381   Gap=0.011265      sigma=9.906593    Gap=0.009341
  22:  mu=91.909091   Gap=0.011730      sigma=9.680858    Gap=0.031914
  23:  mu=92.608696   Gap=0.004208      sigma=10.020584    Gap=0.002058
  24:  mu=92.750000   Gap=0.002688      sigma=9.832980    Gap=0.016702
  25:  mu=92.720000   Gap=0.003011      sigma=9.635435    Gap=0.036457
  26:  mu=93.038462   Gap=0.000414      sigma=9.581556    Gap=0.041844
  27:  mu=92.703704   Gap=0.003186      sigma=9.556130    Gap=0.044387
  28:  mu=92.857143   Gap=0.001536      sigma=9.417743    Gap=0.058226
  29:  mu=93.034483   Gap=0.000371      sigma=9.301401    Gap=0.069860
  30:  mu=92.833333   Gap=0.001792      sigma=9.208993    Gap=0.079101
  31:  mu=92.645161   Gap=0.003815      sigma=9.117684    Gap=0.088232
  32:  mu=92.812500   Gap=0.002016      sigma=9.022325    Gap=0.097768
  33:  mu=92.939394   Gap=0.000652      sigma=8.913522    Gap=0.108648
  34:  mu=92.970588   Gap=0.000316      sigma=8.783291    Gap=0.121671
  35:  mu=92.857143   Gap=0.001536      sigma=8.682142    Gap=0.131786
  36:  mu=92.805556   Gap=0.002091      sigma=8.566146    Gap=0.143385
  37:  mu=92.405405   Gap=0.006393      sigma=8.784075    Gap=0.121593
  38:  mu=92.342105   Gap=0.007074      sigma=8.676272    Gap=0.132373
  39:  mu=92.948718   Gap=0.000551      sigma=9.345090    Gap=0.065491
  40:  mu=93.075000   Gap=0.000806      sigma=9.261176    Gap=0.073882
  41:  mu=92.804878   Gap=0.002098      sigma=9.305701    Gap=0.069430
  42:  mu=93.047619   Gap=0.000512      sigma=9.324704    Gap=0.067530
  43:  mu=93.186047   Gap=0.002001      sigma=9.259202    Gap=0.074080
  44:  mu=92.750000   Gap=0.002688      sigma=9.589590    Gap=0.041041
  45:  mu=92.400000   Gap=0.006452      sigma=9.762513    Gap=0.023749
  46:  mu=92.347826   Gap=0.007013      sigma=9.662157    Gap=0.033784
  47:  mu=91.787234   Gap=0.013040      sigma=10.287229    Gap=0.028723
  48:  mu=91.791667   Gap=0.012993      sigma=10.179551    Gap=0.017955
  49:  mu=92.081633   Gap=0.009875      sigma=10.273478    Gap=0.027348
  50:  mu=91.860000   Gap=0.012258      sigma=10.287876    Gap=0.028788
  51:  mu=91.529412   Gap=0.015813      sigma=10.451293    Gap=0.045129
  52:  mu=91.673077   Gap=0.014268      sigma=10.401038    Gap=0.040104
