任务数量： 500
实际：mu=362.000000   sigma=35.000000

   1:  mu=407.000000   Gap=0.124309      sigma=0.000000    Gap=1.000000
   2:  mu=394.500000   Gap=0.089779      sigma=12.500000    Gap=0.642857
   3:  mu=380.000000   Gap=0.049724      sigma=22.905603    Gap=0.345554
   4:  mu=380.000000   Gap=0.049724      sigma=19.836834    Gap=0.433233
   5:  mu=376.800000   Gap=0.040884      sigma=18.861601    Gap=0.461097
   6:  mu=378.333333   Gap=0.045120      sigma=17.556259    Gap=0.498393
   7:  mu=379.428571   Gap=0.048145      sigma=16.473851    Gap=0.529319
   8:  mu=378.625000   Gap=0.045925      sigma=15.555847    Gap=0.555547
   9:  mu=376.888889   Gap=0.041130      sigma=15.466411    Gap=0.558103
  10:  mu=375.100000   Gap=0.036188      sigma=15.623380    Gap=0.553618
  11:  mu=373.363636   Gap=0.031391      sigma=15.876070    Gap=0.546398
  12:  mu=378.500000   Gap=0.045580      sigma=22.830900    Gap=0.347689
  13:  mu=376.307692   Gap=0.039524      sigma=23.212678    Gap=0.336781
  14:  mu=375.285714   Gap=0.036701      sigma=22.669768    Gap=0.352292
  15:  mu=377.666667   Gap=0.043278      sigma=23.643651    Gap=0.324467
  16:  mu=374.125000   Gap=0.033494      sigma=26.687720    Gap=0.237494
  17:  mu=374.000000   Gap=0.033149      sigma=25.895718    Gap=0.260122
  18:  mu=375.611111   Gap=0.037600      sigma=26.028059    Gap=0.256341
  19:  mu=375.263158   Gap=0.036639      sigma=25.376828    Gap=0.274948
  20:  mu=372.200000   Gap=0.028177      sigma=28.108006    Gap=0.196914
  21:  mu=371.190476   Gap=0.025388      sigma=27.799656    Gap=0.205724
  22:  mu=371.454545   Gap=0.026118      sigma=27.187442    Gap=0.223216
  23:  mu=370.391304   Gap=0.023180      sigma=27.053472    Gap=0.227044
  24:  mu=368.166667   Gap=0.017035      sigma=28.552097    Gap=0.184226
  25:  mu=368.800000   Gap=0.018785      sigma=28.146758    Gap=0.195807
  26:  mu=370.423077   Gap=0.023268      sigma=28.768537    Gap=0.178042
  27:  mu=369.259259   Gap=0.020053      sigma=28.847739    Gap=0.175779
  28:  mu=369.821429   Gap=0.021606      sigma=28.478129    Gap=0.186339
  29:  mu=371.827586   Gap=0.027148      sigma=29.928730    Gap=0.144893
  30:  mu=371.833333   Gap=0.027164      sigma=29.425707    Gap=0.159266
  31:  mu=370.806452   Gap=0.024327      sigma=29.488565    Gap=0.157470
  32:  mu=370.656250   Gap=0.023912      sigma=29.036194    Gap=0.170394
  33:  mu=369.242424   Gap=0.020007      sigma=29.690352    Gap=0.151704
  34:  mu=369.794118   Gap=0.021531      sigma=29.421660    Gap=0.159381
  35:  mu=369.942857   Gap=0.021942      sigma=29.011272    Gap=0.171107
  36:  mu=369.861111   Gap=0.021716      sigma=28.609587    Gap=0.182583
  37:  mu=370.189189   Gap=0.022622      sigma=28.288894    Gap=0.191746
  38:  mu=370.526316   Gap=0.023553      sigma=27.989412    Gap=0.200303
  39:  mu=370.410256   Gap=0.023233      sigma=27.637505    Gap=0.210357
  40:  mu=370.025000   Gap=0.022169      sigma=27.395700    Gap=0.217266
  41:  mu=369.195122   Gap=0.019876      sigma=27.563868    Gap=0.212461
  42:  mu=368.976190   Gap=0.019271      sigma=27.269805    Gap=0.220863
  43:  mu=368.674419   Gap=0.018438      sigma=27.021715    Gap=0.227951
  44:  mu=369.500000   Gap=0.020718      sigma=27.255942    Gap=0.221259
  45:  mu=369.933333   Gap=0.021915      sigma=27.104243    Gap=0.225593
  46:  mu=369.847826   Gap=0.021679      sigma=26.814149    Gap=0.233881
  47:  mu=369.659574   Gap=0.021159      sigma=26.558067    Gap=0.241198
  48:  mu=368.604167   Gap=0.018244      sigma=27.257827    Gap=0.221205
  49:  mu=369.285714   Gap=0.020126      sigma=27.388363    Gap=0.217475
  50:  mu=368.720000   Gap=0.018564      sigma=27.400759    Gap=0.217121
  51:  mu=368.372549   Gap=0.017604      sigma=27.241808    Gap=0.221663
  52:  mu=368.596154   Gap=0.018221      sigma=27.025814    Gap=0.227834
  53:  mu=369.716981   Gap=0.021318      sigma=27.963168    Gap=0.201052
  54:  mu=369.814815   Gap=0.021588      sigma=27.712194    Gap=0.208223
  55:  mu=370.054545   Gap=0.022250      sigma=27.515561    Gap=0.213841
  56:  mu=369.000000   Gap=0.019337      sigma=28.368116    Gap=0.189482
  57:  mu=368.736842   Gap=0.018610      sigma=28.187048    Gap=0.194656
  58:  mu=369.706897   Gap=0.021290      sigma=28.886824    Gap=0.174662
  59:  mu=369.864407   Gap=0.021725      sigma=28.666083    Gap=0.180969
  60:  mu=368.350000   Gap=0.017541      sigma=30.714180    Gap=0.122452
  61:  mu=367.868852   Gap=0.016212      sigma=30.688533    Gap=0.123185
  62:  mu=368.032258   Gap=0.016664      sigma=30.466781    Gap=0.129521
  63:  mu=366.301587   Gap=0.011883      sigma=33.154106    Gap=0.052740
  64:  mu=366.171875   Gap=0.011525      sigma=32.910178    Gap=0.059709
  65:  mu=366.861538   Gap=0.013430      sigma=33.118843    Gap=0.053747
