任务数量： 500
实际：mu=302.000000   sigma=26.000000

   1:  mu=291.000000   Gap=0.036424      sigma=0.000000    Gap=1.000000
   2:  mu=278.000000   Gap=0.079470      sigma=13.000000    Gap=0.500000
   3:  mu=286.333333   Gap=0.051876      sigma=15.860503    Gap=0.389981
   4:  mu=297.250000   Gap=0.015728      sigma=23.370655    Gap=0.101129
   5:  mu=293.600000   Gap=0.027815      sigma=22.141364    Gap=0.148409
   6:  mu=300.666667   Gap=0.004415      sigma=25.655842    Gap=0.013237
   7:  mu=303.142857   Gap=0.003784      sigma=24.514885    Gap=0.057120
   8:  mu=301.750000   Gap=0.000828      sigma=23.225794    Gap=0.106700
   9:  mu=295.222222   Gap=0.022443      sigma=28.642539    Gap=0.101636
  10:  mu=296.300000   Gap=0.018874      sigma=27.364393    Gap=0.052477
  11:  mu=296.090909   Gap=0.019567      sigma=26.099302    Gap=0.003819
  12:  mu=295.750000   Gap=0.020695      sigma=25.013746    Gap=0.037933
  13:  mu=297.076923   Gap=0.016302      sigma=24.468069    Gap=0.058920
  14:  mu=296.571429   Gap=0.017975      sigma=23.648359    Gap=0.090448
  15:  mu=295.666667   Gap=0.020971      sigma=23.095935    Gap=0.111695
  16:  mu=296.625000   Gap=0.017798      sigma=22.668467    Gap=0.128136
  17:  mu=296.823529   Gap=0.017141      sigma=22.005976    Gap=0.153616
  18:  mu=298.888889   Gap=0.010302      sigma=23.019047    Gap=0.114652
  19:  mu=298.210526   Gap=0.012548      sigma=22.589189    Gap=0.131185
  20:  mu=297.550000   Gap=0.014735      sigma=22.204673    Gap=0.145974
  21:  mu=296.666667   Gap=0.017660      sigma=22.026679    Gap=0.152820
  22:  mu=296.363636   Gap=0.018663      sigma=21.565008    Gap=0.170577
  23:  mu=297.130435   Gap=0.016124      sigma=21.395457    Gap=0.177098
  24:  mu=296.750000   Gap=0.017384      sigma=21.024292    Gap=0.191373
  25:  mu=296.040000   Gap=0.019735      sigma=20.891108    Gap=0.196496
  26:  mu=296.884615   Gap=0.016938      sigma=20.916182    Gap=0.195531
  27:  mu=297.185185   Gap=0.015943      sigma=20.582332    Gap=0.208372
  28:  mu=297.535714   Gap=0.014782      sigma=20.293352    Gap=0.219486
  29:  mu=298.413793   Gap=0.011875      sigma=20.474572    Gap=0.212516
  30:  mu=297.700000   Gap=0.014238      sigma=20.494146    Gap=0.211764
  31:  mu=297.741935   Gap=0.014100      sigma=20.162194    Gap=0.224531
  32:  mu=297.500000   Gap=0.014901      sigma=19.890324    Gap=0.234988
  33:  mu=295.333333   Gap=0.022075      sigma=23.105380    Gap=0.111332
  34:  mu=296.441176   Gap=0.018407      sigma=23.635954    Gap=0.090925
  35:  mu=296.971429   Gap=0.016651      sigma=23.500135    Gap=0.096149
  36:  mu=297.694444   Gap=0.014257      sigma=23.562941    Gap=0.093733
  37:  mu=298.243243   Gap=0.012440      sigma=23.474432    Gap=0.097137
  38:  mu=298.605263   Gap=0.011241      sigma=23.267935    Gap=0.105079
  39:  mu=297.871795   Gap=0.013670      sigma=23.408501    Gap=0.099673
  40:  mu=298.200000   Gap=0.012583      sigma=23.204741    Gap=0.107510
  41:  mu=297.292683   Gap=0.015587      sigma=23.627437    Gap=0.091252
  42:  mu=296.500000   Gap=0.018212      sigma=23.889876    Gap=0.081159
  43:  mu=296.325581   Gap=0.018789      sigma=23.637496    Gap=0.090866
  44:  mu=296.818182   Gap=0.017158      sigma=23.589552    Gap=0.092710
  45:  mu=296.955556   Gap=0.016703      sigma=23.343765    Gap=0.102163
