任务数量： 500
实际：mu=91.000000   sigma=19.000000

   1:  mu=68.000000   Gap=0.252747      sigma=0.000000    Gap=1.000000
   2:  mu=86.000000   Gap=0.054945      sigma=18.000000    Gap=0.052632
   3:  mu=85.000000   Gap=0.065934      sigma=14.764823    Gap=0.222904
   4:  mu=86.000000   Gap=0.054945      sigma=12.903488    Gap=0.320869
   5:  mu=92.800000   Gap=0.019780      sigma=17.837040    Gap=0.061208
   6:  mu=92.500000   Gap=0.016484      sigma=16.296728    Gap=0.142277
   7:  mu=90.000000   Gap=0.010989      sigma=16.283208    Gap=0.142989
   8:  mu=93.250000   Gap=0.024725      sigma=17.491069    Gap=0.079417
   9:  mu=94.333333   Gap=0.036630      sigma=16.772994    Gap=0.117211
  10:  mu=92.900000   Gap=0.020879      sigma=16.483022    Gap=0.132473
  11:  mu=93.909091   Gap=0.031968      sigma=16.036632    Gap=0.155967
  12:  mu=95.416667   Gap=0.048535      sigma=16.147540    Gap=0.150129
  13:  mu=94.461538   Gap=0.038039      sigma=15.862949    Gap=0.165108
  14:  mu=94.714286   Gap=0.040816      sigma=15.313060    Gap=0.194049
  15:  mu=95.266667   Gap=0.046886      sigma=14.937499    Gap=0.213816
  16:  mu=93.750000   Gap=0.030220      sigma=15.610493    Gap=0.178395
  17:  mu=93.176471   Gap=0.023917      sigma=15.317177    Gap=0.193833
  18:  mu=93.388889   Gap=0.026252      sigma=14.911364    Gap=0.215191
  19:  mu=90.526316   Gap=0.005205      sigma=18.924694    Gap=0.003963
  20:  mu=89.900000   Gap=0.012088      sigma=18.646447    Gap=0.018608
  21:  mu=89.761905   Gap=0.013605      sigma=18.207546    Gap=0.041708
  22:  mu=89.545455   Gap=0.015984      sigma=17.816558    Gap=0.062286
  23:  mu=91.826087   Gap=0.009078      sigma=20.446435    Gap=0.076128
  24:  mu=90.833333   Gap=0.001832      sigma=20.574391    Gap=0.082863
  25:  mu=90.880000   Gap=0.001319      sigma=20.160000    Gap=0.061053
  26:  mu=90.269231   Gap=0.008030      sigma=20.002995    Gap=0.052789
  27:  mu=90.074074   Gap=0.010175      sigma=19.654282    Gap=0.034436
  28:  mu=90.500000   Gap=0.005495      sigma=19.426602    Gap=0.022453
  29:  mu=90.448276   Gap=0.006063      sigma=19.090684    Gap=0.004773
  30:  mu=90.566667   Gap=0.004762      sigma=18.780634    Gap=0.011546
  31:  mu=90.032258   Gap=0.010635      sigma=18.705673    Gap=0.015491
  32:  mu=91.375000   Gap=0.004121      sigma=19.871069    Gap=0.045846
  33:  mu=90.969697   Gap=0.000333      sigma=19.701538    Gap=0.036923
  34:  mu=90.735294   Gap=0.002909      sigma=19.456299    Gap=0.024016
  35:  mu=90.514286   Gap=0.005338      sigma=19.219590    Gap=0.011557
  36:  mu=89.916667   Gap=0.011905      sigma=19.277758    Gap=0.014619
  37:  mu=89.162162   Gap=0.020196      sigma=19.546913    Gap=0.028785
  38:  mu=88.631579   Gap=0.026027      sigma=19.556155    Gap=0.029271
  39:  mu=88.358974   Gap=0.029022      sigma=19.376813    Gap=0.019832
  40:  mu=88.725000   Gap=0.025000      sigma=19.269130    Gap=0.014165
  41:  mu=88.731707   Gap=0.024926      sigma=19.032737    Gap=0.001723
  42:  mu=89.333333   Gap=0.018315      sigma=19.195320    Gap=0.010280
  43:  mu=88.209302   Gap=0.030667      sigma=20.321324    Gap=0.069543
  44:  mu=88.113636   Gap=0.031718      sigma=20.098865    Gap=0.057835
  45:  mu=87.622222   Gap=0.037118      sigma=20.139832    Gap=0.059991
  46:  mu=88.130435   Gap=0.031534      sigma=20.209349    Gap=0.063650
  47:  mu=87.085106   Gap=0.043021      sigma=21.213033    Gap=0.116475
  48:  mu=87.104167   Gap=0.042811      sigma=20.991307    Gap=0.104806
  49:  mu=86.836735   Gap=0.045750      sigma=20.858461    Gap=0.097814
  50:  mu=86.380000   Gap=0.050769      sigma=20.894870    Gap=0.099730
  51:  mu=86.529412   Gap=0.049127      sigma=20.715962    Gap=0.090314
  52:  mu=86.730769   Gap=0.046915      sigma=20.566137    Gap=0.082428
  53:  mu=86.943396   Gap=0.044578      sigma=20.428813    Gap=0.075201
  54:  mu=87.222222   Gap=0.041514      sigma=20.340315    Gap=0.070543
  55:  mu=87.145455   Gap=0.042358      sigma=20.162448    Gap=0.061181
  56:  mu=87.375000   Gap=0.039835      sigma=20.054001    Gap=0.055474
  57:  mu=87.175439   Gap=0.042028      sigma=19.933330    Gap=0.049123
  58:  mu=87.293103   Gap=0.040735      sigma=19.780702    Gap=0.041090
  59:  mu=87.542373   Gap=0.037996      sigma=19.704015    Gap=0.037053
  60:  mu=87.650000   Gap=0.036813      sigma=19.556606    Gap=0.029295
  61:  mu=88.131148   Gap=0.031526      sigma=19.750472    Gap=0.039499
  62:  mu=88.677419   Gap=0.025523      sigma=20.049756    Gap=0.055250
  63:  mu=88.587302   Gap=0.026513      sigma=19.902648    Gap=0.047508
  64:  mu=88.765625   Gap=0.024554      sigma=19.797208    Gap=0.041958
  65:  mu=88.169231   Gap=0.031107      sigma=20.215431    Gap=0.063970
  66:  mu=88.151515   Gap=0.031302      sigma=20.062208    Gap=0.055906
  67:  mu=88.149254   Gap=0.031327      sigma=19.911936    Gap=0.047997
  68:  mu=88.485294   Gap=0.027634      sigma=19.955460    Gap=0.050287
  69:  mu=88.521739   Gap=0.027234      sigma=19.812607    Gap=0.042769
  70:  mu=88.685714   Gap=0.025432      sigma=19.717681    Gap=0.037773
  71:  mu=88.802817   Gap=0.024145      sigma=19.602831    Gap=0.031728
  72:  mu=88.430556   Gap=0.028236      sigma=19.717326    Gap=0.037754
  73:  mu=88.506849   Gap=0.027397      sigma=19.592509    Gap=0.031185
  74:  mu=88.216216   Gap=0.030591      sigma=19.617470    Gap=0.032498
  75:  mu=88.693333   Gap=0.025348      sigma=19.913796    Gap=0.048095
  76:  mu=88.934211   Gap=0.022701      sigma=19.892035    Gap=0.046949
  77:  mu=88.636364   Gap=0.025974      sigma=19.932294    Gap=0.049068
  78:  mu=89.128205   Gap=0.020569      sigma=20.268935    Gap=0.066786
  79:  mu=88.936709   Gap=0.022674      sigma=20.211127    Gap=0.063744
  80:  mu=89.350000   Gap=0.018132      sigma=20.417578    Gap=0.074609
  81:  mu=89.185185   Gap=0.019943      sigma=20.344630    Gap=0.070770
  82:  mu=89.353659   Gap=0.018092      sigma=20.276968    Gap=0.067209
  83:  mu=89.614458   Gap=0.015226      sigma=20.292340    Gap=0.068018
  84:  mu=89.642857   Gap=0.014914      sigma=20.172850    Gap=0.061729
  85:  mu=90.082353   Gap=0.010084      sigma=20.454375    Gap=0.076546
  86:  mu=89.965116   Gap=0.011372      sigma=20.363812    Gap=0.071780
  87:  mu=90.298851   Gap=0.007705      sigma=20.481623    Gap=0.077980
  88:  mu=90.704545   Gap=0.003247      sigma=20.713500    Gap=0.090184
  89:  mu=90.719101   Gap=0.003087      sigma=20.597256    Gap=0.084066
  90:  mu=90.866667   Gap=0.001465      sigma=20.529762    Gap=0.080514
  91:  mu=90.967033   Gap=0.000362      sigma=20.438840    Gap=0.075728
  92:  mu=90.706522   Gap=0.003225      sigma=20.478800    Gap=0.077832
  93:  mu=90.215054   Gap=0.008626      sigma=20.906782    Gap=0.100357
  94:  mu=90.319149   Gap=0.007482      sigma=20.819494    Gap=0.095763
  95:  mu=90.336842   Gap=0.007287      sigma=20.710338    Gap=0.090018
  96:  mu=90.322917   Gap=0.007440      sigma=20.602637    Gap=0.084349
  97:  mu=90.340206   Gap=0.007250      sigma=20.496863    Gap=0.078782
  98:  mu=90.530612   Gap=0.005158      sigma=20.478064    Gap=0.077793
  99:  mu=90.212121   Gap=0.008658      sigma=20.616887    Gap=0.085099
 100:  mu=90.180000   Gap=0.009011      sigma=20.516033    Gap=0.079791
 101:  mu=90.178218   Gap=0.009031      sigma=20.414223    Gap=0.074433
 102:  mu=90.107843   Gap=0.009804      sigma=20.326215    Gap=0.069801
 103:  mu=89.980583   Gap=0.011202      sigma=20.268097    Gap=0.066742
 104:  mu=90.019231   Gap=0.010778      sigma=20.174232    Gap=0.061802
 105:  mu=89.952381   Gap=0.011512      sigma=20.089505    Gap=0.057342
 106:  mu=90.084906   Gap=0.010056      sigma=20.040580    Gap=0.054767
 107:  mu=90.214953   Gap=0.008627      sigma=19.991600    Gap=0.052189
 108:  mu=90.194444   Gap=0.008852      sigma=19.899962    Gap=0.047366
 109:  mu=90.256881   Gap=0.008166      sigma=19.819092    Gap=0.043110
 110:  mu=90.272727   Gap=0.007992      sigma=19.729493    Gap=0.038394
 111:  mu=90.045045   Gap=0.010494      sigma=19.785056    Gap=0.041319
 112:  mu=90.044643   Gap=0.010498      sigma=19.696532    Gap=0.036660
 113:  mu=89.929204   Gap=0.011767      sigma=19.647206    Gap=0.034063
 114:  mu=89.877193   Gap=0.012339      sigma=19.568656    Gap=0.029929
 115:  mu=89.921739   Gap=0.011849      sigma=19.489193    Gap=0.025747
 116:  mu=89.948276   Gap=0.011557      sigma=19.407093    Gap=0.021426
 117:  mu=89.931624   Gap=0.011740      sigma=19.324811    Gap=0.017095
 118:  mu=89.957627   Gap=0.011455      sigma=19.244807    Gap=0.012885
 119:  mu=89.890756   Gap=0.012189      sigma=19.177538    Gap=0.009344
 120:  mu=89.950000   Gap=0.011538      sigma=19.108397    Gap=0.005705
 121:  mu=90.148760   Gap=0.009354      sigma=19.153431    Gap=0.008075
 122:  mu=90.106557   Gap=0.009818      sigma=19.080420    Gap=0.004233
 123:  mu=90.097561   Gap=0.009917      sigma=19.002959    Gap=0.000156
 124:  mu=89.774194   Gap=0.013470      sigma=19.262967    Gap=0.013840
 125:  mu=89.744000   Gap=0.013802      sigma=19.188707    Gap=0.009932
 126:  mu=89.500000   Gap=0.016484      sigma=19.306118    Gap=0.016111
 127:  mu=89.417323   Gap=0.017392      sigma=19.252340    Gap=0.013281
 128:  mu=89.703125   Gap=0.014251      sigma=19.445581    Gap=0.023452
 129:  mu=89.689922   Gap=0.014396      sigma=19.370640    Gap=0.019507
 130:  mu=89.507692   Gap=0.016399      sigma=19.406679    Gap=0.021404
 131:  mu=89.473282   Gap=0.016777      sigma=19.336446    Gap=0.017708
 132:  mu=89.575758   Gap=0.015651      sigma=19.298736    Gap=0.015723
 133:  mu=89.586466   Gap=0.015533      sigma=19.226442    Gap=0.011918
 134:  mu=89.552239   Gap=0.015909      sigma=19.158634    Gap=0.008349
 135:  mu=89.562963   Gap=0.015792      sigma=19.087947    Gap=0.004629
 136:  mu=89.720588   Gap=0.014059      sigma=19.105624    Gap=0.005559
 137:  mu=89.905109   Gap=0.012032      sigma=19.157009    Gap=0.008264
 138:  mu=89.681159   Gap=0.014493      sigma=19.266621    Gap=0.014033
 139:  mu=89.553957   Gap=0.015891      sigma=19.255261    Gap=0.013435
 140:  mu=89.450000   Gap=0.017033      sigma=19.225476    Gap=0.011867
 141:  mu=89.269504   Gap=0.019016      sigma=19.275855    Gap=0.014519
 142:  mu=89.239437   Gap=0.019347      sigma=19.211180    Gap=0.011115
 143:  mu=89.370629   Gap=0.017905      sigma=19.207617    Gap=0.010927
 144:  mu=89.375000   Gap=0.017857      sigma=19.140879    Gap=0.007415
 145:  mu=89.241379   Gap=0.019326      sigma=19.142037    Gap=0.007476
 146:  mu=89.404110   Gap=0.017537      sigma=19.176748    Gap=0.009303
 147:  mu=89.619048   Gap=0.015175      sigma=19.287066    Gap=0.015109
 148:  mu=89.587838   Gap=0.015518      sigma=19.225521    Gap=0.011870
 149:  mu=89.617450   Gap=0.015193      sigma=19.164284    Gap=0.008647
 150:  mu=89.453333   Gap=0.016996      sigma=19.205064    Gap=0.010793
 151:  mu=89.543046   Gap=0.016010      sigma=19.172875    Gap=0.009099
 152:  mu=89.480263   Gap=0.016700      sigma=19.125269    Gap=0.006593
 153:  mu=89.346405   Gap=0.018171      sigma=19.133969    Gap=0.007051
 154:  mu=89.525974   Gap=0.016198      sigma=19.200649    Gap=0.010560
 155:  mu=89.741935   Gap=0.013825      sigma=19.325343    Gap=0.017123
 156:  mu=89.493590   Gap=0.016554      sigma=19.509858    Gap=0.026835
 157:  mu=89.439490   Gap=0.017148      sigma=19.459361    Gap=0.024177
 158:  mu=89.721519   Gap=0.014049      sigma=19.716944    Gap=0.037734
 159:  mu=89.716981   Gap=0.014099      sigma=19.654926    Gap=0.034470
 160:  mu=89.631250   Gap=0.015041      sigma=19.623208    Gap=0.032800
 161:  mu=89.608696   Gap=0.015289      sigma=19.564251    Gap=0.029697
 162:  mu=89.611111   Gap=0.015263      sigma=19.503798    Gap=0.026516
