任务数量： 500
实际：mu=281.000000   sigma=32.000000

   1:  mu=313.000000   Gap=0.113879      sigma=0.000000    Gap=1.000000
   2:  mu=297.000000   Gap=0.056940      sigma=16.000000    Gap=0.500000
   3:  mu=297.000000   Gap=0.056940      sigma=13.063945    Gap=0.591752
   4:  mu=302.500000   Gap=0.076512      sigma=14.790199    Gap=0.537806
   5:  mu=303.800000   Gap=0.081139      sigma=13.481840    Gap=0.578693
   6:  mu=303.000000   Gap=0.078292      sigma=12.436505    Gap=0.611359
   7:  mu=294.571429   Gap=0.048297      sigma=23.639296    Gap=0.261272
   8:  mu=285.625000   Gap=0.016459      sigma=32.391887    Gap=0.012246
   9:  mu=281.222222   Gap=0.000791      sigma=32.980728    Gap=0.030648
  10:  mu=282.500000   Gap=0.005338      sigma=31.522214    Gap=0.014931
  11:  mu=281.727273   Gap=0.002588      sigma=30.154423    Gap=0.057674
  12:  mu=282.916667   Gap=0.006821      sigma=29.138915    Gap=0.089409
  13:  mu=283.692308   Gap=0.009581      sigma=28.124407    Gap=0.121112
  14:  mu=283.357143   Gap=0.008388      sigma=27.128286    Gap=0.152241
  15:  mu=284.200000   Gap=0.011388      sigma=26.397475    Gap=0.175079
  16:  mu=283.250000   Gap=0.008007      sigma=25.822713    Gap=0.193040
  17:  mu=282.294118   Gap=0.004605      sigma=25.341815    Gap=0.208068
  18:  mu=283.055556   Gap=0.007315      sigma=24.827118    Gap=0.224153
  19:  mu=286.105263   Gap=0.018168      sigma=27.410898    Gap=0.143409
  20:  mu=287.500000   Gap=0.023132      sigma=27.399818    Gap=0.143756
  21:  mu=284.619048   Gap=0.012879      sigma=29.681606    Gap=0.072450
  22:  mu=285.954545   Gap=0.017632      sigma=29.637932    Gap=0.073815
  23:  mu=287.086957   Gap=0.021662      sigma=29.469089    Gap=0.079091
  24:  mu=285.416667   Gap=0.015718      sigma=29.940102    Gap=0.064372
  25:  mu=285.040000   Gap=0.014377      sigma=29.393169    Gap=0.081463
  26:  mu=286.423077   Gap=0.019299      sigma=29.640374    Gap=0.073738
  27:  mu=286.777778   Gap=0.020561      sigma=29.142477    Gap=0.089298
  28:  mu=286.214286   Gap=0.018556      sigma=28.766743    Gap=0.101039
  29:  mu=286.965517   Gap=0.021230      sigma=28.544560    Gap=0.107982
  30:  mu=286.633333   Gap=0.020047      sigma=28.121739    Gap=0.121196
  31:  mu=286.354839   Gap=0.019056      sigma=27.706466    Gap=0.134173
  32:  mu=286.218750   Gap=0.018572      sigma=27.280641    Gap=0.147480
  33:  mu=285.303030   Gap=0.015313      sigma=27.358988    Gap=0.145032
  34:  mu=285.205882   Gap=0.014968      sigma=26.959424    Gap=0.157518
  35:  mu=284.571429   Gap=0.012710      sigma=26.827796    Gap=0.161631
  36:  mu=284.888889   Gap=0.013839      sigma=26.519152    Gap=0.171276
  37:  mu=284.837838   Gap=0.013658      sigma=26.160124    Gap=0.182496
  38:  mu=284.578947   Gap=0.012736      sigma=25.861607    Gap=0.191825
  39:  mu=283.512821   Gap=0.008942      sigma=26.360296    Gap=0.176241
  40:  mu=283.325000   Gap=0.008274      sigma=26.055122    Gap=0.185777
  41:  mu=283.414634   Gap=0.008593      sigma=25.741658    Gap=0.195573
  42:  mu=282.857143   Gap=0.006609      sigma=25.682653    Gap=0.197417
  43:  mu=281.627907   Gap=0.002235      sigma=26.603045    Gap=0.168655
  44:  mu=280.818182   Gap=0.000647      sigma=26.829659    Gap=0.161573
  45:  mu=281.822222   Gap=0.002926      sigma=27.353073    Gap=0.145216
  46:  mu=280.978261   Gap=0.000077      sigma=27.640148    Gap=0.136245
  47:  mu=281.978723   Gap=0.003483      sigma=28.173844    Gap=0.119567
  48:  mu=280.895833   Gap=0.000371      sigma=28.850361    Gap=0.098426
  49:  mu=282.224490   Gap=0.004358      sigma=30.001541    Gap=0.062452
  50:  mu=282.840000   Gap=0.006548      sigma=30.010905    Gap=0.062159
  51:  mu=283.274510   Gap=0.008094      sigma=29.873641    Gap=0.066449
  52:  mu=284.057692   Gap=0.010881      sigma=30.109041    Gap=0.059092
  53:  mu=284.056604   Gap=0.010878      sigma=29.823642    Gap=0.068011
  54:  mu=284.277778   Gap=0.011665      sigma=29.590049    Gap=0.075311
  55:  mu=283.490909   Gap=0.008864      sigma=29.884549    Gap=0.066108
  56:  mu=283.464286   Gap=0.008770      sigma=29.617179    Gap=0.074463
  57:  mu=283.842105   Gap=0.010114      sigma=29.492068    Gap=0.078373
  58:  mu=284.620690   Gap=0.012885      sigma=29.821785    Gap=0.068069
  59:  mu=285.389831   Gap=0.015622      sigma=30.142608    Gap=0.058043
  60:  mu=285.183333   Gap=0.014887      sigma=29.932419    Gap=0.064612
  61:  mu=284.901639   Gap=0.013885      sigma=29.766140    Gap=0.069808
  62:  mu=284.854839   Gap=0.013718      sigma=29.527378    Gap=0.077269
  63:  mu=285.079365   Gap=0.014517      sigma=29.345399    Gap=0.082956
  64:  mu=284.921875   Gap=0.013957      sigma=29.142058    Gap=0.089311
  65:  mu=284.215385   Gap=0.011443      sigma=29.464185    Gap=0.079244
  66:  mu=284.515152   Gap=0.012509      sigma=29.339828    Gap=0.083130
  67:  mu=283.761194   Gap=0.009826      sigma=29.757272    Gap=0.070085
  68:  mu=283.382353   Gap=0.008478      sigma=29.699985    Gap=0.071875
  69:  mu=282.739130   Gap=0.006189      sigma=29.957289    Gap=0.063835
  70:  mu=282.214286   Gap=0.004321      sigma=30.060364    Gap=0.060614
  71:  mu=282.915493   Gap=0.006817      sigma=30.419020    Gap=0.049406
  72:  mu=282.652778   Gap=0.005882      sigma=30.288043    Gap=0.053499
  73:  mu=282.643836   Gap=0.005850      sigma=30.079971    Gap=0.060001
  74:  mu=282.013514   Gap=0.003607      sigma=30.357551    Gap=0.051327
  75:  mu=282.480000   Gap=0.005267      sigma=30.420327    Gap=0.049365
  76:  mu=283.368421   Gap=0.008429      sigma=31.183600    Gap=0.025513
  77:  mu=283.194805   Gap=0.007811      sigma=31.017397    Gap=0.030706
  78:  mu=283.551282   Gap=0.009079      sigma=30.976272    Gap=0.031992
  79:  mu=283.873418   Gap=0.010226      sigma=30.910801    Gap=0.034037
  80:  mu=284.275000   Gap=0.011655      sigma=30.923686    Gap=0.033635
  81:  mu=284.802469   Gap=0.013532      sigma=31.092224    Gap=0.028368
  82:  mu=284.353659   Gap=0.011935      sigma=31.164932    Gap=0.026096
  83:  mu=284.240964   Gap=0.011534      sigma=30.993427    Gap=0.031455
  84:  mu=284.821429   Gap=0.013599      sigma=31.258965    Gap=0.023157
  85:  mu=284.964706   Gap=0.014109      sigma=31.102278    Gap=0.028054
  86:  mu=284.872093   Gap=0.013780      sigma=30.932709    Gap=0.033353
  87:  mu=284.241379   Gap=0.011535      sigma=31.305673    Gap=0.021698
  88:  mu=284.181818   Gap=0.011323      sigma=31.132249    Gap=0.027117
  89:  mu=285.089888   Gap=0.014555      sigma=32.107488    Gap=0.003359
  90:  mu=285.377778   Gap=0.015579      sigma=32.043920    Gap=0.001373
  91:  mu=284.846154   Gap=0.013687      sigma=32.263995    Gap=0.008250
  92:  mu=285.478261   Gap=0.015937      sigma=32.649815    Gap=0.020307
  93:  mu=285.548387   Gap=0.016186      sigma=32.480769    Gap=0.015024
  94:  mu=285.106383   Gap=0.014613      sigma=32.587515    Gap=0.018360
  95:  mu=284.810526   Gap=0.013561      sigma=32.542214    Gap=0.016944
  96:  mu=284.385417   Gap=0.012048      sigma=32.636371    Gap=0.019887
  97:  mu=284.288660   Gap=0.011703      sigma=32.481544    Gap=0.015048
  98:  mu=284.051020   Gap=0.010858      sigma=32.400042    Gap=0.012501
  99:  mu=284.050505   Gap=0.010856      sigma=32.235990    Gap=0.007375
 100:  mu=284.240000   Gap=0.011530      sigma=32.129774    Gap=0.004055
 101:  mu=284.148515   Gap=0.011205      sigma=31.983407    Gap=0.000519
 102:  mu=284.029412   Gap=0.010781      sigma=31.848741    Gap=0.004727
 103:  mu=284.038835   Gap=0.010814      sigma=31.693901    Gap=0.009566
 104:  mu=284.163462   Gap=0.011258      sigma=31.566508    Gap=0.013547
 105:  mu=284.257143   Gap=0.011591      sigma=31.430355    Gap=0.017801
