任务数量： 500
实际：mu=489.000000   sigma=59.000000

   1:  mu=513.000000   Gap=0.049080      sigma=0.000000    Gap=1.000000
   2:  mu=520.000000   Gap=0.063395      sigma=7.000000    Gap=0.881356
   3:  mu=516.000000   Gap=0.055215      sigma=8.041559    Gap=0.863702
   4:  mu=500.000000   Gap=0.022495      sigma=28.574464    Gap=0.515687
   5:  mu=497.600000   Gap=0.017587      sigma=26.004615    Gap=0.559244
   6:  mu=486.666667   Gap=0.004772      sigma=34.076711    Gap=0.422429
   7:  mu=488.142857   Gap=0.001753      sigma=31.755443    Gap=0.461772
   8:  mu=494.375000   Gap=0.010992      sigma=33.974025    Gap=0.424169
   9:  mu=498.333333   Gap=0.019087      sigma=33.931303    Gap=0.424893
  10:  mu=496.500000   Gap=0.015337      sigma=32.656546    Gap=0.446499
  11:  mu=503.181818   Gap=0.029002      sigma=37.629336    Gap=0.362215
  12:  mu=508.750000   Gap=0.040389      sigma=40.484822    Gap=0.313817
  13:  mu=504.923077   Gap=0.032563      sigma=41.093630    Gap=0.303498
  14:  mu=506.214286   Gap=0.035203      sigma=39.871541    Gap=0.324211
  15:  mu=498.866667   Gap=0.020177      sigma=47.324224    Gap=0.197895
  16:  mu=503.500000   Gap=0.029652      sigma=49.210009    Gap=0.165932
  17:  mu=510.000000   Gap=0.042945      sigma=54.361535    Gap=0.078618
  18:  mu=505.277778   Gap=0.033288      sigma=56.303548    Gap=0.045703
  19:  mu=498.684211   Gap=0.019804      sigma=61.528815    Gap=0.042861
  20:  mu=495.300000   Gap=0.012883      sigma=61.758481    Gap=0.046754
  21:  mu=497.476190   Gap=0.017334      sigma=61.050813    Gap=0.034760
  22:  mu=499.409091   Gap=0.021286      sigma=60.301258    Gap=0.022055
  23:  mu=497.478261   Gap=0.017338      sigma=59.667098    Gap=0.011307
  24:  mu=489.291667   Gap=0.000596      sigma=70.379613    Gap=0.192875
  25:  mu=490.520000   Gap=0.003108      sigma=69.219720    Gap=0.173216
  26:  mu=493.423077   Gap=0.009045      sigma=69.410248    Gap=0.176445
  27:  mu=493.444444   Gap=0.009089      sigma=68.112833    Gap=0.154455
  28:  mu=493.857143   Gap=0.009933      sigma=66.919842    Gap=0.134235
  29:  mu=494.620690   Gap=0.011494      sigma=65.879940    Gap=0.116609
  30:  mu=497.433333   Gap=0.017246      sigma=66.520014    Gap=0.127458
  31:  mu=500.322581   Gap=0.023155      sigma=67.324629    Gap=0.141095
  32:  mu=498.093750   Gap=0.018597      sigma=67.416318    Gap=0.142649
  33:  mu=496.818182   Gap=0.015988      sigma=66.777992    Gap=0.131830
  34:  mu=497.029412   Gap=0.016420      sigma=65.799824    Gap=0.115251
  35:  mu=495.942857   Gap=0.014198      sigma=65.161752    Gap=0.104436
  36:  mu=498.138889   Gap=0.018689      sigma=65.550724    Gap=0.111029
  37:  mu=497.135135   Gap=0.016636      sigma=64.938708    Gap=0.100656
  38:  mu=498.447368   Gap=0.019320      sigma=64.573784    Gap=0.094471
  39:  mu=496.564103   Gap=0.015469      sigma=64.789123    Gap=0.098121
  40:  mu=494.950000   Gap=0.012168      sigma=64.763396    Gap=0.097685
  41:  mu=494.804878   Gap=0.011871      sigma=63.975308    Gap=0.084327
  42:  mu=493.047619   Gap=0.008277      sigma=64.202786    Gap=0.088183
  43:  mu=493.697674   Gap=0.009607      sigma=63.591551    Gap=0.077823
  44:  mu=495.863636   Gap=0.014036      sigma=64.449272    Gap=0.092361
  45:  mu=493.311111   Gap=0.008816      sigma=65.939980    Gap=0.117627
  46:  mu=494.108696   Gap=0.010447      sigma=65.438397    Gap=0.109125
  47:  mu=494.702128   Gap=0.011661      sigma=64.863495    Gap=0.099381
  48:  mu=495.520833   Gap=0.013335      sigma=64.429221    Gap=0.092021
  49:  mu=495.346939   Gap=0.012979      sigma=63.779771    Gap=0.081013
  50:  mu=496.920000   Gap=0.016196      sigma=64.091759    Gap=0.086301
  51:  mu=498.117647   Gap=0.018645      sigma=64.022866    Gap=0.085133
  52:  mu=498.500000   Gap=0.019427      sigma=63.463042    Gap=0.075645
  53:  mu=497.528302   Gap=0.017440      sigma=63.250805    Gap=0.072048
  54:  mu=498.518519   Gap=0.019465      sigma=63.075716    Gap=0.069080
  55:  mu=500.181818   Gap=0.022867      sigma=63.683619    Gap=0.079383
  56:  mu=501.250000   Gap=0.025051      sigma=63.607684    Gap=0.078096
  57:  mu=500.526316   Gap=0.023571      sigma=63.279415    Gap=0.072532
  58:  mu=499.965517   Gap=0.022424      sigma=62.874249    Gap=0.065665
  59:  mu=500.271186   Gap=0.023049      sigma=62.382590    Gap=0.057332
  60:  mu=501.583333   Gap=0.025733      sigma=62.676229    Gap=0.062309
  61:  mu=501.508197   Gap=0.025579      sigma=62.163091    Gap=0.053612
  62:  mu=499.790323   Gap=0.022066      sigma=63.102614    Gap=0.069536
  63:  mu=499.666667   Gap=0.021813      sigma=62.607368    Gap=0.061142
  64:  mu=499.640625   Gap=0.021760      sigma=62.116666    Gap=0.052825
  65:  mu=499.076923   Gap=0.020607      sigma=61.801744    Gap=0.047487
  66:  mu=498.833333   Gap=0.020109      sigma=61.363197    Gap=0.040054
  67:  mu=499.686567   Gap=0.021854      sigma=61.296736    Gap=0.038928
  68:  mu=499.352941   Gap=0.021172      sigma=60.905608    Gap=0.032298
  69:  mu=500.579710   Gap=0.023680      sigma=61.303097    Gap=0.039036
  70:  mu=499.942857   Gap=0.022378      sigma=61.093111    Gap=0.035476
  71:  mu=498.943662   Gap=0.020335      sigma=61.234688    Gap=0.037876
  72:  mu=498.666667   Gap=0.019768      sigma=60.852737    Gap=0.031402
  73:  mu=500.013699   Gap=0.022523      sigma=61.505873    Gap=0.042472
  74:  mu=500.270270   Gap=0.023048      sigma=61.128199    Gap=0.036071
  75:  mu=500.346667   Gap=0.023204      sigma=60.722866    Gap=0.029201
  76:  mu=500.881579   Gap=0.024298      sigma=60.499667    Gap=0.025418
  77:  mu=500.493506   Gap=0.023504      sigma=60.200665    Gap=0.020350
  78:  mu=498.461538   Gap=0.019349      sigma=62.414596    Gap=0.057875
  79:  mu=499.012658   Gap=0.020476      sigma=62.209018    Gap=0.054390
  80:  mu=499.225000   Gap=0.020910      sigma=61.847792    Gap=0.048268
  81:  mu=498.987654   Gap=0.020425      sigma=61.501479    Gap=0.042398
  82:  mu=499.134146   Gap=0.020724      sigma=61.139537    Gap=0.036263
  83:  mu=498.469880   Gap=0.019366      sigma=61.067085    Gap=0.035035
  84:  mu=497.583333   Gap=0.017553      sigma=61.237478    Gap=0.037923
  85:  mu=496.800000   Gap=0.015951      sigma=61.298076    Gap=0.038950
  86:  mu=497.558140   Gap=0.017501      sigma=61.340188    Gap=0.039664
  87:  mu=497.310345   Gap=0.016995      sigma=61.029917    Gap=0.034405
  88:  mu=497.011364   Gap=0.016383      sigma=60.746211    Gap=0.029597
  89:  mu=497.617978   Gap=0.017624      sigma=60.671431    Gap=0.028329
  90:  mu=498.077778   Gap=0.018564      sigma=60.489159    Gap=0.025240
  91:  mu=498.142857   Gap=0.018697      sigma=60.159051    Gap=0.019645
  92:  mu=498.586957   Gap=0.019605      sigma=59.981003    Gap=0.016627
  93:  mu=498.526882   Gap=0.019482      sigma=59.660435    Gap=0.011194
  94:  mu=499.510638   Gap=0.021494      sigma=60.095800    Gap=0.018573
  95:  mu=500.547368   Gap=0.023614      sigma=60.617831    Gap=0.027421
  96:  mu=499.843750   Gap=0.022175      sigma=60.690013    Gap=0.028644
  97:  mu=499.608247   Gap=0.021694      sigma=60.420444    Gap=0.024075
  98:  mu=499.489796   Gap=0.021452      sigma=60.122705    Gap=0.019029
  99:  mu=498.050505   Gap=0.018508      sigma=61.491787    Gap=0.042234
 100:  mu=498.170000   Gap=0.018753      sigma=61.195107    Gap=0.037205
 101:  mu=498.207921   Gap=0.018830      sigma=60.892588    Gap=0.032078
 102:  mu=498.784314   Gap=0.020009      sigma=60.869618    Gap=0.031688
 103:  mu=498.621359   Gap=0.019676      sigma=60.595767    Gap=0.027047
 104:  mu=498.951923   Gap=0.020352      sigma=60.396985    Gap=0.023678
 105:  mu=497.895238   Gap=0.018191      sigma=61.067008    Gap=0.035034
 106:  mu=497.386792   Gap=0.017151      sigma=61.001171    Gap=0.033918
 107:  mu=497.635514   Gap=0.017660      sigma=60.769427    Gap=0.029990
 108:  mu=497.648148   Gap=0.017685      sigma=60.487574    Gap=0.025213
 109:  mu=497.788991   Gap=0.017973      sigma=60.227257    Gap=0.020801
 110:  mu=497.327273   Gap=0.017029      sigma=60.146353    Gap=0.019430
 111:  mu=497.693694   Gap=0.017779      sigma=59.998017    Gap=0.016916
