任务数量： 500
实际：mu=388.000000   sigma=46.000000

   1:  mu=460.000000   Gap=0.185567      sigma=0.000000    Gap=1.000000
   2:  mu=407.000000   Gap=0.048969      sigma=53.000000    Gap=0.152174
   3:  mu=406.666667   Gap=0.048110      sigma=43.276886    Gap=0.059198
   4:  mu=407.250000   Gap=0.049613      sigma=37.492499    Gap=0.184946
   5:  mu=389.400000   Gap=0.003608      sigma=48.979996    Gap=0.064783
   6:  mu=390.333333   Gap=0.006014      sigma=44.761094    Gap=0.026933
   7:  mu=388.571429   Gap=0.001473      sigma=41.664843    Gap=0.094243
   8:  mu=392.375000   Gap=0.011276      sigma=40.252135    Gap=0.124954
   9:  mu=403.222222   Gap=0.039233      sigma=48.800678    Gap=0.060884
  10:  mu=403.700000   Gap=0.040464      sigma=46.318571    Gap=0.006925
  11:  mu=405.272727   Gap=0.044517      sigma=44.442181    Gap=0.033866
  12:  mu=408.833333   Gap=0.053694      sigma=44.158490    Gap=0.040033
  13:  mu=405.538462   Gap=0.045202      sigma=43.934594    Gap=0.044900
  14:  mu=400.000000   Gap=0.030928      sigma=46.809645    Gap=0.017601
  15:  mu=392.266667   Gap=0.010997      sigma=53.687325    Gap=0.167116
  16:  mu=392.500000   Gap=0.011598      sigma=51.990384    Gap=0.130226
  17:  mu=391.117647   Gap=0.008035      sigma=50.740264    Gap=0.103049
  18:  mu=388.833333   Gap=0.002148      sigma=50.202092    Gap=0.091350
  19:  mu=389.578947   Gap=0.004069      sigma=48.965418    Gap=0.064466
  20:  mu=384.850000   Gap=0.008119      sigma=51.986801    Gap=0.130148
  21:  mu=384.142857   Gap=0.009941      sigma=50.832391    Gap=0.105052
  22:  mu=381.272727   Gap=0.017338      sigma=51.375783    Gap=0.116865
  23:  mu=382.652174   Gap=0.013783      sigma=50.661373    Gap=0.101334
  24:  mu=382.333333   Gap=0.014605      sigma=49.618265    Gap=0.078658
  25:  mu=381.320000   Gap=0.017216      sigma=48.868575    Gap=0.062360
  26:  mu=383.269231   Gap=0.012193      sigma=48.900651    Gap=0.063058
  27:  mu=385.185185   Gap=0.007255      sigma=48.970919    Gap=0.064585
  28:  mu=385.285714   Gap=0.006996      sigma=48.091325    Gap=0.045464
  29:  mu=383.482759   Gap=0.011642      sigma=48.208327    Gap=0.048007
  30:  mu=384.233333   Gap=0.009708      sigma=47.570077    Gap=0.034132
  31:  mu=383.258065   Gap=0.012221      sigma=47.100420    Gap=0.023922
  32:  mu=381.687500   Gap=0.016269      sigma=47.176158    Gap=0.025569
  33:  mu=381.090909   Gap=0.017807      sigma=46.578291    Gap=0.012572
  34:  mu=380.058824   Gap=0.020467      sigma=46.269633    Gap=0.005862
  35:  mu=380.571429   Gap=0.019146      sigma=45.701695    Gap=0.006485
  36:  mu=380.694444   Gap=0.018829      sigma=45.068355    Gap=0.020253
  37:  mu=382.270270   Gap=0.014767      sigma=45.449496    Gap=0.011967
  38:  mu=382.657895   Gap=0.013768      sigma=44.909427    Gap=0.023708
  39:  mu=382.410256   Gap=0.014407      sigma=44.356203    Gap=0.035735
  40:  mu=383.550000   Gap=0.011469      sigma=44.372824    Gap=0.035373
  41:  mu=382.926829   Gap=0.013075      sigma=44.005205    Gap=0.043365
  42:  mu=384.261905   Gap=0.009634      sigma=44.310624    Gap=0.036726
  43:  mu=385.279070   Gap=0.007013      sigma=44.285714    Gap=0.037267
  44:  mu=387.204545   Gap=0.002050      sigma=45.563931    Gap=0.009480
  45:  mu=386.088889   Gap=0.004926      sigma=45.658550    Gap=0.007423
  46:  mu=384.347826   Gap=0.009413      sigma=46.645386    Gap=0.014030
  47:  mu=383.957447   Gap=0.010419      sigma=46.222384    Gap=0.004834
  48:  mu=383.854167   Gap=0.010685      sigma=45.743847    Gap=0.005569
  49:  mu=383.816327   Gap=0.010783      sigma=45.275426    Gap=0.015752
  50:  mu=382.560000   Gap=0.014021      sigma=45.675008    Gap=0.007065
  51:  mu=383.901961   Gap=0.010562      sigma=46.209775    Gap=0.004560
  52:  mu=382.884615   Gap=0.013184      sigma=46.336418    Gap=0.007313
  53:  mu=382.018868   Gap=0.015415      sigma=46.319844    Gap=0.006953
  54:  mu=382.259259   Gap=0.014796      sigma=45.922312    Gap=0.001689
  55:  mu=381.545455   Gap=0.016635      sigma=45.804255    Gap=0.004255
