任务数量： 500
实际：mu=189.000000   sigma=21.000000

   1:  mu=175.000000   Gap=0.074074      sigma=0.000000    Gap=1.000000
   2:  mu=199.000000   Gap=0.052910      sigma=24.000000    Gap=0.142857
   3:  mu=195.333333   Gap=0.033510      sigma=20.270394    Gap=0.034743
   4:  mu=193.500000   Gap=0.023810      sigma=17.839563    Gap=0.150497
   5:  mu=188.000000   Gap=0.005291      sigma=19.380402    Gap=0.077124
   6:  mu=183.833333   Gap=0.027337      sigma=19.995138    Gap=0.047851
   7:  mu=177.714286   Gap=0.059713      sigma=23.819046    Gap=0.134240
   8:  mu=178.125000   Gap=0.057540      sigma=22.307160    Gap=0.062246
   9:  mu=183.000000   Gap=0.031746      sigma=25.148448    Gap=0.197545
  10:  mu=179.200000   Gap=0.051852      sigma=26.441634    Gap=0.259125
  11:  mu=179.545455   Gap=0.050024      sigma=25.234765    Gap=0.201655
  12:  mu=179.750000   Gap=0.048942      sigma=24.169971    Gap=0.150951
  13:  mu=179.461538   Gap=0.050468      sigma=23.243247    Gap=0.106821
  14:  mu=177.142857   Gap=0.062736      sigma=23.907133    Gap=0.138435
  15:  mu=177.000000   Gap=0.063492      sigma=23.102669    Gap=0.100127
  16:  mu=177.125000   Gap=0.062831      sigma=22.374302    Gap=0.065443
  17:  mu=180.647059   Gap=0.044195      sigma=25.877406    Gap=0.232257
  18:  mu=180.333333   Gap=0.045855      sigma=25.181563    Gap=0.199122
  19:  mu=182.947368   Gap=0.032025      sigma=26.902306    Gap=0.281062
  20:  mu=184.200000   Gap=0.025397      sigma=26.783577    Gap=0.275408
  21:  mu=183.952381   Gap=0.026707      sigma=26.161542    Gap=0.245788
  22:  mu=183.636364   Gap=0.028379      sigma=25.601039    Gap=0.219097
  23:  mu=184.652174   Gap=0.023004      sigma=25.487608    Gap=0.213696
  24:  mu=183.791667   Gap=0.027557      sigma=25.289951    Gap=0.204283
  25:  mu=184.200000   Gap=0.025397      sigma=24.859606    Gap=0.183791
  26:  mu=183.769231   Gap=0.027676      sigma=24.471817    Gap=0.165325
  27:  mu=186.370370   Gap=0.013913      sigma=27.433621    Gap=0.306363
  28:  mu=186.392857   Gap=0.013794      sigma=26.939535    Gap=0.282835
  29:  mu=186.724138   Gap=0.012042      sigma=26.528965    Gap=0.263284
  30:  mu=187.966667   Gap=0.005467      sigma=26.927660    Gap=0.282270
  31:  mu=188.096774   Gap=0.004779      sigma=26.499367    Gap=0.261875
  32:  mu=187.375000   Gap=0.008598      sigma=26.389806    Gap=0.256657
  33:  mu=187.757576   Gap=0.006574      sigma=26.076845    Gap=0.241755
  34:  mu=187.911765   Gap=0.005758      sigma=25.705765    Gap=0.224084
  35:  mu=188.400000   Gap=0.003175      sigma=25.495322    Gap=0.214063
  36:  mu=188.666667   Gap=0.001764      sigma=25.188181    Gap=0.199437
  37:  mu=188.108108   Gap=0.004719      sigma=25.070478    Gap=0.193832
  38:  mu=188.894737   Gap=0.000557      sigma=25.196898    Gap=0.199852
  39:  mu=188.615385   Gap=0.002035      sigma=24.931306    Gap=0.187205
  40:  mu=188.375000   Gap=0.003307      sigma=24.663422    Gap=0.174449
  41:  mu=188.268293   Gap=0.003871      sigma=24.370138    Gap=0.160483
  42:  mu=187.452381   Gap=0.008188      sigma=24.638532    Gap=0.173263
  43:  mu=188.488372   Gap=0.002707      sigma=25.259004    Gap=0.202810
  44:  mu=188.386364   Gap=0.003247      sigma=24.979279    Gap=0.189489
  45:  mu=187.955556   Gap=0.005526      sigma=24.864929    Gap=0.184044
