任务数量： 500
实际：mu=293.000000   sigma=25.000000

   1:  mu=305.000000   Gap=0.040956      sigma=0.000000    Gap=1.000000
   2:  mu=285.000000   Gap=0.027304      sigma=20.000000    Gap=0.200000
   3:  mu=274.333333   Gap=0.063709      sigma=22.231109    Gap=0.110756
   4:  mu=275.000000   Gap=0.061433      sigma=19.287302    Gap=0.228508
   5:  mu=279.600000   Gap=0.045734      sigma=19.550959    Gap=0.217962
   6:  mu=279.333333   Gap=0.046644      sigma=17.857460    Gap=0.285702
   7:  mu=282.142857   Gap=0.037055      sigma=17.907928    Gap=0.283683
   8:  mu=278.750000   Gap=0.048635      sigma=19.004934    Gap=0.239803
   9:  mu=287.111111   Gap=0.020099      sigma=29.670204    Gap=0.186808
  10:  mu=292.100000   Gap=0.003072      sigma=31.879304    Gap=0.275172
  11:  mu=292.727273   Gap=0.000931      sigma=30.460379    Gap=0.218415
  12:  mu=291.166667   Gap=0.006257      sigma=29.619344    Gap=0.184774
  13:  mu=288.307692   Gap=0.016015      sigma=30.131467    Gap=0.205259
  14:  mu=288.071429   Gap=0.016821      sigma=29.047902    Gap=0.161916
  15:  mu=288.866667   Gap=0.014107      sigma=28.220245    Gap=0.128810
  16:  mu=289.000000   Gap=0.013652      sigma=27.329014    Gap=0.093161
  17:  mu=291.470588   Gap=0.005220      sigma=28.294913    Gap=0.131797
  18:  mu=289.555556   Gap=0.011756      sigma=28.608900    Gap=0.144356
  19:  mu=290.315789   Gap=0.009161      sigma=28.032035    Gap=0.121281
  20:  mu=288.600000   Gap=0.015017      sigma=28.327372    Gap=0.133095
  21:  mu=288.714286   Gap=0.014627      sigma=27.649409    Gap=0.105976
  22:  mu=289.863636   Gap=0.010704      sigma=27.522380    Gap=0.100895
  23:  mu=290.260870   Gap=0.009349      sigma=26.981825    Gap=0.079273
  24:  mu=290.041667   Gap=0.010097      sigma=26.434635    Gap=0.057385
  25:  mu=292.040000   Gap=0.003276      sigma=27.688958    Gap=0.107558
  26:  mu=292.346154   Gap=0.002232      sigma=27.194375    Gap=0.087775
  27:  mu=292.185185   Gap=0.002781      sigma=26.698643    Gap=0.067946
  28:  mu=290.785714   Gap=0.007557      sigma=27.207348    Gap=0.088294
  29:  mu=292.965517   Gap=0.000118      sigma=29.116274    Gap=0.164651
  30:  mu=291.400000   Gap=0.005461      sigma=29.842475    Gap=0.193699
  31:  mu=292.032258   Gap=0.003303      sigma=29.560745    Gap=0.182430
  32:  mu=292.156250   Gap=0.002880      sigma=29.103382    Gap=0.164135
  33:  mu=292.212121   Gap=0.002689      sigma=28.660772    Gap=0.146431
  34:  mu=291.735294   Gap=0.004316      sigma=28.368695    Gap=0.134748
  35:  mu=291.685714   Gap=0.004486      sigma=27.961986    Gap=0.118479
  36:  mu=292.500000   Gap=0.001706      sigma=27.988589    Gap=0.119544
  37:  mu=292.486486   Gap=0.001753      sigma=27.607893    Gap=0.104316
  38:  mu=291.500000   Gap=0.005119      sigma=27.895246    Gap=0.115810
  39:  mu=292.307692   Gap=0.002363      sigma=27.981820    Gap=0.119273
  40:  mu=292.750000   Gap=0.000853      sigma=27.767562    Gap=0.110702
  41:  mu=293.902439   Gap=0.003080      sigma=28.378801    Gap=0.135152
  42:  mu=293.619048   Gap=0.002113      sigma=28.097579    Gap=0.123903
  43:  mu=294.046512   Gap=0.003572      sigma=27.906783    Gap=0.116271
  44:  mu=294.295455   Gap=0.004421      sigma=27.636093    Gap=0.105444
  45:  mu=293.777778   Gap=0.002655      sigma=27.542201    Gap=0.101688
  46:  mu=293.043478   Gap=0.000148      sigma=27.682954    Gap=0.107318
  47:  mu=292.702128   Gap=0.001017      sigma=27.484553    Gap=0.099382
  48:  mu=292.666667   Gap=0.001138      sigma=27.197835    Gap=0.087913
  49:  mu=293.510204   Gap=0.001741      sigma=27.545971    Gap=0.101839
  50:  mu=293.780000   Gap=0.002662      sigma=27.334440    Gap=0.093378
  51:  mu=294.490196   Gap=0.005086      sigma=27.527079    Gap=0.101083
  52:  mu=295.000000   Gap=0.006826      sigma=27.503147    Gap=0.100126
  53:  mu=294.792453   Gap=0.006118      sigma=27.283528    Gap=0.091341
  54:  mu=294.277778   Gap=0.004361      sigma=27.288185    Gap=0.091527
  55:  mu=294.218182   Gap=0.004158      sigma=27.042519    Gap=0.081701
  56:  mu=294.375000   Gap=0.004693      sigma=26.825203    Gap=0.073008
  57:  mu=293.736842   Gap=0.002515      sigma=27.014308    Gap=0.080572
  58:  mu=293.568966   Gap=0.001942      sigma=26.810389    Gap=0.072416
  59:  mu=293.525424   Gap=0.001793      sigma=26.584280    Gap=0.063371
  60:  mu=294.650000   Gap=0.005631      sigma=27.740959    Gap=0.109638
  61:  mu=293.967213   Gap=0.003301      sigma=28.016369    Gap=0.120655
  62:  mu=293.741935   Gap=0.002532      sigma=27.845157    Gap=0.113806
  63:  mu=294.079365   Gap=0.003684      sigma=27.750762    Gap=0.110030
  64:  mu=293.718750   Gap=0.002453      sigma=27.681486    Gap=0.107259
  65:  mu=293.815385   Gap=0.002783      sigma=27.478603    Gap=0.099144
  66:  mu=294.030303   Gap=0.003516      sigma=27.324631    Gap=0.092985
  67:  mu=294.089552   Gap=0.003719      sigma=27.124220    Gap=0.084969
  68:  mu=294.058824   Gap=0.003614      sigma=26.925214    Gap=0.077009
