任务数量： 500
实际：mu=206.000000   sigma=22.000000

   1:  mu=200.000000   Gap=0.029126      sigma=0.000000    Gap=1.000000
   2:  mu=202.500000   Gap=0.016990      sigma=2.500000    Gap=0.886364
   3:  mu=190.000000   Gap=0.077670      sigma=17.795130    Gap=0.191130
   4:  mu=200.500000   Gap=0.026699      sigma=23.837995    Gap=0.083545
   5:  mu=198.000000   Gap=0.038835      sigma=21.899772    Gap=0.004556
   6:  mu=200.333333   Gap=0.027508      sigma=20.661290    Gap=0.060850
   7:  mu=201.428571   Gap=0.022191      sigma=19.315849    Gap=0.122007
   8:  mu=204.500000   Gap=0.007282      sigma=19.811613    Gap=0.099472
   9:  mu=204.222222   Gap=0.008630      sigma=18.695084    Gap=0.150223
  10:  mu=206.000000   Gap=0.000000      sigma=18.520259    Gap=0.158170
  11:  mu=202.181818   Gap=0.018535      sigma=21.391664    Gap=0.027652
  12:  mu=202.583333   Gap=0.016586      sigma=20.524207    Gap=0.067082
  13:  mu=201.307692   Gap=0.022778      sigma=20.208089    Gap=0.081450
  14:  mu=203.357143   Gap=0.012829      sigma=20.827890    Gap=0.053278
  15:  mu=201.866667   Gap=0.020065      sigma=20.880187    Gap=0.050901
  16:  mu=199.562500   Gap=0.031250      sigma=22.099120    Gap=0.004505
  17:  mu=200.117647   Gap=0.028555      sigma=21.553988    Gap=0.020273
  18:  mu=201.611111   Gap=0.021305      sigma=21.833051    Gap=0.007589
  19:  mu=202.684211   Gap=0.016096      sigma=21.732955    Gap=0.012138
  20:  mu=203.450000   Gap=0.012379      sigma=21.444055    Gap=0.025270
  21:  mu=201.714286   Gap=0.020804      sigma=22.320486    Gap=0.014568
  22:  mu=202.545455   Gap=0.016770      sigma=22.137437    Gap=0.006247
  23:  mu=201.913043   Gap=0.019840      sigma=21.853093    Gap=0.006678
  24:  mu=202.875000   Gap=0.015170      sigma=21.884760    Gap=0.005238
  25:  mu=201.680000   Gap=0.020971      sigma=22.227407    Gap=0.010337
  26:  mu=201.538462   Gap=0.021658      sigma=21.807251    Gap=0.008761
  27:  mu=201.851852   Gap=0.020137      sigma=21.459184    Gap=0.024583
  28:  mu=202.000000   Gap=0.019417      sigma=21.086556    Gap=0.041520
  29:  mu=201.862069   Gap=0.020087      sigma=20.732656    Gap=0.057607
  30:  mu=202.333333   Gap=0.017799      sigma=20.541557    Gap=0.066293
  31:  mu=201.935484   Gap=0.019731      sigma=20.324680    Gap=0.076151
  32:  mu=203.187500   Gap=0.013653      sigma=21.184366    Gap=0.037074
  33:  mu=203.303030   Gap=0.013092      sigma=20.871156    Gap=0.051311
  34:  mu=202.852941   Gap=0.015277      sigma=20.723860    Gap=0.058006
  35:  mu=202.200000   Gap=0.018447      sigma=20.777460    Gap=0.055570
  36:  mu=203.305556   Gap=0.013080      sigma=21.505580    Gap=0.022474
  37:  mu=203.135135   Gap=0.013907      sigma=21.237603    Gap=0.034654
  38:  mu=202.578947   Gap=0.016607      sigma=21.227628    Gap=0.035108
  39:  mu=202.717949   Gap=0.015932      sigma=20.971224    Gap=0.046763
  40:  mu=203.550000   Gap=0.011893      sigma=21.349415    Gap=0.029572
  41:  mu=203.024390   Gap=0.014445      sigma=21.347860    Gap=0.029643
  42:  mu=202.285714   Gap=0.018031      sigma=21.616006    Gap=0.017454
  43:  mu=201.627907   Gap=0.021224      sigma=21.784380    Gap=0.009801
  44:  mu=202.477273   Gap=0.017101      sigma=22.243987    Gap=0.011090
  45:  mu=202.400000   Gap=0.017476      sigma=22.001414    Gap=0.000064
  46:  mu=202.239130   Gap=0.018257      sigma=21.787696    Gap=0.009650
  47:  mu=201.106383   Gap=0.023755      sigma=22.882897    Gap=0.040132
