任务数量： 500
实际：mu=250.000000   sigma=34.000000

   1:  mu=178.000000   Gap=0.288000      sigma=0.000000    Gap=1.000000
   2:  mu=203.000000   Gap=0.188000      sigma=25.000000    Gap=0.264706
   3:  mu=212.333333   Gap=0.150667      sigma=24.308206    Gap=0.285053
   4:  mu=214.750000   Gap=0.141000      sigma=21.463632    Gap=0.368717
   5:  mu=216.800000   Gap=0.132800      sigma=19.630588    Gap=0.422630
   6:  mu=225.666667   Gap=0.097333      sigma=26.724936    Gap=0.213972
   7:  mu=222.285714   Gap=0.110857      sigma=26.091675    Gap=0.232598
   8:  mu=223.375000   Gap=0.106500      sigma=24.576094    Gap=0.277174
   9:  mu=228.888889   Gap=0.084444      sigma=27.930248    Gap=0.178522
  10:  mu=230.200000   Gap=0.079200      sigma=26.787310    Gap=0.212138
  11:  mu=227.909091   Gap=0.088364      sigma=26.548256    Gap=0.219169
  12:  mu=228.333333   Gap=0.086667      sigma=25.456935    Gap=0.251267
  13:  mu=225.846154   Gap=0.096615      sigma=25.931407    Gap=0.237312
  14:  mu=223.214286   Gap=0.107143      sigma=26.729274    Gap=0.213845
  15:  mu=225.866667   Gap=0.096533      sigma=27.664337    Gap=0.186343
  16:  mu=229.750000   Gap=0.081000      sigma=30.719497    Gap=0.096485
  17:  mu=231.470588   Gap=0.074118      sigma=30.586652    Gap=0.100393
  18:  mu=230.444444   Gap=0.078222      sigma=30.024476    Gap=0.116927
  19:  mu=232.052632   Gap=0.071789      sigma=30.009601    Gap=0.117365
  20:  mu=232.150000   Gap=0.071400      sigma=29.252820    Gap=0.139623
  21:  mu=233.571429   Gap=0.065714      sigma=29.247013    Gap=0.139794
  22:  mu=233.545455   Gap=0.065818      sigma=28.574826    Gap=0.159564
  23:  mu=233.869565   Gap=0.064522      sigma=27.988048    Gap=0.176822
  24:  mu=233.375000   Gap=0.066500      sigma=27.501231    Gap=0.191140
  25:  mu=233.240000   Gap=0.067040      sigma=26.953708    Gap=0.207244
  26:  mu=231.923077   Gap=0.072308      sigma=27.238156    Gap=0.198878
  27:  mu=234.370370   Gap=0.062519      sigma=29.498460    Gap=0.132398
  28:  mu=234.785714   Gap=0.060857      sigma=29.047199    Gap=0.145671
  29:  mu=236.482759   Gap=0.054069      sigma=29.921300    Gap=0.119962
  30:  mu=235.633333   Gap=0.057467      sigma=29.771892    Gap=0.124356
  31:  mu=235.580645   Gap=0.057677      sigma=29.289186    Gap=0.138553
  32:  mu=236.156250   Gap=0.055375      sigma=29.005505    Gap=0.146897
  33:  mu=238.090909   Gap=0.047636      sigma=30.587543    Gap=0.100366
  34:  mu=238.882353   Gap=0.044471      sigma=30.475414    Gap=0.103664
  35:  mu=238.457143   Gap=0.046171      sigma=30.139052    Gap=0.113557
  36:  mu=238.055556   Gap=0.047778      sigma=29.812324    Gap=0.123167
  37:  mu=237.945946   Gap=0.048216      sigma=29.414049    Gap=0.134881
  38:  mu=238.368421   Gap=0.046526      sigma=29.137985    Gap=0.143000
  39:  mu=238.743590   Gap=0.045026      sigma=28.854825    Gap=0.151329
  40:  mu=238.650000   Gap=0.045400      sigma=28.497851    Gap=0.161828
  41:  mu=238.634146   Gap=0.045463      sigma=28.148349    Gap=0.172107
  42:  mu=238.785714   Gap=0.044857      sigma=27.828160    Gap=0.181525
  43:  mu=238.534884   Gap=0.045860      sigma=27.550671    Gap=0.189686
  44:  mu=239.068182   Gap=0.043727      sigma=27.459390    Gap=0.192371
  45:  mu=239.266667   Gap=0.042933      sigma=27.184473    Gap=0.200457
  46:  mu=238.673913   Gap=0.045304      sigma=27.179799    Gap=0.200594
  47:  mu=240.212766   Gap=0.039149      sigma=28.843625    Gap=0.151658
  48:  mu=240.208333   Gap=0.039167      sigma=28.541606    Gap=0.160541
  49:  mu=240.204082   Gap=0.039184      sigma=28.248879    Gap=0.169151
  50:  mu=240.540000   Gap=0.037840      sigma=28.063649    Gap=0.174599
  51:  mu=239.980392   Gap=0.040078      sigma=28.067489    Gap=0.174486
  52:  mu=240.269231   Gap=0.038923      sigma=27.872730    Gap=0.180214
  53:  mu=241.075472   Gap=0.035698      sigma=28.214040    Gap=0.170175
  54:  mu=241.537037   Gap=0.033852      sigma=28.152832    Gap=0.171976
  55:  mu=242.927273   Gap=0.028291      sigma=29.707578    Gap=0.126248
  56:  mu=244.642857   Gap=0.021429      sigma=32.072701    Gap=0.056685
  57:  mu=245.456140   Gap=0.018175      sigma=32.367446    Gap=0.048016
  58:  mu=245.431034   Gap=0.018276      sigma=32.087763    Gap=0.056242
  59:  mu=244.711864   Gap=0.021153      sigma=32.282677    Gap=0.050510
  60:  mu=245.183333   Gap=0.019267      sigma=32.216710    Gap=0.052450
  61:  mu=245.032787   Gap=0.019869      sigma=31.972820    Gap=0.059623
  62:  mu=244.306452   Gap=0.022774      sigma=32.217301    Gap=0.052432
  63:  mu=243.873016   Gap=0.024508      sigma=32.142289    Gap=0.054639
