任务数量： 500
实际：mu=75.000000   sigma=9.000000

   1:  mu=63.000000   Gap=0.160000      sigma=0.000000    Gap=1.000000
   2:  mu=67.500000   Gap=0.100000      sigma=4.500000    Gap=0.500000
   3:  mu=67.000000   Gap=0.106667      sigma=3.741657    Gap=0.584260
   4:  mu=67.750000   Gap=0.096667      sigma=3.491060    Gap=0.612104
   5:  mu=70.800000   Gap=0.056000      sigma=6.852737    Gap=0.238585
   6:  mu=74.833333   Gap=0.002222      sigma=10.975984    Gap=0.219554
   7:  mu=74.000000   Gap=0.013333      sigma=10.364776    Gap=0.151642
   8:  mu=74.125000   Gap=0.011667      sigma=9.700999    Gap=0.077889
   9:  mu=72.888889   Gap=0.028148      sigma=9.791657    Gap=0.087962
  10:  mu=73.900000   Gap=0.014667      sigma=9.771898    Gap=0.085766
  11:  mu=73.818182   Gap=0.015758      sigma=9.320731    Gap=0.035637
  12:  mu=74.250000   Gap=0.010000      sigma=9.038114    Gap=0.004235
  13:  mu=74.692308   Gap=0.004103      sigma=8.817680    Gap=0.020258
  14:  mu=74.571429   Gap=0.005714      sigma=8.508099    Gap=0.054656
  15:  mu=75.733333   Gap=0.009778      sigma=9.298506    Gap=0.033167
  16:  mu=75.625000   Gap=0.008333      sigma=9.013011    Gap=0.001446
  17:  mu=75.588235   Gap=0.007843      sigma=8.745142    Gap=0.028318
  18:  mu=75.333333   Gap=0.004444      sigma=8.563488    Gap=0.048501
  19:  mu=75.736842   Gap=0.009825      sigma=8.509079    Gap=0.054547
  20:  mu=75.200000   Gap=0.002667      sigma=8.617424    Gap=0.042508
  21:  mu=74.476190   Gap=0.006984      sigma=9.011205    Gap=0.001245
  22:  mu=74.727273   Gap=0.003636      sigma=8.878891    Gap=0.013457
  23:  mu=74.304348   Gap=0.009275      sigma=8.907421    Gap=0.010287
  24:  mu=74.291667   Gap=0.009444      sigma=8.720088    Gap=0.031101
  25:  mu=74.360000   Gap=0.008533      sigma=8.550462    Gap=0.049949
  26:  mu=75.423077   Gap=0.005641      sigma=9.927325    Gap=0.103036
  27:  mu=75.888889   Gap=0.011852      sigma=10.027124    Gap=0.114125
  28:  mu=75.607143   Gap=0.008095      sigma=9.954680    Gap=0.106076
  29:  mu=75.758621   Gap=0.010115      sigma=9.814329    Gap=0.090481
  30:  mu=75.400000   Gap=0.005333      sigma=9.840732    Gap=0.093415
  31:  mu=74.967742   Gap=0.000430      sigma=9.966019    Gap=0.107335
  32:  mu=74.781250   Gap=0.002917      sigma=9.863868    Gap=0.095985
  33:  mu=75.060606   Gap=0.000808      sigma=9.840976    Gap=0.093442
  34:  mu=74.852941   Gap=0.001961      sigma=9.768293    Gap=0.085366
  35:  mu=74.657143   Gap=0.004571      sigma=9.695191    Gap=0.077243
  36:  mu=74.527778   Gap=0.006296      sigma=9.590175    Gap=0.065575
  37:  mu=74.486486   Gap=0.006847      sigma=9.462934    Gap=0.051437
  38:  mu=74.105263   Gap=0.011930      sigma=9.621220    Gap=0.069024
  39:  mu=73.923077   Gap=0.014359      sigma=9.563243    Gap=0.062583
  40:  mu=73.900000   Gap=0.014667      sigma=9.444046    Gap=0.049338
  41:  mu=73.878049   Gap=0.014959      sigma=9.329197    Gap=0.036577
  42:  mu=74.047619   Gap=0.012698      sigma=9.281195    Gap=0.031244
  43:  mu=73.813953   Gap=0.015814      sigma=9.296801    Gap=0.032978
  44:  mu=74.045455   Gap=0.012727      sigma=9.315077    Gap=0.035009
  45:  mu=73.977778   Gap=0.013630      sigma=9.221928    Gap=0.024659
  46:  mu=73.956522   Gap=0.013913      sigma=9.122253    Gap=0.013584
  47:  mu=74.170213   Gap=0.011064      sigma=9.140323    Gap=0.015591
  48:  mu=74.291667   Gap=0.009444      sigma=9.082855    Gap=0.009206
  49:  mu=74.122449   Gap=0.011701      sigma=9.065820    Gap=0.007313
  50:  mu=74.200000   Gap=0.010667      sigma=8.991107    Gap=0.000988
  51:  mu=74.254902   Gap=0.009935      sigma=8.910983    Gap=0.009891
  52:  mu=74.057692   Gap=0.012564      sigma=8.936557    Gap=0.007049
  53:  mu=74.433962   Gap=0.007547      sigma=9.258366    Gap=0.028707
  54:  mu=74.444444   Gap=0.007407      sigma=9.172557    Gap=0.019173
  55:  mu=74.709091   Gap=0.003879      sigma=9.294520    Gap=0.032724
  56:  mu=74.750000   Gap=0.003333      sigma=9.216154    Gap=0.024017
  57:  mu=74.771930   Gap=0.003041      sigma=9.136427    Gap=0.015159
  58:  mu=74.965517   Gap=0.000460      sigma=9.174488    Gap=0.019388
  59:  mu=74.762712   Gap=0.003164      sigma=9.226599    Gap=0.025178
  60:  mu=74.766667   Gap=0.003111      sigma=9.149438    Gap=0.016604
  61:  mu=74.688525   Gap=0.004153      sigma=9.094298    Gap=0.010478
  62:  mu=74.822581   Gap=0.002366      sigma=9.081218    Gap=0.009024
  63:  mu=75.015873   Gap=0.000212      sigma=9.136517    Gap=0.015169
  64:  mu=74.953125   Gap=0.000625      sigma=9.078528    Gap=0.008725
  65:  mu=74.769231   Gap=0.003077      sigma=9.127759    Gap=0.014195
  66:  mu=74.712121   Gap=0.003838      sigma=9.070039    Gap=0.007782
  67:  mu=74.686567   Gap=0.004179      sigma=9.004491    Gap=0.000499
  68:  mu=74.691176   Gap=0.004118      sigma=8.938116    Gap=0.006876
  69:  mu=74.492754   Gap=0.006763      sigma=9.022714    Gap=0.002524
  70:  mu=74.614286   Gap=0.005143      sigma=9.014738    Gap=0.001638
  71:  mu=74.605634   Gap=0.005258      sigma=8.951322    Gap=0.005409
  72:  mu=74.625000   Gap=0.005000      sigma=8.890440    Gap=0.012173
  73:  mu=74.876712   Gap=0.001644      sigma=9.083999    Gap=0.009333
  74:  mu=74.824324   Gap=0.002342      sigma=9.033508    Gap=0.003723
  75:  mu=74.866667   Gap=0.001778      sigma=8.980473    Gap=0.002170
  76:  mu=75.000000   Gap=0.000000      sigma=8.995613    Gap=0.000487
  77:  mu=75.103896   Gap=0.001385      sigma=8.982789    Gap=0.001912
  78:  mu=75.192308   Gap=0.002564      sigma=8.958677    Gap=0.004591
  79:  mu=74.924051   Gap=0.001013      sigma=9.211677    Gap=0.023520
  80:  mu=74.750000   Gap=0.003333      sigma=9.283722    Gap=0.031525
  81:  mu=74.790123   Gap=0.002798      sigma=9.233214    Gap=0.025913
  82:  mu=74.841463   Gap=0.002114      sigma=9.188367    Gap=0.020930
  83:  mu=74.903614   Gap=0.001285      sigma=9.150172    Gap=0.016686
  84:  mu=74.916667   Gap=0.001111      sigma=9.096321    Gap=0.010702
  85:  mu=74.752941   Gap=0.003294      sigma=9.166314    Gap=0.018479
  86:  mu=74.744186   Gap=0.003411      sigma=9.113223    Gap=0.012580
  87:  mu=74.919540   Gap=0.001073      sigma=9.205469    Gap=0.022830
  88:  mu=74.977273   Gap=0.000303      sigma=9.168842    Gap=0.018760
  89:  mu=74.977528   Gap=0.000300      sigma=9.117187    Gap=0.013021
  90:  mu=74.900000   Gap=0.001333      sigma=9.095848    Gap=0.010650
  91:  mu=74.923077   Gap=0.001026      sigma=9.048381    Gap=0.005376
  92:  mu=74.782609   Gap=0.002899      sigma=9.098287    Gap=0.010921
  93:  mu=74.774194   Gap=0.003011      sigma=9.049599    Gap=0.005511
  94:  mu=74.670213   Gap=0.004397      sigma=9.057016    Gap=0.006335
  95:  mu=74.642105   Gap=0.004772      sigma=9.013342    Gap=0.001482
  96:  mu=74.645833   Gap=0.004722      sigma=8.966348    Gap=0.003739
  97:  mu=74.701031   Gap=0.003986      sigma=8.936390    Gap=0.007068
  98:  mu=74.744898   Gap=0.003401      sigma=8.901171    Gap=0.010981
  99:  mu=74.858586   Gap=0.001886      sigma=8.927327    Gap=0.008075
 100:  mu=75.150000   Gap=0.002000      sigma=9.343848    Gap=0.038205
 101:  mu=75.148515   Gap=0.001980      sigma=9.297488    Gap=0.033054
 102:  mu=75.166667   Gap=0.002222      sigma=9.253598    Gap=0.028178
 103:  mu=75.029126   Gap=0.000388      sigma=9.312750    Gap=0.034750
 104:  mu=74.855769   Gap=0.001923      sigma=9.433388    Gap=0.048154
 105:  mu=74.809524   Gap=0.002540      sigma=9.400198    Gap=0.044466
 106:  mu=74.858491   Gap=0.001887      sigma=9.369198    Gap=0.041022
 107:  mu=75.065421   Gap=0.000872      sigma=9.565584    Gap=0.062843
 108:  mu=75.000000   Gap=0.000000      sigma=9.545214    Gap=0.060579
 109:  mu=75.119266   Gap=0.001590      sigma=9.581830    Gap=0.064648
 110:  mu=75.172727   Gap=0.002303      sigma=9.554494    Gap=0.061610
 111:  mu=75.090090   Gap=0.001201      sigma=9.550765    Gap=0.061196
 112:  mu=75.125000   Gap=0.001667      sigma=9.515143    Gap=0.057238
 113:  mu=75.008850   Gap=0.000118      sigma=9.552367    Gap=0.061374
 114:  mu=75.105263   Gap=0.001404      sigma=9.565443    Gap=0.062827
 115:  mu=75.121739   Gap=0.001623      sigma=9.525387    Gap=0.058376
 116:  mu=75.284483   Gap=0.003793      sigma=9.643477    Gap=0.071497
 117:  mu=75.299145   Gap=0.003989      sigma=9.603476    Gap=0.067053
 118:  mu=75.432203   Gap=0.005763      sigma=9.670398    Gap=0.074489
 119:  mu=75.470588   Gap=0.006275      sigma=9.638703    Gap=0.070967
 120:  mu=75.483333   Gap=0.006444      sigma=9.599465    Gap=0.066607
 121:  mu=75.495868   Gap=0.006612      sigma=9.560701    Gap=0.062300
 122:  mu=75.549180   Gap=0.007322      sigma=9.539480    Gap=0.059942
 123:  mu=75.756098   Gap=0.010081      sigma=9.771654    Gap=0.085739
 124:  mu=75.798387   Gap=0.010645      sigma=9.743467    Gap=0.082607
 125:  mu=75.824000   Gap=0.010987      sigma=9.708606    Gap=0.078734
 126:  mu=75.873016   Gap=0.011640      sigma=9.685519    Gap=0.076169
 127:  mu=75.811024   Gap=0.010814      sigma=9.672375    Gap=0.074708
 128:  mu=75.820312   Gap=0.010937      sigma=9.635087    Gap=0.070565
 129:  mu=75.930233   Gap=0.012403      sigma=9.677903    Gap=0.075323
 130:  mu=76.007692   Gap=0.013436      sigma=9.680668    Gap=0.075630
 131:  mu=76.099237   Gap=0.014656      sigma=9.699968    Gap=0.077774
 132:  mu=76.106061   Gap=0.014747      sigma=9.663472    Gap=0.073719
 133:  mu=76.045113   Gap=0.013935      sigma=9.652507    Gap=0.072501
 134:  mu=75.917910   Gap=0.012239      sigma=9.727671    Gap=0.080852
 135:  mu=75.866667   Gap=0.011556      sigma=9.709713    Gap=0.078857
 136:  mu=75.838235   Gap=0.011176      sigma=9.679588    Gap=0.075510
 137:  mu=75.678832   Gap=0.009051      sigma=9.821721    Gap=0.091302
 138:  mu=75.804348   Gap=0.010725      sigma=9.895731    Gap=0.099526
 139:  mu=75.884892   Gap=0.011799      sigma=9.905365    Gap=0.100596
 140:  mu=75.892857   Gap=0.011905      sigma=9.870372    Gap=0.096708
 141:  mu=75.836879   Gap=0.011158      sigma=9.857585    Gap=0.095287
 142:  mu=75.908451   Gap=0.012113      sigma=9.859510    Gap=0.095501
 143:  mu=75.937063   Gap=0.012494      sigma=9.830890    Gap=0.092321
 144:  mu=75.979167   Gap=0.013056      sigma=9.809624    Gap=0.089958
 145:  mu=75.924138   Gap=0.012322      sigma=9.798017    Gap=0.088669
 146:  mu=75.815068   Gap=0.010868      sigma=9.852337    Gap=0.094704
 147:  mu=75.809524   Gap=0.010794      sigma=9.818997    Gap=0.091000
 148:  mu=75.804054   Gap=0.010721      sigma=9.785993    Gap=0.087333
 149:  mu=75.798658   Gap=0.010649      sigma=9.753320    Gap=0.083702
 150:  mu=75.740000   Gap=0.009867      sigma=9.747088    Gap=0.083010
 151:  mu=75.788079   Gap=0.010508      sigma=9.732590    Gap=0.081399
 152:  mu=75.815789   Gap=0.010877      sigma=9.706496    Gap=0.078500
 153:  mu=75.882353   Gap=0.011765      sigma=9.709467    Gap=0.078830
 154:  mu=75.837662   Gap=0.011169      sigma=9.693666    Gap=0.077074
 155:  mu=75.832258   Gap=0.011097      sigma=9.662578    Gap=0.073620
 156:  mu=75.782051   Gap=0.010427      sigma=9.651820    Gap=0.072424
 157:  mu=75.770701   Gap=0.010276      sigma=9.622077    Gap=0.069120
 158:  mu=75.803797   Gap=0.010717      sigma=9.600540    Gap=0.066727
 159:  mu=75.748428   Gap=0.009979      sigma=9.595576    Gap=0.066175
 160:  mu=75.650000   Gap=0.008667      sigma=9.645724    Gap=0.071747
 161:  mu=75.757764   Gap=0.010104      sigma=9.711859    Gap=0.079095
 162:  mu=75.728395   Gap=0.009712      sigma=9.689007    Gap=0.076556
 163:  mu=75.631902   Gap=0.008425      sigma=9.737006    Gap=0.081890
 164:  mu=75.835366   Gap=0.011138      sigma=10.048830    Gap=0.116537
 165:  mu=75.806061   Gap=0.010747      sigma=10.025360    Gap=0.113929
 166:  mu=75.801205   Gap=0.010683      sigma=9.995312    Gap=0.110590
 167:  mu=75.802395   Gap=0.010699      sigma=9.965353    Gap=0.107261
 168:  mu=75.803571   Gap=0.010714      sigma=9.935661    Gap=0.103962
 169:  mu=75.816568   Gap=0.010888      sigma=9.907655    Gap=0.100851
 170:  mu=75.752941   Gap=0.010039      sigma=9.913041    Gap=0.101449
 171:  mu=75.807018   Gap=0.010760      sigma=9.909129    Gap=0.101014
 172:  mu=75.790698   Gap=0.010543      sigma=9.882585    Gap=0.098065
 173:  mu=75.803468   Gap=0.010713      sigma=9.855405    Gap=0.095045
 174:  mu=75.867816   Gap=0.011571      sigma=9.863424    Gap=0.095936
 175:  mu=75.908571   Gap=0.012114      sigma=9.849884    Gap=0.094432
 176:  mu=75.886364   Gap=0.011818      sigma=9.826254    Gap=0.091806
 177:  mu=75.836158   Gap=0.011149      sigma=9.821068    Gap=0.091230
 178:  mu=75.870787   Gap=0.011610      sigma=9.804272    Gap=0.089364
 179:  mu=75.899441   Gap=0.011993      sigma=9.784319    Gap=0.087147
 180:  mu=75.866667   Gap=0.011556      sigma=9.766951    Gap=0.085217
 181:  mu=75.950276   Gap=0.012670      sigma=9.804315    Gap=0.089368
 182:  mu=76.010989   Gap=0.013480      sigma=9.811402    Gap=0.090156
 183:  mu=76.054645   Gap=0.014062      sigma=9.802267    Gap=0.089141
 184:  mu=76.032609   Gap=0.013768      sigma=9.780139    Gap=0.086682
 185:  mu=76.048649   Gap=0.013982      sigma=9.756096    Gap=0.084011
 186:  mu=76.069892   Gap=0.014265      sigma=9.734124    Gap=0.081569
 187:  mu=76.064171   Gap=0.014189      sigma=9.708376    Gap=0.078708
 188:  mu=76.058511   Gap=0.014113      sigma=9.682831    Gap=0.075870
 189:  mu=76.111111   Gap=0.014815      sigma=9.684075    Gap=0.076008
 190:  mu=76.121053   Gap=0.014947      sigma=9.659524    Gap=0.073280
 191:  mu=76.099476   Gap=0.014660      sigma=9.638793    Gap=0.070977
 192:  mu=76.036458   Gap=0.013819      sigma=9.653029    Gap=0.072559
 193:  mu=76.098446   Gap=0.014646      sigma=9.666225    Gap=0.074025
 194:  mu=76.103093   Gap=0.014708      sigma=9.641496    Gap=0.071277
 195:  mu=76.025641   Gap=0.013675      sigma=9.677060    Gap=0.075229
 196:  mu=75.969388   Gap=0.012925      sigma=9.684254    Gap=0.076028
 197:  mu=75.979695   Gap=0.013063      sigma=9.660721    Gap=0.073413
 198:  mu=75.969697   Gap=0.012929      sigma=9.637317    Gap=0.070813
 199:  mu=75.994975   Gap=0.013266      sigma=9.619650    Gap=0.068850
 200:  mu=75.920000   Gap=0.012267      sigma=9.653683    Gap=0.072631
 201:  mu=75.905473   Gap=0.012073      sigma=9.631831    Gap=0.070203
 202:  mu=75.930693   Gap=0.012409      sigma=9.614611    Gap=0.068290
 203:  mu=75.881773   Gap=0.011757      sigma=9.616069    Gap=0.068452
 204:  mu=75.887255   Gap=0.011830      sigma=9.592789    Gap=0.065865
 205:  mu=75.843902   Gap=0.011252      sigma=9.589375    Gap=0.065486
 206:  mu=75.868932   Gap=0.011586      sigma=9.572782    Gap=0.063642
 207:  mu=75.850242   Gap=0.011337      sigma=9.553399    Gap=0.061489
 208:  mu=75.812500   Gap=0.010833      sigma=9.545863    Gap=0.060651
 209:  mu=75.818182   Gap=0.010909      sigma=9.523351    Gap=0.058150
 210:  mu=75.785714   Gap=0.010476      sigma=9.512237    Gap=0.056915
 211:  mu=75.739336   Gap=0.009858      sigma=9.513439    Gap=0.057049
 212:  mu=75.773585   Gap=0.010314      sigma=9.504004    Gap=0.056000
 213:  mu=75.765258   Gap=0.010203      sigma=9.482443    Gap=0.053605
 214:  mu=75.705607   Gap=0.009408      sigma=9.500234    Gap=0.055582
 215:  mu=75.730233   Gap=0.009736      sigma=9.484958    Gap=0.053884
 216:  mu=75.726852   Gap=0.009691      sigma=9.463107    Gap=0.051456
 217:  mu=75.737327   Gap=0.009831      sigma=9.442532    Gap=0.049170
 218:  mu=75.733945   Gap=0.009786      sigma=9.420982    Gap=0.046776
 219:  mu=75.753425   Gap=0.010046      sigma=9.403848    Gap=0.044872
 220:  mu=75.777273   Gap=0.010364      sigma=9.389086    Gap=0.043232
 221:  mu=75.805430   Gap=0.010739      sigma=9.377125    Gap=0.041903
 222:  mu=75.765766   Gap=0.010210      sigma=9.374544    Gap=0.041616
 223:  mu=75.757848   Gap=0.010105      sigma=9.354245    Gap=0.039361
 224:  mu=75.718750   Gap=0.009583      sigma=9.351585    Gap=0.039065
 225:  mu=75.671111   Gap=0.008948      sigma=9.357982    Gap=0.039776
 226:  mu=75.663717   Gap=0.008850      sigma=9.337915    Gap=0.037546
 227:  mu=75.612335   Gap=0.008164      sigma=9.349288    Gap=0.038810
 228:  mu=75.592105   Gap=0.007895      sigma=9.333740    Gap=0.037082
 229:  mu=75.558952   Gap=0.007453      sigma=9.326783    Gap=0.036309
 230:  mu=75.508696   Gap=0.006783      sigma=9.337508    Gap=0.037501
 231:  mu=75.528139   Gap=0.007042      sigma=9.321940    Gap=0.035771
 232:  mu=75.512931   Gap=0.006839      sigma=9.304699    Gap=0.033855
 233:  mu=75.450644   Gap=0.006009      sigma=9.333056    Gap=0.037006
 234:  mu=75.465812   Gap=0.006211      sigma=9.315970    Gap=0.035108
 235:  mu=75.408511   Gap=0.005447      sigma=9.337361    Gap=0.037485
 236:  mu=75.466102   Gap=0.006215      sigma=9.359290    Gap=0.039921
 237:  mu=75.506329   Gap=0.006751      sigma=9.359947    Gap=0.039994
 238:  mu=75.508403   Gap=0.006779      sigma=9.340317    Gap=0.037813
 239:  mu=75.535565   Gap=0.007141      sigma=9.330171    Gap=0.036686
 240:  mu=75.512500   Gap=0.006833      sigma=9.317538    Gap=0.035282
 241:  mu=75.535270   Gap=0.007137      sigma=9.304875    Gap=0.033875
 242:  mu=75.553719   Gap=0.007383      sigma=9.290047    Gap=0.032227
 243:  mu=75.654321   Gap=0.008724      sigma=9.402076    Gap=0.044675
 244:  mu=75.614754   Gap=0.008197      sigma=9.403040    Gap=0.044782
 245:  mu=75.534694   Gap=0.007129      sigma=9.466796    Gap=0.051866
 246:  mu=75.540650   Gap=0.007209      sigma=9.447995    Gap=0.049777
 247:  mu=75.485830   Gap=0.006478      sigma=9.467973    Gap=0.051997
 248:  mu=75.604839   Gap=0.008065      sigma=9.632203    Gap=0.070245
