任务数量： 500
实际：mu=567.000000   sigma=51.000000

   1:  mu=622.000000   Gap=0.097002      sigma=0.000000    Gap=1.000000
   2:  mu=632.000000   Gap=0.114638      sigma=10.000000    Gap=0.803922
   3:  mu=600.666667   Gap=0.059377      sigma=45.057987    Gap=0.116510
   4:  mu=592.250000   Gap=0.044533      sigma=41.655582    Gap=0.183224
   5:  mu=572.600000   Gap=0.009877      sigma=54.153855    Gap=0.061840
   6:  mu=578.500000   Gap=0.020282      sigma=51.165581    Gap=0.003247
   7:  mu=585.571429   Gap=0.032754      sigma=50.437676    Gap=0.011026
   8:  mu=580.625000   Gap=0.024030      sigma=48.961560    Gap=0.039969
   9:  mu=576.555556   Gap=0.016853      sigma=47.574762    Gap=0.067162
  10:  mu=574.800000   Gap=0.013757      sigma=45.439630    Gap=0.109027
  11:  mu=569.727273   Gap=0.004810      sigma=46.199352    Gap=0.094130
  12:  mu=560.083333   Gap=0.012199      sigma=54.585496    Gap=0.070304
  13:  mu=558.153846   Gap=0.015602      sigma=52.868263    Gap=0.036633
  14:  mu=564.642857   Gap=0.004157      sigma=56.060691    Gap=0.099229
  15:  mu=560.733333   Gap=0.011052      sigma=56.100465    Gap=0.100009
  16:  mu=561.187500   Gap=0.010251      sigma=54.347515    Gap=0.065638
  17:  mu=561.764706   Gap=0.009233      sigma=52.775361    Gap=0.034811
  18:  mu=559.388889   Gap=0.013423      sigma=52.215514    Gap=0.023834
  19:  mu=555.105263   Gap=0.020978      sigma=53.974550    Gap=0.058325
  20:  mu=556.000000   Gap=0.019400      sigma=52.752251    Gap=0.034358
  21:  mu=556.238095   Gap=0.018980      sigma=51.491936    Gap=0.009646
  22:  mu=556.909091   Gap=0.017797      sigma=50.401938    Gap=0.011727
  23:  mu=560.956522   Gap=0.010659      sigma=52.823314    Gap=0.035751
  24:  mu=563.375000   Gap=0.006393      sigma=52.995922    Gap=0.039136
  25:  mu=561.840000   Gap=0.009101      sigma=52.466889    Gap=0.028763
  26:  mu=562.576923   Gap=0.007801      sigma=51.579791    Gap=0.011368
  27:  mu=563.111111   Gap=0.006859      sigma=50.688835    Gap=0.006101
  28:  mu=563.607143   Gap=0.005984      sigma=49.842136    Gap=0.022703
  29:  mu=562.620690   Gap=0.007724      sigma=49.252631    Gap=0.034262
  30:  mu=561.400000   Gap=0.009877      sigma=48.868940    Gap=0.041785
  31:  mu=559.967742   Gap=0.012403      sigma=48.710126    Gap=0.044899
  32:  mu=560.625000   Gap=0.011243      sigma=48.082449    Gap=0.057207
  33:  mu=558.787879   Gap=0.014483      sigma=48.475397    Gap=0.049502
  34:  mu=560.352941   Gap=0.011723      sigma=48.596104    Gap=0.047135
  35:  mu=560.142857   Gap=0.012094      sigma=47.912505    Gap=0.060539
  36:  mu=563.055556   Gap=0.006957      sigma=50.286924    Gap=0.013982
  37:  mu=560.891892   Gap=0.010773      sigma=51.273397    Gap=0.005361
  38:  mu=561.105263   Gap=0.010396      sigma=50.610894    Gap=0.007630
  39:  mu=560.769231   Gap=0.010989      sigma=50.000750    Gap=0.019593
  40:  mu=560.950000   Gap=0.010670      sigma=49.384689    Gap=0.031673
  41:  mu=561.707317   Gap=0.009335      sigma=49.013310    Gap=0.038955
  42:  mu=562.023810   Gap=0.008776      sigma=48.468688    Gap=0.049634
  43:  mu=561.162791   Gap=0.010295      sigma=48.225695    Gap=0.054398
  44:  mu=562.454545   Gap=0.008017      sigma=48.421189    Gap=0.050565
  45:  mu=562.444444   Gap=0.008034      sigma=47.880200    Gap=0.061173
  46:  mu=563.586957   Gap=0.006019      sigma=47.973079    Gap=0.059351
  47:  mu=564.021277   Gap=0.005253      sigma=47.551311    Gap=0.067621
  48:  mu=562.791667   Gap=0.007422      sigma=47.802527    Gap=0.062696
  49:  mu=561.408163   Gap=0.009862      sigma=48.273421    Gap=0.053462
  50:  mu=561.580000   Gap=0.009559      sigma=47.803385    Gap=0.062679
  51:  mu=561.411765   Gap=0.009856      sigma=47.347351    Gap=0.071621
  52:  mu=561.692308   Gap=0.009361      sigma=46.932660    Gap=0.079752
  53:  mu=563.566038   Gap=0.006056      sigma=48.411565    Gap=0.050754
  54:  mu=563.703704   Gap=0.005814      sigma=47.971685    Gap=0.059379
  55:  mu=564.200000   Gap=0.004938      sigma=47.673282    Gap=0.065230
  56:  mu=563.857143   Gap=0.005543      sigma=47.314083    Gap=0.072273
  57:  mu=563.701754   Gap=0.005817      sigma=46.911625    Gap=0.080164
  58:  mu=564.672414   Gap=0.004105      sigma=47.079312    Gap=0.076876
  59:  mu=563.288136   Gap=0.006546      sigma=47.854317    Gap=0.061680
  60:  mu=562.733333   Gap=0.007525      sigma=47.644820    Gap=0.065788
  61:  mu=563.606557   Gap=0.005985      sigma=47.734333    Gap=0.064033
  62:  mu=563.822581   Gap=0.005604      sigma=47.377865    Gap=0.071022
  63:  mu=564.793651   Gap=0.003891      sigma=47.618243    Gap=0.066309
  64:  mu=564.796875   Gap=0.003886      sigma=47.244768    Gap=0.073632
  65:  mu=564.815385   Gap=0.003853      sigma=46.880172    Gap=0.080781
  66:  mu=564.212121   Gap=0.004917      sigma=46.777201    Gap=0.082800
  67:  mu=564.298507   Gap=0.004765      sigma=46.432109    Gap=0.089566
  68:  mu=564.529412   Gap=0.004357      sigma=46.128169    Gap=0.095526
  69:  mu=565.188406   Gap=0.003195      sigma=46.113997    Gap=0.095804
  70:  mu=565.671429   Gap=0.002343      sigma=45.958901    Gap=0.098845
  71:  mu=564.718310   Gap=0.004024      sigma=46.325603    Gap=0.091655
  72:  mu=564.486111   Gap=0.004434      sigma=46.044361    Gap=0.097169
  73:  mu=565.726027   Gap=0.002247      sigma=46.922629    Gap=0.079948
