任务数量： 500
实际：mu=528.000000   sigma=44.000000

   1:  mu=498.000000   Gap=0.056818      sigma=0.000000    Gap=1.000000
   2:  mu=494.000000   Gap=0.064394      sigma=4.000000    Gap=0.909091
   3:  mu=494.666667   Gap=0.063131      sigma=3.399346    Gap=0.922742
   4:  mu=517.750000   Gap=0.019413      sigma=40.089743    Gap=0.088869
   5:  mu=502.200000   Gap=0.048864      sigma=47.465356    Gap=0.078758
   6:  mu=495.666667   Gap=0.061237      sigma=45.726239    Gap=0.039233
   7:  mu=499.571429   Gap=0.053842      sigma=43.401307    Gap=0.013607
   8:  mu=511.750000   Gap=0.030777      sigma=51.830855    Gap=0.177974
   9:  mu=508.000000   Gap=0.037879      sigma=50.004444    Gap=0.136465
  10:  mu=507.200000   Gap=0.039394      sigma=47.499053    Gap=0.079524
  11:  mu=508.727273   Gap=0.036501      sigma=45.545364    Gap=0.035122
  12:  mu=508.833333   Gap=0.036301      sigma=43.607785    Gap=0.008914
  13:  mu=508.538462   Gap=0.036859      sigma=41.909454    Gap=0.047512
  14:  mu=509.071429   Gap=0.035850      sigma=40.430654    Gap=0.081122
  15:  mu=506.866667   Gap=0.040025      sigma=39.921367    Gap=0.092696
  16:  mu=508.000000   Gap=0.037879      sigma=38.902121    Gap=0.115861
  17:  mu=509.882353   Gap=0.034314      sigma=38.484347    Gap=0.125356
  18:  mu=515.166667   Gap=0.024306      sigma=43.283625    Gap=0.016281
  19:  mu=512.473684   Gap=0.029406      sigma=43.650970    Gap=0.007932
  20:  mu=513.700000   Gap=0.027083      sigma=42.880182    Gap=0.025450
  21:  mu=512.857143   Gap=0.028680      sigma=42.016194    Gap=0.045087
  22:  mu=510.045455   Gap=0.034005      sigma=43.024810    Gap=0.022163
  23:  mu=507.913043   Gap=0.038043      sigma=43.251452    Gap=0.017012
  24:  mu=508.583333   Gap=0.036774      sigma=42.462647    Gap=0.034940
  25:  mu=512.720000   Gap=0.028939      sigma=46.277874    Gap=0.051770
  26:  mu=514.923077   Gap=0.024767      sigma=46.696996    Gap=0.061295
  27:  mu=515.037037   Gap=0.024551      sigma=45.827762    Gap=0.041540
  28:  mu=514.107143   Gap=0.026312      sigma=45.260626    Gap=0.028651
  29:  mu=514.655172   Gap=0.025274      sigma=44.567868    Gap=0.012906
  30:  mu=516.066667   Gap=0.022601      sigma=44.473163    Gap=0.010754
  31:  mu=516.548387   Gap=0.021689      sigma=43.829463    Gap=0.003876
  32:  mu=515.750000   Gap=0.023201      sigma=43.367615    Gap=0.014372
  33:  mu=516.575758   Gap=0.021637      sigma=42.960186    Gap=0.023632
  34:  mu=518.352941   Gap=0.018271      sigma=43.537599    Gap=0.010509
  35:  mu=519.457143   Gap=0.016180      sigma=43.391469    Gap=0.013830
  36:  mu=519.611111   Gap=0.015888      sigma=42.794261    Gap=0.027403
  37:  mu=520.648649   Gap=0.013923      sigma=42.668563    Gap=0.030260
  38:  mu=520.842105   Gap=0.013557      sigma=42.119833    Gap=0.042731
  39:  mu=521.435897   Gap=0.012432      sigma=41.737147    Gap=0.051428
  40:  mu=522.050000   Gap=0.011269      sigma=41.390186    Gap=0.059314
  41:  mu=522.780488   Gap=0.009885      sigma=41.142532    Gap=0.064942
  42:  mu=524.309524   Gap=0.006990      sigma=41.812215    Gap=0.049722
  43:  mu=523.930233   Gap=0.007708      sigma=41.396211    Gap=0.059177
  44:  mu=523.977273   Gap=0.007619      sigma=40.924259    Gap=0.069903
  45:  mu=524.622222   Gap=0.006397      sigma=40.692499    Gap=0.075170
  46:  mu=524.347826   Gap=0.006917      sigma=40.289829    Gap=0.084322
  47:  mu=523.212766   Gap=0.009067      sigma=40.595533    Gap=0.077374
  48:  mu=524.916667   Gap=0.005840      sigma=41.834412    Gap=0.049218
  49:  mu=524.367347   Gap=0.006880      sigma=41.579868    Gap=0.055003
  50:  mu=523.860000   Gap=0.007841      sigma=41.314893    Gap=0.061025
  51:  mu=524.803922   Gap=0.006053      sigma=41.448773    Gap=0.057982
  52:  mu=524.942308   Gap=0.005791      sigma=41.060187    Gap=0.066814
  53:  mu=524.339623   Gap=0.006933      sigma=40.902527    Gap=0.070397
  54:  mu=524.648148   Gap=0.006348      sigma=40.584232    Gap=0.077631
  55:  mu=525.127273   Gap=0.005441      sigma=40.367428    Gap=0.082558
  56:  mu=525.660714   Gap=0.004430      sigma=40.200514    Gap=0.086352
  57:  mu=525.666667   Gap=0.004419      sigma=39.846342    Gap=0.094401
  58:  mu=525.913793   Gap=0.003951      sigma=39.545384    Gap=0.101241
  59:  mu=526.525424   Gap=0.002793      sigma=39.484541    Gap=0.102624
  60:  mu=526.950000   Gap=0.001989      sigma=39.289704    Gap=0.107052
  61:  mu=525.819672   Gap=0.004129      sigma=39.937865    Gap=0.092321
  62:  mu=525.322581   Gap=0.005071      sigma=39.804269    Gap=0.095358
  63:  mu=526.507937   Gap=0.002826      sigma=40.575179    Gap=0.077837
  64:  mu=526.234375   Gap=0.003344      sigma=40.315452    Gap=0.083740
  65:  mu=527.123077   Gap=0.001661      sigma=40.630988    Gap=0.076568
  66:  mu=526.636364   Gap=0.002583      sigma=40.512488    Gap=0.079262
  67:  mu=526.119403   Gap=0.003562      sigma=40.427758    Gap=0.081187
  68:  mu=526.779412   Gap=0.002312      sigma=40.491410    Gap=0.079741
  69:  mu=526.507246   Gap=0.002827      sigma=40.259529    Gap=0.085011
  70:  mu=526.857143   Gap=0.002165      sigma=40.076458    Gap=0.089171
  71:  mu=526.183099   Gap=0.003441      sigma=40.190851    Gap=0.086572
  72:  mu=526.638889   Gap=0.002578      sigma=40.095132    Gap=0.088747
  73:  mu=525.794521   Gap=0.004177      sigma=40.458996    Gap=0.080477
  74:  mu=524.513514   Gap=0.006603      sigma=41.648543    Gap=0.053442
  75:  mu=524.706667   Gap=0.006237      sigma=41.403309    Gap=0.059016
  76:  mu=524.842105   Gap=0.005981      sigma=41.146738    Gap=0.064847
  77:  mu=525.077922   Gap=0.005534      sigma=40.930339    Gap=0.069765
  78:  mu=525.807692   Gap=0.004152      sigma=41.168216    Gap=0.064359
  79:  mu=525.936709   Gap=0.003908      sigma=40.922694    Gap=0.069939
  80:  mu=526.387500   Gap=0.003054      sigma=40.863032    Gap=0.071295
  81:  mu=526.987654   Gap=0.001917      sigma=40.963246    Gap=0.069017
  82:  mu=527.207317   Gap=0.001501      sigma=40.760675    Gap=0.073621
  83:  mu=526.578313   Gap=0.002693      sigma=40.912814    Gap=0.070163
  84:  mu=526.476190   Gap=0.002886      sigma=40.679197    Gap=0.075473
  85:  mu=526.329412   Gap=0.003164      sigma=40.461569    Gap=0.080419
  86:  mu=526.104651   Gap=0.003590      sigma=40.278977    Gap=0.084569
  87:  mu=526.344828   Gap=0.003135      sigma=40.108711    Gap=0.088438
  88:  mu=526.068182   Gap=0.003659      sigma=39.963562    Gap=0.091737
  89:  mu=526.022472   Gap=0.003745      sigma=39.740726    Gap=0.096802
  90:  mu=525.600000   Gap=0.004545      sigma=39.719796    Gap=0.097277
  91:  mu=525.956044   Gap=0.003871      sigma=39.645105    Gap=0.098975
  92:  mu=525.728261   Gap=0.004303      sigma=39.488882    Gap=0.102525
  93:  mu=526.225806   Gap=0.003360      sigma=39.564872    Gap=0.100798
  94:  mu=525.957447   Gap=0.003868      sigma=39.438861    Gap=0.103662
  95:  mu=526.094737   Gap=0.003608      sigma=39.253313    Gap=0.107879
  96:  mu=525.843750   Gap=0.004084      sigma=39.124888    Gap=0.110798
  97:  mu=525.721649   Gap=0.004315      sigma=38.941072    Gap=0.114976
  98:  mu=525.540816   Gap=0.004658      sigma=38.782799    Gap=0.118573
  99:  mu=525.747475   Gap=0.004266      sigma=38.640624    Gap=0.121804
 100:  mu=525.610000   Gap=0.004527      sigma=38.471261    Gap=0.125653
 101:  mu=526.544554   Gap=0.002757      sigma=39.404610    Gap=0.104441
 102:  mu=525.960784   Gap=0.003862      sigma=39.647447    Gap=0.098922
 103:  mu=525.524272   Gap=0.004689      sigma=39.700051    Gap=0.097726
 104:  mu=525.567308   Gap=0.004607      sigma=39.511139    Gap=0.102020
 105:  mu=525.990476   Gap=0.003806      sigma=39.558635    Gap=0.100940
 106:  mu=526.283019   Gap=0.003252      sigma=39.485549    Gap=0.102601
 107:  mu=527.093458   Gap=0.001717      sigma=40.176604    Gap=0.086895
 108:  mu=526.324074   Gap=0.003174      sigma=40.774408    Gap=0.073309
 109:  mu=526.697248   Gap=0.002467      sigma=40.771798    Gap=0.073368
 110:  mu=526.790909   Gap=0.002290      sigma=40.597827    Gap=0.077322
 111:  mu=526.756757   Gap=0.002355      sigma=40.416127    Gap=0.081452
 112:  mu=526.705357   Gap=0.002452      sigma=40.238938    Gap=0.085479
 113:  mu=527.115044   Gap=0.001676      sigma=40.294437    Gap=0.084217
 114:  mu=527.438596   Gap=0.001063      sigma=40.264484    Gap=0.084898
 115:  mu=527.486957   Gap=0.000972      sigma=40.092364    Gap=0.088810
