任务数量： 500
实际：mu=268.000000   sigma=23.000000

   1:  mu=275.000000   Gap=0.026119      sigma=0.000000    Gap=1.000000
   2:  mu=268.500000   Gap=0.001866      sigma=6.500000    Gap=0.717391
   3:  mu=270.666667   Gap=0.009950      sigma=6.128259    Gap=0.733554
   4:  mu=271.750000   Gap=0.013993      sigma=5.629165    Gap=0.755254
   5:  mu=260.600000   Gap=0.027612      sigma=22.861321    Gap=0.006030
   6:  mu=268.833333   Gap=0.003109      sigma=27.829341    Gap=0.209971
   7:  mu=270.142857   Gap=0.007996      sigma=25.963868    Gap=0.128864
   8:  mu=272.000000   Gap=0.014925      sigma=24.779023    Gap=0.077349
   9:  mu=272.555556   Gap=0.016998      sigma=23.414673    Gap=0.018029
  10:  mu=267.800000   Gap=0.000746      sigma=26.400000    Gap=0.147826
  11:  mu=267.363636   Gap=0.002374      sigma=25.209207    Gap=0.096052
  12:  mu=266.750000   Gap=0.004664      sigma=24.221633    Gap=0.053114
  13:  mu=263.461538   Gap=0.016935      sigma=25.909949    Gap=0.126520
  14:  mu=263.571429   Gap=0.016525      sigma=24.970595    Gap=0.085678
  15:  mu=266.333333   Gap=0.006219      sigma=26.244153    Gap=0.141050
  16:  mu=266.250000   Gap=0.006530      sigma=25.412841    Gap=0.104906
  17:  mu=266.117647   Gap=0.007024      sigma=24.659761    Gap=0.072164
  18:  mu=266.166667   Gap=0.006841      sigma=23.965832    Gap=0.041993
  19:  mu=266.789474   Gap=0.004517      sigma=23.475808    Gap=0.020687
  20:  mu=265.400000   Gap=0.009701      sigma=23.669390    Gap=0.029104
  21:  mu=264.619048   Gap=0.012615      sigma=23.361499    Gap=0.015717
  22:  mu=263.454545   Gap=0.016961      sigma=23.439918    Gap=0.019127
  23:  mu=264.739130   Gap=0.012167      sigma=23.703270    Gap=0.030577
  24:  mu=264.708333   Gap=0.012282      sigma=23.204668    Gap=0.008899
  25:  mu=264.120000   Gap=0.014478      sigma=22.917801    Gap=0.003574
  26:  mu=264.653846   Gap=0.012486      sigma=22.630718    Gap=0.016056
  27:  mu=264.629630   Gap=0.012576      sigma=22.208020    Gap=0.034434
  28:  mu=264.821429   Gap=0.011860      sigma=21.830604    Gap=0.050843
  29:  mu=265.655172   Gap=0.008749      sigma=21.899891    Gap=0.047831
  30:  mu=263.866667   Gap=0.015423      sigma=23.587756    Gap=0.025555
  31:  mu=264.032258   Gap=0.014805      sigma=23.221908    Gap=0.009648
  32:  mu=266.000000   Gap=0.007463      sigma=25.346351    Gap=0.102015
  33:  mu=265.666667   Gap=0.008706      sigma=25.030486    Gap=0.088282
  34:  mu=265.470588   Gap=0.009438      sigma=24.685356    Gap=0.073276
  35:  mu=265.742857   Gap=0.008422      sigma=24.381894    Gap=0.060082
  36:  mu=266.361111   Gap=0.006115      sigma=24.317521    Gap=0.057284
  37:  mu=267.162162   Gap=0.003126      sigma=24.463446    Gap=0.063628
  38:  mu=268.236842   Gap=0.000884      sigma=25.008877    Gap=0.087342
  39:  mu=268.948718   Gap=0.003540      sigma=25.073174    Gap=0.090138
  40:  mu=269.600000   Gap=0.005970      sigma=25.089639    Gap=0.090854
  41:  mu=268.439024   Gap=0.001638      sigma=25.846686    Gap=0.123769
  42:  mu=269.714286   Gap=0.006397      sigma=26.810877    Gap=0.165690
  43:  mu=269.162791   Gap=0.004339      sigma=26.737249    Gap=0.162489
  44:  mu=271.136364   Gap=0.011703      sigma=29.429879    Gap=0.279560
