任务数量： 500
实际：mu=492.000000   sigma=51.000000

   1:  mu=415.000000   Gap=0.156504      sigma=0.000000    Gap=1.000000
   2:  mu=463.000000   Gap=0.058943      sigma=48.000000    Gap=0.058824
   3:  mu=463.666667   Gap=0.057588      sigma=39.203174    Gap=0.231310
   4:  mu=471.250000   Gap=0.042175      sigma=36.403125    Gap=0.286213
   5:  mu=476.000000   Gap=0.032520      sigma=33.917547    Gap=0.334950
   6:  mu=479.833333   Gap=0.024729      sigma=32.126918    Gap=0.370060
   7:  mu=474.142857   Gap=0.036295      sigma=32.847825    Gap=0.355925
   8:  mu=476.000000   Gap=0.032520      sigma=31.116716    Gap=0.389868
   9:  mu=481.777778   Gap=0.020777      sigma=33.581668    Gap=0.341536
  10:  mu=477.600000   Gap=0.029268      sigma=34.235070    Gap=0.328724
  11:  mu=478.545455   Gap=0.027347      sigma=32.778495    Gap=0.357284
  12:  mu=474.000000   Gap=0.036585      sigma=34.816184    Gap=0.317330
  13:  mu=477.846154   Gap=0.028768      sigma=36.006081    Gap=0.293998
  14:  mu=477.500000   Gap=0.029472      sigma=34.718768    Gap=0.319240
  15:  mu=476.666667   Gap=0.031165      sigma=33.686133    Gap=0.339488
  16:  mu=481.187500   Gap=0.021977      sigma=37.018946    Gap=0.274138
  17:  mu=484.235294   Gap=0.015782      sigma=37.926445    Gap=0.256344
  18:  mu=480.111111   Gap=0.024164      sigma=40.591308    Gap=0.204092
  19:  mu=481.421053   Gap=0.021502      sigma=39.897653    Gap=0.217693
  20:  mu=481.250000   Gap=0.021850      sigma=38.894569    Gap=0.237361
  21:  mu=489.857143   Gap=0.004355      sigma=54.059302    Gap=0.059986
  22:  mu=492.318182   Gap=0.000647      sigma=54.007059    Gap=0.058962
  23:  mu=491.695652   Gap=0.000619      sigma=52.900592    Gap=0.037267
  24:  mu=488.500000   Gap=0.007114      sigma=54.006944    Gap=0.058960
  25:  mu=485.760000   Gap=0.012683      sigma=54.591780    Gap=0.070427
  26:  mu=487.346154   Gap=0.009459      sigma=54.115931    Gap=0.061097
  27:  mu=491.000000   Gap=0.002033      sigma=56.277750    Gap=0.103485
  28:  mu=494.892857   Gap=0.005880      sigma=58.849286    Gap=0.153908
  29:  mu=491.172414   Gap=0.001682      sigma=61.085056    Gap=0.197746
  30:  mu=494.233333   Gap=0.004539      sigma=62.279308    Gap=0.221163
  31:  mu=492.419355   Gap=0.000852      sigma=62.066964    Gap=0.216999
  32:  mu=493.375000   Gap=0.002795      sigma=61.320750    Gap=0.202368
  33:  mu=494.575758   Gap=0.005235      sigma=60.765336    Gap=0.191477
  34:  mu=496.588235   Gap=0.009326      sigma=60.971120    Gap=0.195512
